,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,29.0,30.38,24.9,,,,,
low,24.05,20.48,5.78,,,,,
change,0.0163,-0.1452,-0.6536,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,107.0,121.0,140.0,164.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,109.0,116.0,122.0,113.0,Balance Sheet
Prov. for Doubtful Accts,,,,-1.0,-1.0,-2.0,-1.0,Balance Sheet
"Trade Accts Recvble, Net",,,,124.0,133.0,142.0,134.0,Balance Sheet
Other Receivables,,,,7.0,11.0,23.0,30.0,Balance Sheet
"Total Receivables, Net",,,,131.0,144.0,164.0,164.0,Balance Sheet
Invent. - Finished Goods,,,,9.0,13.0,6.0,5.0,Balance Sheet
Invent. - Work In Progress,,,,4.0,1.0,0.0,0.0,Balance Sheet
Invent. - Raw Materials,,,,42.0,32.0,33.0,31.0,Balance Sheet
Total Inventory,,,,54.0,46.0,40.0,37.0,Balance Sheet
Prepaid Expenses,,,,47.0,41.0,41.0,39.0,Balance Sheet
Restricted Cash - Current,,,,0.0,0.0,1.0,1.0,Balance Sheet
Other Current Assets,,,,7.0,19.0,13.0,15.0,Balance Sheet
"Other Curr. Assets, Total",,,,7.0,19.0,14.0,16.0,Balance Sheet
Total Current Assets,,,,346.0,372.0,399.0,421.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,691.0,706.0,729.0,732.0,Balance Sheet
"Goodwill, Net",,,,1120.0,1126.0,1116.0,1092.0,Balance Sheet
Intangibles - Gross,,,,1114.0,1118.0,1069.0,1038.0,Balance Sheet
Accum. Intangible Amort.,,,,-523.0,-544.0,-534.0,-542.0,Balance Sheet
Intangibles - Net,,,,591.0,574.0,535.0,497.0,Balance Sheet
Long Term Investments,,,,9.0,10.0,0.0,0.0,Balance Sheet
Deferred Charges,,,,8.0,8.0,8.0,7.0,Balance Sheet
Pension Bene. - Overfunded,,,,5.0,7.0,9.0,10.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,6.0,6.0,5.0,5.0,Balance Sheet
Other Long Term Assets,,,,13.0,27.0,38.0,47.0,Balance Sheet
Total Assets,,,,2790.0,2836.0,2840.0,2811.0,Balance Sheet
Accounts Payable,,,,73.0,55.0,65.0,61.0,Balance Sheet
Accrued Expenses,,,,65.0,63.0,51.0,53.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,1.0,1.0,2.0,2.0,Balance Sheet
Customer Advances,,,,9.0,13.0,7.0,5.0,Balance Sheet
Income Taxes Payable,,,,9.0,7.0,10.0,11.0,Balance Sheet
Other Current Liabilities,,,,5.0,5.0,7.0,9.0,Balance Sheet
"Other Curr. Lblts, Total",,,,22.0,25.0,24.0,25.0,Balance Sheet
Total Current Liabilities,,,,161.0,144.0,142.0,140.0,Balance Sheet
Long Term Debt,,,,1744.0,1745.0,1746.0,1747.0,Balance Sheet
Capital Lease Obligations,,,,41.0,40.0,57.0,55.0,Balance Sheet
Total Long Term Debt,,,,1784.0,1785.0,1803.0,1801.0,Balance Sheet
Total Debt,,,,1786.0,1786.0,1804.0,1803.0,Balance Sheet
Deferred Income Tax,,,,135.0,142.0,145.0,152.0,Balance Sheet
Minority Interest,,,,0.0,0.0,0.0,0.0,Balance Sheet
Pension Benefits - Underfunded,,,,53.0,55.0,54.0,54.0,Balance Sheet
Other LT Liabilities,,,,70.0,68.0,60.0,56.0,Balance Sheet
"Other Liabilities, Total",,,,123.0,123.0,114.0,111.0,Balance Sheet
Total Liabilities,,,,2203.0,2194.0,2204.0,2204.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,,0.0,0.0,Balance Sheet
Common Stock,,,,3.0,3.0,3.0,3.0,Balance Sheet
Additional Paid-In Capital,,,,1173.0,1177.0,1182.0,1187.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-472.0,-442.0,-411.0,-386.0,Balance Sheet
Treasury Stock - Common,,,,-34.0,-34.0,-33.0,-33.0,Balance Sheet
Cum. Trans. Adjustment,,,,-66.0,-51.0,-97.0,-167.0,Balance Sheet
Min. Pension Lblty Adj.,,,,-18.0,-18.0,-17.0,-16.0,Balance Sheet
Other Comprehensive Income,,,,0.0,7.0,10.0,19.0,Balance Sheet
"Other Equity, Total",,,,-84.0,-63.0,-105.0,-164.0,Balance Sheet
Total Equity,,,,586.0,642.0,636.0,607.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,2790.0,2836.0,2840.0,2811.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,283.0,283.0,283.0,282.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,3.0,3.0,3.0,4.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,241249.0,236754.0,266639.0,248704.0,Income Statement
"Cost of Revenue, Total",,,,107296.0,107879.0,116243.0,112691.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,51827.0,59542.0,63132.0,57091.0,Income Statement
Depreciation/Amortization,,,,15700.0,15841.0,15769.0,15727.0,Income Statement
Impair-Assets Held for Use,,,,0.0,,,,Income Statement
Impair-Assets Held for Sale,,,,,,9613.0,0.0,Income Statement
Other Unusual Expnse (In),,,,4.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,4.0,0.0,9613.0,0.0,Income Statement
Total Operating Expense,,,,174827.0,183262.0,204757.0,185509.0,Income Statement
Total Operating Income,,,,66422.0,53492.0,61882.0,63195.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-15607.0,-10404.0,-14044.0,-23427.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,65.0,-788.0,755.0,535.0,Income Statement
