,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,33.03,41.84,16.15,,,,,
low,18.08,14.43,3.35,,,,,
change,0.5059,-0.5317000000000001,-0.7603,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,126562.0,120233.0,122588.0,125332.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,59960.0,57945.0,50854.0,51193.0,Balance Sheet
Prov. for Doubtful Accts,,,,-116.0,-211.0,-178.0,-210.0,Balance Sheet
"Total Receivables, Net",,,,59844.0,57734.0,50676.0,50983.0,Balance Sheet
Total Inventory,,,,1247.0,2097.0,3630.0,4676.0,Balance Sheet
Prepaid Expenses,,,,3329.0,4898.0,6778.0,6069.0,Balance Sheet
"Other Curr. Assets, Total",,,,732.0,2773.0,947.0,930.0,Balance Sheet
Total Current Assets,,,,191714.0,187735.0,184619.0,187990.0,Balance Sheet
Buildings,,,,,,3009.0,3073.0,Balance Sheet
Other Prop./Plant/Equip.,,,,49198.0,,24877.0,24358.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,49198.0,,27886.0,27431.0,Balance Sheet
Accumulated Depreciation,,,,-34057.0,,-13304.0,-13710.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,15993.0,15528.0,14582.0,13721.0,Balance Sheet
"Goodwill, Net",,,,17922.0,17922.0,17922.0,17922.0,Balance Sheet
Intangibles - Gross,,,,25892.0,28687.0,31322.0,34869.0,Balance Sheet
Accum. Intangible Amort.,,,,-6693.0,-7074.0,-7539.0,-8011.0,Balance Sheet
Intangibles - Net,,,,19199.0,21613.0,23783.0,26858.0,Balance Sheet
Other Long Term Assets,,,,1253.0,1223.0,1052.0,908.0,Balance Sheet
Total Assets,,,,246081.0,244021.0,241958.0,247399.0,Balance Sheet
Accounts Payable,,,,9248.0,,15929.0,16339.0,Balance Sheet
Payable/Accrued,,,,,35223.0,,,Balance Sheet
Accrued Expenses,,,,32421.0,9219.0,29213.0,30593.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,1461.0,1493.0,1525.0,1558.0,Balance Sheet
Customer Advances,,,,6381.0,7036.0,4799.0,6952.0,Balance Sheet
Other Current Liabilities,,,,1430.0,2082.0,2734.0,1972.0,Balance Sheet
"Other Curr. Lblts, Total",,,,7811.0,9118.0,7533.0,8924.0,Balance Sheet
Total Current Liabilities,,,,50941.0,55053.0,54200.0,57414.0,Balance Sheet
Total Long Term Debt,,,,12840.0,12457.0,12066.0,11660.0,Balance Sheet
Total Debt,,,,14301.0,13950.0,13591.0,13218.0,Balance Sheet
Deferred Income Tax,,,,723.0,735.0,748.0,748.0,Balance Sheet
"Other Liabilities, Total",,,,1323.0,715.0,632.0,544.0,Balance Sheet
Total Liabilities,,,,65827.0,68960.0,67646.0,70366.0,Balance Sheet
Common Stock,,,,105.0,106.0,106.0,106.0,Balance Sheet
Additional Paid-In Capital,,,,367153.0,376913.0,388464.0,398546.0,Balance Sheet
