,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,69.35,82.24,98.08,111.17,149.55,150.32,,,,,
low,63.88,55.17,56.94,59.29,100.05,106.78,,,,,
change,0.0233,-0.12090000000000001,0.5617,0.212,0.2773,-0.114,,,,,
Date,,,,,,,2021-10-01 00:00:00,2021-12-31 00:00:00,2022-04-01 00:00:00,2022-07-01 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1014.0,1245.0,1235.0,1102.0,Balance Sheet
Short Term Investments,,,,,,,0.0,,,,Balance Sheet
Cash and Short Term Invs,,,,,,,1014.0,1245.0,1235.0,1102.0,Balance Sheet
"Total Receivables, Net",,,,,,,3101.0,2993.0,3303.0,3303.0,Balance Sheet
Prepaid Expenses,,,,,,,176.0,134.0,153.0,149.0,Balance Sheet
Total Current Assets,,,,,,,4292.0,4372.0,4691.0,4554.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1003.0,892.0,883.0,847.0,Balance Sheet
"Goodwill, Net",,,,,,,7197.0,7350.0,7492.0,7328.0,Balance Sheet
Intangibles - Gross,,,,,,,1716.0,1666.0,1649.0,1620.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-150.0,-47.0,-95.0,-147.0,Balance Sheet
Intangibles - Net,,,,,,,1566.0,1619.0,1553.0,1473.0,Balance Sheet
Other Long Term Assets,,,,,,,472.0,469.0,495.0,471.0,Balance Sheet
Total Assets,,,,,,,14633.0,14804.0,15183.0,14722.0,Balance Sheet
Accounts Payable,,,,,,,908.0,817.0,921.0,945.0,Balance Sheet
Accrued Expenses,,,,,,,1706.0,1650.0,2118.0,1531.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,53.0,53.0,53.0,52.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,542.0,606.0,672.0,662.0,Balance Sheet
Total Current Liabilities,,,,,,,3210.0,3126.0,3765.0,3189.0,Balance Sheet
Total Long Term Debt,,,,,,,2840.0,3073.0,3196.0,3520.0,Balance Sheet
Total Debt,,,,,,,2893.0,3126.0,3249.0,3572.0,Balance Sheet
Deferred Income Tax,,,,,,,214.0,212.0,211.0,243.0,Balance Sheet
Minority Interest,,,,,,,693.0,668.0,714.0,712.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,418.0,404.0,367.0,315.0,Balance Sheet
Other LT Liabilities,,,,,,,1318.0,1252.0,853.0,810.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1736.0,1656.0,1219.0,1125.0,Balance Sheet
Total Liabilities,,,,,,,8693.0,8734.0,9106.0,8789.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,129.0,129.0,129.0,128.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2590.0,2641.0,2667.0,2666.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,4016.0,4087.0,4070.0,4082.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-407.0,-413.0,-459.0,-647.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-395.0,-388.0,-377.0,-349.0,Balance Sheet
Other Comprehensive Income,,,,,,,7.0,13.0,47.0,53.0,Balance Sheet
"Other Equity, Total",,,,,,,-794.0,-788.0,-788.0,-943.0,Balance Sheet
Total Equity,,,,,,,5940.0,6070.0,6077.0,5933.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,14633.0,14804.0,15183.0,14722.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,129.0,129.0,129.0,128.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-10-01 00:00:00,2021-12-31 00:00:00,2022-04-01 00:00:00,2022-07-01 00:00:00,Income Statement
Total Revenue,,,,,,,3586.0,3381.0,3834.0,3827.0,Income Statement
"Cost of Revenue, Total",,,,,,,2759.0,2584.0,2964.0,3003.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,546.0,539.0,583.0,545.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,,9.0,,,,Income Statement
Restructuring Charge,,,,,,,5.0,84.0,117.0,10.0,Income Statement
Litigation,,,,,,,20.0,,,,Income Statement
Impair-Assets Held for Sale,,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,24.0,84.0,117.0,10.0,Income Statement
"Other Operat Expse, Total",,,,,,,-3.0,-4.0,4.0,4.0,Income Statement
Total Operating Expense,,,,,,,3335.0,3203.0,3668.0,3561.0,Income Statement
Total Operating Income,,,,,,,251.0,177.0,166.0,266.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-20.0,-19.0,-22.0,-26.0,Income Statement
"Inter Income, Non-Operating",,,,,,,1.0,2.0,0.0,1.0,Income Statement
"Invest Income, Non-Operat",,,,,,,84.0,,,,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,85.0,2.0,0.0,1.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-146.0,10.0,11.0,31.0,Income Statement
"Other, Net",,,,,,,-146.0,10.0,11.0,31.0,Income Statement
Income Before Tax,,,,,,,170.0,169.0,155.0,272.0,Income Statement
Income Tax - Total,,,,,,,99.0,16.0,46.0,59.0,Income Statement
Income After Tax,,,,,,,71.0,153.0,109.0,213.0,Income Statement
Minority Interest,,,,,,,-26.0,-19.0,-20.0,-16.0,Income Statement
Net Inc Before Extra Items,,,,,,,45.0,134.0,89.0,196.0,Income Statement
Discontinued Operations,,,,,,,-2.0,0.0,0.0,0.0,Income Statement
Tax on Extraordinary Items,,,,,,,1.0,,,,Income Statement
Total Extraordinary Items,,,,,,,-2.0,0.0,0.0,0.0,Income Statement
Total Net Income,,,,,,,43.0,134.0,89.0,196.0,Income Statement
Total Adjust to Net Income,,,,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,45.0,134.0,89.0,196.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,43.0,134.0,89.0,196.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,130.0,129.0,129.0,128.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.34,1.04,0.69,1.53,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.33,1.04,0.69,1.53,Income Statement
Diluted Weighted Average Shares,,,,,,,130.0,130.0,130.0,129.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.34,1.03,0.68,1.52,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.33,1.03,0.68,1.52,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.21,0.21,0.23,0.23,Income Statement
Gross Divid - Common Stock,,,,,,,55.0,0.0,30.0,30.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,20.0,19.0,22.0,26.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,27.0,26.0,26.0,25.0,Income Statement
Total Special Items,,,,,,,24.0,84.0,117.0,10.0,Income Statement
Normalzd Income Before Tax,,,,,,,195.0,253.0,273.0,282.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,14.0,8.0,35.0,2.0,Income Statement
