,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,44.04,51.52,52.78,47.99,45.49,52.83,,,,,
low,39.06,33.94,29.84,8.56,30.9,33.75,,,,,
change,-0.0401,-0.0547,0.22890000000000002,-0.20079999999999998,0.0782,0.1936,,,,,
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,43.0,41.0,54.0,44.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,210.0,227.0,232.0,238.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-18.0,-18.0,-18.0,-18.0,Balance Sheet
"Total Receivables, Net",,,,,,,261.0,278.0,288.0,308.0,Balance Sheet
Invent. - Finished Goods,,,,,,,453.0,451.0,466.0,496.0,Balance Sheet
Invent. - Work In Progress,,,,,,,20.0,23.0,22.0,25.0,Balance Sheet
Invent. - Raw Materials,,,,,,,59.0,61.0,62.0,55.0,Balance Sheet
Total Inventory,,,,,,,532.0,535.0,551.0,576.0,Balance Sheet
Restricted Cash - Current,,,,,,,4.0,2.0,5.0,4.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,18.0,17.0,16.0,16.0,Balance Sheet
Other Current Assets,,,,,,,90.0,104.0,94.0,87.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,112.0,123.0,116.0,107.0,Balance Sheet
Total Current Assets,,,,,,,947.0,977.0,1007.0,1035.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,361.0,365.0,368.0,371.0,Balance Sheet
Accumulated Depreciation,,,,,,,-255.0,-258.0,-258.0,-260.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,356.0,351.0,349.0,349.0,Balance Sheet
Intangibles - Net,,,,,,,121.0,121.0,120.0,118.0,Balance Sheet
Other Long Term Assets,,,,,,,106.0,103.0,98.0,97.0,Balance Sheet
Total Assets,,,,,,,1530.0,1552.0,1574.0,1599.0,Balance Sheet
Accounts Payable,,,,,,,124.0,141.0,156.0,195.0,Balance Sheet
Accrued Expenses,,,,,,,143.0,157.0,175.0,147.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,34.0,27.0,,,Balance Sheet
Discontinued Operations,,,,,,,19.0,18.0,17.0,16.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,53.0,45.0,17.0,16.0,Balance Sheet
Total Current Liabilities,,,,,,,320.0,343.0,348.0,358.0,Balance Sheet
Total Long Term Debt,,,,,,,103.0,103.0,99.0,114.0,Balance Sheet
Total Debt,,,,,,,103.0,103.0,99.0,114.0,Balance Sheet
Deferred Income Tax,,,,,,,,,20.0,20.0,Balance Sheet
"Other Liabilities, Total",,,,,,,99.0,88.0,72.0,70.0,Balance Sheet
Total Liabilities,,,,,,,523.0,534.0,539.0,562.0,Balance Sheet
Common Stock,,,,,,,45.0,45.0,45.0,45.0,Balance Sheet
Additional Paid-In Capital,,,,,,,482.0,481.0,478.0,477.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,774.0,797.0,820.0,843.0,Balance Sheet
Treasury Stock - Common,,,,,,,-272.0,-285.0,-289.0,-306.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-1.0,-1.0,-3.0,-6.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-22.0,-19.0,-17.0,-17.0,Balance Sheet
"Other Equity, Total",,,,,,,-22.0,-20.0,-20.0,-23.0,Balance Sheet
Total Equity,,,,,,,1007.0,1018.0,1035.0,1037.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1530.0,1552.0,1574.0,1599.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,35.0,35.0,35.0,35.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,10.0,10.0,10.0,10.0,Balance Sheet
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Income Statement
Total Revenue,,,,,,,436600.0,452200.0,476100.0,446300.0,Income Statement
"Cost of Revenue, Total",,,,,,,358200.0,371800.0,386300.0,364400.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,47900.0,49000.0,57200.0,50100.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,,400.0,1100.0,1200.0,600.0,Income Statement
Other Unusual Expnse (In),,,,,,,1300.0,0.0,400.0,,Income Statement
Unusual Expense (Income),,,,,,,1300.0,0.0,400.0,,Income Statement
Total Operating Expense,,,,,,,407800.0,421900.0,445100.0,415100.0,Income Statement
Total Operating Income,,,,,,,28800.0,30300.0,31000.0,31200.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-500.0,-600.0,-600.0,-1100.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,100.0,0.0,0.0,100.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,300.0,1100.0,100.0,200.0,Income Statement
"Other, Net",,,,,,,300.0,1100.0,100.0,200.0,Income Statement
Income Before Tax,,,,,,,28700.0,30800.0,30500.0,30400.0,Income Statement
