,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,84.57,90.96,102.96,129.62,139.3,126.24,,,,,
low,77.79,68.09,72.11,69.33,109.08,91.64,,,,,
change,-0.044800000000000006,-0.0674,0.4042,0.1574,0.0357,-0.1226,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,159.0,236.0,195.0,166.0,Balance Sheet
"Total Receivables, Net",,,,,,,420.0,504.0,519.0,476.0,Balance Sheet
Invent. - Finished Goods,,,,,,,184.0,190.0,209.0,248.0,Balance Sheet
Invent. - Raw Materials,,,,,,,122.0,118.0,132.0,150.0,Balance Sheet
Total Inventory,,,,,,,306.0,308.0,341.0,398.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,29.0,33.0,33.0,33.0,Balance Sheet
Total Current Assets,,,,,,,913.0,1082.0,1087.0,1073.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2091.0,2149.0,2183.0,2246.0,Balance Sheet
Accumulated Depreciation,,,,,,,-1240.0,-1256.0,-1263.0,-1268.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,920.0,960.0,985.0,1040.0,Balance Sheet
"Goodwill, Net",,,,,,,97.0,98.0,93.0,92.0,Balance Sheet
Intangibles - Net,,,,,,,61.0,59.0,55.0,57.0,Balance Sheet
Long Term Investments,,,,,,,34.0,29.0,25.0,24.0,Balance Sheet
Other Long Term Assets,,,,,,,40.0,45.0,43.0,51.0,Balance Sheet
Total Assets,,,,,,,2066.0,2273.0,2289.0,2337.0,Balance Sheet
Accounts Payable,,,,,,,323.0,351.0,366.0,350.0,Balance Sheet
Accrued Expenses,,,,,,,136.0,121.0,130.0,155.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,41.0,139.0,142.0,98.0,Balance Sheet
Total Current Liabilities,,,,,,,500.0,611.0,638.0,603.0,Balance Sheet
Total Long Term Debt,,,,,,,323.0,398.0,384.0,467.0,Balance Sheet
Total Debt,,,,,,,364.0,537.0,526.0,565.0,Balance Sheet
Deferred Income Tax,,,,,,,12.0,11.0,11.0,11.0,Balance Sheet
Minority Interest,,,,,,,0.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,156.0,136.0,130.0,125.0,Balance Sheet
Total Liabilities,,,,,,,991.0,1156.0,1163.0,1207.0,Balance Sheet
Common Stock,,,,,,,27.0,27.0,27.0,27.0,Balance Sheet
Additional Paid-In Capital,,,,,,,221.0,225.0,230.0,233.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1134.0,1171.0,1216.0,1247.0,Balance Sheet
Treasury Stock - Common,,,,,,,-154.0,-165.0,-172.0,-178.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-135.0,-125.0,-162.0,-192.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-18.0,-18.0,-17.0,-17.0,Balance Sheet
Other Comprehensive Income,,,,,,,0.0,3.0,5.0,9.0,Balance Sheet
"Other Equity, Total",,,,,,,-153.0,-140.0,-174.0,-199.0,Balance Sheet
Total Equity,,,,,,,1074.0,1117.0,1126.0,1130.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,2066.0,2273.0,2289.0,2337.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,22.0,22.0,22.0,22.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,4.0,4.0,5.0,5.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,610.0,675.0,752.0,719.0,Income Statement
"Cost of Revenue, Total",,,,,,,527.0,566.0,620.0,601.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,38.0,37.0,40.0,49.0,Income Statement
Research & Development,,,,,,,17.0,16.0,17.0,17.0,Income Statement
Restructuring Charge,,,,,,,3.0,0.0,0.0,0.0,Income Statement
Impair-Assets Held for Use,,,,,,,,,1.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,3.0,0.0,1.0,0.0,Income Statement
"Other Operat Expse, Total",,,,,,,5.0,-8.0,-3.0,-2.0,Income Statement
Total Operating Expense,,,,,,,590.0,612.0,674.0,665.0,Income Statement
Total Operating Income,,,,,,,20.0,63.0,78.0,55.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-1.0,-2.0,-3.0,-2.0,Income Statement
Gain(Loss)on Sale of Assets,,,,,,,0.0,,,,Income Statement
"Other, Net",,,,,,,1.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,,,,22.0,59.0,70.0,50.0,Income Statement
Income Tax - Total,,,,,,,5.0,15.0,17.0,11.0,Income Statement
Income After Tax,,,,,,,17.0,45.0,52.0,39.0,Income Statement
Minority Interest,,,,,,,0.0,,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,,,,17.0,45.0,52.0,39.0,Income Statement
Total Net Income,,,,,,,17.0,45.0,52.0,39.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,17.0,45.0,52.0,39.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,17.0,45.0,52.0,39.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,23.0,23.0,23.0,23.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.74,1.96,2.29,1.73,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.74,1.96,2.29,1.73,Income Statement
Diluted Weighted Average Shares,,,,,,,23.0,23.0,23.0,23.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.73,1.93,2.26,1.71,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.73,1.93,2.26,1.71,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.34,0.34,0.34,0.34,Income Statement
Gross Divid - Common Stock,,,,,,,8.0,8.0,7.0,7.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,23.0,23.0,23.0,24.0,Income Statement
Total Special Items,,,,,,,3.0,0.0,1.0,0.0,Income Statement
Normalzd Income Before Tax,,,,,,,25.0,59.0,71.0,51.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,1.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,6.0,15.0,18.0,11.0,Income Statement
Normalized Income After Tax,,,,,,,19.0,45.0,53.0,39.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,19.0,45.0,53.0,39.0,Income Statement
Basic Normalized EPS,,,,,,,0.85,1.96,2.32,1.73,Income Statement
Diluted Normalized EPS,,,,,,,0.83,1.94,2.3,1.71,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,137895.0,44809.0,96935.0,136319.0,Cash Flow
Depreciation/Depletion,,,,,,,90876.0,22915.0,46252.0,69958.0,Cash Flow
Deferred Taxes,,,,,,,-33605.0,-2545.0,2241.0,-2110.0,Cash Flow
Unusual Items,,,,,,,-2289.0,2487.0,7950.0,9051.0,Cash Flow
Other Non-Cash Items,,,,,,,20769.0,-3513.0,-2810.0,-1328.0,Cash Flow
Non-Cash Items,,,,,,,18480.0,-1026.0,5140.0,7723.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,92867.0,8312.0,19353.0,23595.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,9542.0,2500.0,7184.0,11297.0,Cash Flow
Accounts Receivable,,,,,,,-104231.0,-80344.0,-111051.0,-82512.0,Cash Flow
Inventories,,,,,,,-79258.0,481.0,-38564.0,-100101.0,Cash Flow
Other Assets,,,,,,,-1434.0,-3915.0,-4838.0,-5030.0,Cash Flow
Payable/Accrued,,,,,,,44414.0,-1183.0,43326.0,42625.0,Cash Flow
Changes in Working Capital,,,,,,,-141511.0,-85083.0,-112416.0,-136963.0,Cash Flow
Total Cash from Operations,,,,,,,72135.0,-20930.0,38152.0,74927.0,Cash Flow
Capital Expenditures,,,,,,,-197985.0,-60288.0,-129463.0,-205337.0,Cash Flow
Acquisition of Business,,,,,,,-184473.0,0.0,0.0,-9693.0,Cash Flow
Sale of Fixed Assets,,,,,,,4149.0,,,,Cash Flow
Other Investing Cash Flow,,,,,,,1480.0,3156.0,3156.0,3156.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-178844.0,3156.0,3156.0,-6537.0,Cash Flow
Total Cash from Investing,,,,,,,-376829.0,-57132.0,-126307.0,-211874.0,Cash Flow
Financing Cash Flow Items,,,,,,,-3987.0,-1469.0,-2612.0,-2650.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-28083.0,-7513.0,-14985.0,-22458.0,Cash Flow
"Common Stock, Net",,,,,,,-16969.0,-9935.0,-16976.0,-22257.0,Cash Flow
Options Exercised,,,,,,,1369.0,114.0,185.0,353.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-15600.0,-9821.0,-16791.0,-21904.0,Cash Flow
Long Term Debt Issued,,,,,,,200000.0,75000.0,75000.0,75000.0,Cash Flow
Long Term Debt Reduction,,,,,,,-37858.0,,-14286.0,-28571.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,165003.0,173636.0,162485.0,201570.0,Cash Flow
Total Cash From Financing,,,,,,,117333.0,154833.0,128097.0,154558.0,Cash Flow
Foreign Exchange Effects,,,,,,,-3391.0,84.0,-4543.0,-11111.0,Cash Flow
Net Change in Cash,,,,,,,-190752.0,76855.0,35399.0,6500.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,349938.0,159186.0,159186.0,159186.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,159186.0,236041.0,194585.0,165686.0,Cash Flow
"Depreciation, Supplemental",,,,,,,90876.0,22915.0,46252.0,69958.0,Cash Flow
Free Cash Flow,,,,,,,-125850.0,-81218.0,-91311.0,-130410.0,
FCF Growth,,,,,,,,-0.35464441795788637,0.12427048191287637,0.42819594572395436,
