,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,14.03,19.73,15.2,20.13,18.32,23.43,,,,,
low,12.9,10.26,10.59,10.67,14.72,15.76,,,,,
change,0.0253,-0.2122,0.3473,0.1916,-0.0040999999999999995,0.2371,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,57.0,67.0,68.0,71.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,99.0,127.0,138.0,125.0,Balance Sheet
Other Receivables,,,,,,,7.0,4.0,4.0,4.0,Balance Sheet
"Total Receivables, Net",,,,,,,106.0,131.0,142.0,129.0,Balance Sheet
Prepaid Expenses,,,,,,,24.0,22.0,27.0,25.0,Balance Sheet
Total Current Assets,,,,,,,187.0,220.0,238.0,225.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,956.0,956.0,992.0,1046.0,Balance Sheet
Accumulated Depreciation,,,,,,,-274.0,-292.0,-311.0,-335.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,682.0,664.0,682.0,712.0,Balance Sheet
Other Long Term Assets,,,,,,,1.0,2.0,1.0,1.0,Balance Sheet
Total Assets,,,,,,,871.0,885.0,921.0,939.0,Balance Sheet
Accounts Payable,,,,,,,20.0,29.0,48.0,43.0,Balance Sheet
Accrued Expenses,,,,,,,31.0,38.0,37.0,37.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,42.0,43.0,46.0,46.0,Balance Sheet
Total Current Liabilities,,,,,,,94.0,109.0,131.0,125.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,,125.0,127.0,130.0,131.0,Balance Sheet
"Other Liabilities, Total",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Liabilities,,,,,,,219.0,237.0,261.0,256.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,86.0,60.0,45.0,46.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,565.0,588.0,614.0,635.0,Balance Sheet
Total Equity,,,,,,,652.0,649.0,660.0,682.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,871.0,885.0,921.0,939.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,83.0,82.0,81.0,81.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,266876.0,287281.0,329565.0,324448.0,Income Statement
"Cost of Revenue, Total",,,,,,,179604.0,191027.0,225277.0,221475.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,26769.0,29922.0,31697.0,31687.0,Income Statement
Depreciation/Amortization,,,,,,,25964.0,26143.0,26865.0,28381.0,Income Statement
Unusual Expense (Income),,,,,,,-4436.0,-4540.0,-4812.0,-1070.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,-4436.0,-4540.0,-4812.0,-1070.0,Income Statement
Other Operating Expense,,,,,,,8298.0,8871.0,9601.0,10209.0,Income Statement
"Other Operat Expse, Total",,,,,,,8298.0,8871.0,9601.0,10209.0,Income Statement
Total Operating Expense,,,,,,,236199.0,251423.0,288628.0,290682.0,Income Statement
Total Operating Income,,,,,,,30677.0,35858.0,40937.0,33766.0,Income Statement
"Other, Net",,,,,,,16.0,7.0,36.0,264.0,Income Statement
Income Before Tax,,,,,,,30693.0,35865.0,40973.0,34030.0,Income Statement
Income Tax - Total,,,,,,,5963.0,8332.0,9312.0,8384.0,Income Statement
Income After Tax,,,,,,,24730.0,27533.0,31661.0,25646.0,Income Statement
Net Inc Before Extra Items,,,,,,,24730.0,27533.0,31661.0,25646.0,Income Statement
Total Net Income,,,,,,,24730.0,27533.0,31661.0,25646.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,24730.0,27533.0,31661.0,25646.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,24730.0,27533.0,31661.0,25646.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,82983.0,82938.0,81689.0,81061.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.3,0.33,0.39,0.32,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.3,0.33,0.39,0.32,Income Statement
Diluted Weighted Average Shares,,,,,,,83492.0,83246.0,82015.0,81347.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.3,0.33,0.39,0.32,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.3,0.33,0.39,0.32,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.04,0.06,0.06,0.06,Income Statement
Gross Divid - Common Stock,,,,,,,48109.0,4975.0,4868.0,4866.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,25964.0,26143.0,26865.0,28381.0,Income Statement
Total Special Items,,,,,,,-4436.0,-4540.0,-4812.0,-1070.0,Income Statement
Normalzd Income Before Tax,,,,,,,26257.0,31325.0,36161.0,32960.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,-862.0,-1055.0,-1094.0,-264.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,5101.0,7277.0,8218.0,8120.0,Income Statement
Normalized Income After Tax,,,,,,,21156.0,24048.0,27943.0,24840.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,21156.0,24048.0,27943.0,24840.0,Income Statement
Basic Normalized EPS,,,,,,,0.25,0.29,0.34,0.31,Income Statement
Diluted Normalized EPS,,,,,,,0.25,0.29,0.34,0.31,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,85428.0,27533.0,59194.0,84840.0,Cash Flow
Depreciation/Depletion,,,,,,,102562.0,26143.0,53008.0,81389.0,Cash Flow
Deferred Taxes,,,,,,,4065.0,1755.0,4809.0,5431.0,Cash Flow
Unusual Items,,,,,,,-16295.0,-4540.0,-9352.0,-10422.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,,8951.0,1931.0,4734.0,7089.0,Cash Flow
Non-Cash Items,,,,,,,-7344.0,-2609.0,-4618.0,-3333.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,21719.0,872.0,9045.0,16413.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,0.0,,,52.0,Cash Flow
Accounts Receivable,,,,,,,-16745.0,-26256.0,-37619.0,-24657.0,Cash Flow
Prepaid Expenses,,,,,,,-5749.0,886.0,-5040.0,-3901.0,Cash Flow
Accounts Payable,,,,,,,-823.0,5572.0,19927.0,14364.0,Cash Flow
Accrued Expenses,,,,,,,7391.0,6338.0,5334.0,5438.0,Cash Flow
Changes in Working Capital,,,,,,,-13507.0,-12882.0,-13723.0,-5106.0,Cash Flow
Total Cash from Operations,,,,,,,171204.0,39940.0,98670.0,163221.0,Cash Flow
Capital Expenditures,,,,,,,-199294.0,-11918.0,-58820.0,-120905.0,Cash Flow
Sale of Fixed Assets,,,,,,,75597.0,12365.0,23854.0,28527.0,Cash Flow
Other Investing Cash Flow,,,,,,,-37.0,-38.0,-38.0,-38.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,75560.0,12327.0,23816.0,28489.0,Cash Flow
Total Cash from Investing,,,,,,,-123734.0,409.0,-35004.0,-92416.0,Cash Flow
Financing Cash Flow Items,,,,,,,-2743.0,-1610.0,-1610.0,-1610.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-54735.0,-4975.0,-9843.0,-14709.0,Cash Flow
"Common Stock, Net",,,,,,,0.0,-25000.0,-41753.0,-41753.0,Cash Flow
Options Exercised,,,,,,,876.0,768.0,919.0,1764.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,876.0,-24232.0,-40834.0,-39989.0,Cash Flow
Total Cash From Financing,,,,,,,-56602.0,-30817.0,-52287.0,-56308.0,Cash Flow
Net Change in Cash,,,,,,,-9132.0,9532.0,11379.0,14497.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,66127.0,56995.0,56995.0,56995.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,56995.0,66527.0,68374.0,71492.0,Cash Flow
"Depreciation, Supplemental",,,,,,,102562.0,26143.0,53008.0,81389.0,Cash Flow
Free Cash Flow,,,,,,,-28090.0,28022.0,39850.0,42316.0,
FCF Growth,,,,,,,,-1.9975792096831613,0.42209692384554987,0.061882057716436734,
