,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,57.5,62.71,64.37,66.78,79.75,81.54,,,,,
low,54.38,41.96,43.54,29.36,48.69,43.54,,,,,
change,0.0197,-0.2053,0.32909999999999995,-0.1195,0.5129,-0.3042,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,1228.0,1704.0,1745.0,2361.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,757.0,766.0,824.0,851.0,Balance Sheet
"Goodwill, Net",,,,,,,1588.0,1598.0,1802.0,1811.0,Balance Sheet
Intangibles - Gross,,,,,,,325.0,328.0,351.0,345.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-107.0,-120.0,-130.0,-140.0,Balance Sheet
Intangibles - Net,,,,,,,218.0,208.0,221.0,205.0,Balance Sheet
Long Term Investments,,,,,,,11161.0,10693.0,9991.0,9426.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,452.0,556.0,666.0,808.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,14.0,14.0,14.0,14.0,Balance Sheet
Other Assets,,,,,,,1033.0,988.0,999.0,1010.0,Balance Sheet
"Other Assets, Total",,,,,,,1033.0,988.0,999.0,1010.0,Balance Sheet
Total Assets,,,,,,,16451.0,16527.0,16262.0,16486.0,Balance Sheet
Accounts Payable,,,,,,,1262.0,1051.0,1015.0,1115.0,Balance Sheet
Accrued Expenses,,,,,,,274.0,266.0,284.0,278.0,Balance Sheet
Insurance Reserves,,,,,,,1284.0,1301.0,1308.0,1314.0,Balance Sheet
Reinsurance - Liability,,,,,,,5069.0,5773.0,6127.0,6728.0,Balance Sheet
Policy Liabilities,,,,,,,6353.0,7074.0,7435.0,8042.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,24.0,6.0,4.0,4.0,Balance Sheet
Long Term Debt,,,,,,,2183.0,2205.0,2075.0,1988.0,Balance Sheet
Capital Lease Obligations,,,,,,,3.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,2186.0,2205.0,2075.0,1988.0,Balance Sheet
Total Debt,,,,,,,2186.0,2205.0,2075.0,1988.0,Balance Sheet
Deferred Income Tax,,,,,,,345.0,345.0,314.0,314.0,Balance Sheet
Minority Interest,,,,,,,16.0,16.0,17.0,23.0,Balance Sheet
"Other Liabilities, Total",,,,,,,224.0,201.0,202.0,214.0,Balance Sheet
Total Liabilities,,,,,,,10684.0,11164.0,11346.0,11978.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2179.0,2103.0,1891.0,1834.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,3680.0,3721.0,3775.0,3722.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,29.0,-342.0,-609.0,,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-39.0,-38.0,-61.0,,Balance Sheet
Other Equity,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-82.0,-81.0,-80.0,,Balance Sheet
Other Comprehensive Income,,,,,,,,,,-1048.0,Balance Sheet
"Other Equity, Total",,,,,,,-121.0,-119.0,-141.0,-1048.0,Balance Sheet
Total Equity,,,,,,,5767.0,5363.0,4916.0,4508.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,16451.0,16527.0,16262.0,16486.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,110.0,109.0,105.0,104.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Net Premiums Earned,,,,,,,1982.0,1722.0,1834.0,1668.0,Income Statement
Other Insurance Revenue,,,,,,,325.0,309.0,308.0,282.0,Income Statement
Total Premiums Earned,,,,,,,2306.0,2031.0,2142.0,1950.0,Income Statement
Net Investment Income,,,,,,,59.0,46.0,53.0,100.0,Income Statement
Realized Gains (Losses),,,,,,,7.0,-43.0,-133.0,-226.0,Income Statement
Total Revenue,,,,,,,2373.0,2034.0,2062.0,1824.0,Income Statement
"Losses,Benies& Adjmts,Total",,,,,,,143.0,122.0,127.0,131.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,642.0,602.0,618.0,570.0,Income Statement
Depreciation/Amortization,,,,,,,40.0,41.0,42.0,41.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,,Income Statement
"Other Operat Expse, Total",,,,,,,1195.0,1119.0,1115.0,1061.0,Income Statement
Total Operating Expense,,,,,,,2020.0,1884.0,1902.0,1803.0,Income Statement
Total Operating Income,,,,,,,353.0,150.0,160.0,21.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-20.0,-20.0,-19.0,-24.0,Income Statement
Income Before Tax,,,,,,,333.0,130.0,141.0,-3.0,Income Statement
Income Tax - Total,,,,,,,73.0,32.0,31.0,-6.0,Income Statement
Income After Tax,,,,,,,261.0,98.0,110.0,3.0,Income Statement
Minority Interest,,,,,,,-1.0,,-1.0,-1.0,Income Statement
Net Inc Before Extra Items,,,,,,,260.0,98.0,109.0,2.0,Income Statement
Total Net Income,,,,,,,260.0,98.0,109.0,2.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,260.0,98.0,109.0,2.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,260.0,98.0,109.0,2.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,111.0,110.0,108.0,105.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,2.34,0.89,1.01,0.02,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,2.34,0.89,1.01,0.02,Income Statement
Diluted Weighted Average Shares,,,,,,,112.0,111.0,108.0,106.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,2.33,0.88,1.01,0.02,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,2.33,0.88,1.01,0.02,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.51,0.51,0.51,0.52,Income Statement
Gross Divid - Common Stock,,,,,,,56.0,56.0,54.0,54.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,20.0,20.0,19.0,24.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,25.0,26.0,28.0,29.0,Income Statement
Total Special Items,,,,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,333.0,130.0,141.0,-3.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,73.0,32.0,31.0,-6.0,Income Statement
Normalized Income After Tax,,,,,,,261.0,98.0,110.0,3.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,260.0,98.0,109.0,2.0,Income Statement
Basic Normalized EPS,,,,,,,2.34,0.89,1.01,0.02,Income Statement
Diluted Normalized EPS,,,,,,,2.33,0.88,1.01,0.02,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,1249.0,98.0,208.0,211.0,Cash Flow
Depreciation/Depletion,,,,,,,158.0,41.0,83.0,124.0,Cash Flow
Unusual Items,,,,,,,0.0,,,,Cash Flow
Equity in Net Earnings/Loss,,,,,,,-7.0,-4.0,-7.0,-10.0,Cash Flow
Other Non-Cash Items,,,,,,,220.0,77.0,101.0,129.0,Cash Flow
Non-Cash Items,,,,,,,213.0,73.0,94.0,119.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,339.0,7.0,105.0,171.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,64.0,18.0,38.0,59.0,Cash Flow
Other Assets,,,,,,,53.0,25.0,-43.0,-114.0,Cash Flow
Payable/Accrued,,,,,,,115.0,-246.0,-324.0,-274.0,Cash Flow
Changes in Working Capital,,,,,,,-400.0,-172.0,-156.0,79.0,Cash Flow
Total Cash from Operations,,,,,,,1220.0,40.0,229.0,533.0,Cash Flow
Capital Expenditures,,,,,,,-161.0,-43.0,-118.0,-189.0,Cash Flow
Acquisition of Business,,,,,,,-187.0,-9.0,-203.0,-278.0,Cash Flow
Sale of Fixed Assets,,,,,,,18.0,0.0,0.0,7.0,Cash Flow
Sale/Maturity of Investment,,,,,,,3107.0,747.0,1318.0,2245.0,Cash Flow
"Investment, Net",,,,,,,-12.0,1.0,,-4.0,Cash Flow
Purchase of Investments,,,,,,,-6336.0,-764.0,-1242.0,-2126.0,Cash Flow
Other Investing Cash Flow,,,,,,,178.0,-39.0,52.0,90.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-3232.0,-64.0,-75.0,-66.0,Cash Flow
Total Cash from Investing,,,,,,,-3393.0,-107.0,-193.0,-255.0,Cash Flow
Financing Cash Flow Items,,,,,,,1794.0,691.0,1050.0,1656.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-213.0,-56.0,-110.0,-164.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-99.0,-108.0,-335.0,-407.0,Cash Flow
Long Term Debt Issued,,,,,,,25244.0,5369.0,9599.0,12859.0,Cash Flow
Long Term Debt Reduction,,,,,,,-24600.0,-5353.0,-9715.0,-13070.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,644.0,16.0,-116.0,-211.0,Cash Flow
Total Cash From Financing,,,,,,,2126.0,543.0,489.0,874.0,Cash Flow
Foreign Exchange Effects,,,,,,,0.0,0.0,-8.0,-19.0,Cash Flow
Net Change in Cash,,,,,,,-47.0,476.0,517.0,1133.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,1275.0,1228.0,1228.0,1228.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,1228.0,1704.0,1745.0,2361.0,Cash Flow
"Depreciation, Supplemental",,,,,,,158.0,41.0,83.0,124.0,Cash Flow
Free Cash Flow,,,,,,,1059.0,-3.0,111.0,344.0,
FCF Growth,,,,,,,,-1.0028328611898016,-38.0,2.099099099099099,
