,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,50.59,69.49,80.99,98.96,103.0,105.28,,,,,
low,45.18,44.87,59.64,47.98,77.62,70.16,,,,,
change,0.1085,0.3134,0.07980000000000001,0.23940000000000003,0.1779,-0.2218,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,241.0,174.0,640.0,438.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,411.0,411.0,410.0,395.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-6.0,-4.0,-4.0,-4.0,Balance Sheet
"Total Receivables, Net",,,,,,,406.0,407.0,406.0,391.0,Balance Sheet
Invent. - Finished Goods,,,,,,,379.0,435.0,478.0,479.0,Balance Sheet
Invent. - Work In Progress,,,,,,,40.0,41.0,44.0,52.0,Balance Sheet
Invent. - Raw Materials,,,,,,,116.0,122.0,142.0,145.0,Balance Sheet
Total Inventory,,,,,,,535.0,599.0,663.0,675.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,52.0,42.0,42.0,60.0,Balance Sheet
Total Current Assets,,,,,,,1233.0,1222.0,1751.0,1564.0,Balance Sheet
Buildings,,,,,,,291.0,292.0,292.0,292.0,Balance Sheet
Land/Improvements,,,,,,,28.0,28.0,28.0,28.0,Balance Sheet
Machinery/Equipment,,,,,,,937.0,946.0,950.0,963.0,Balance Sheet
Construction in Progress,,,,,,,104.0,110.0,125.0,176.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,252.0,247.0,257.0,261.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1612.0,1623.0,1651.0,1719.0,Balance Sheet
Accumulated Depreciation,,,,,,,-800.0,-816.0,-827.0,-836.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,812.0,808.0,824.0,883.0,Balance Sheet
"Goodwill, Net",,,,,,,2275.0,2274.0,2271.0,2271.0,Balance Sheet
Intangibles - Gross,,,,,,,4252.0,4252.0,4251.0,4249.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-758.0,-787.0,-816.0,-844.0,Balance Sheet
Intangibles - Net,,,,,,,3494.0,3465.0,3435.0,3404.0,Balance Sheet
Long Term Investments,,,,,,,9.0,11.0,12.0,12.0,Balance Sheet
Other Long Term Assets,,,,,,,173.0,163.0,152.0,154.0,Balance Sheet
Total Assets,,,,,,,7997.0,7941.0,8445.0,8288.0,Balance Sheet
Accounts Payable,,,,,,,664.0,655.0,667.0,656.0,Balance Sheet
Accrued Expenses,,,,,,,456.0,354.0,349.0,376.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,253.0,103.0,3.0,3.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,699.0,700.0,700.0,400.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,3.0,60.0,7.0,15.0,Balance Sheet
Total Current Liabilities,,,,,,,2075.0,1872.0,1727.0,1451.0,Balance Sheet
Total Long Term Debt,,,,,,,1611.0,1611.0,2104.0,2104.0,Balance Sheet
Total Debt,,,,,,,2563.0,2414.0,2807.0,2508.0,Balance Sheet
Deferred Income Tax,,,,,,,745.0,738.0,747.0,739.0,Balance Sheet
"Other Liabilities, Total",,,,,,,332.0,318.0,313.0,306.0,Balance Sheet
Total Liabilities,,,,,,,4763.0,4538.0,4890.0,4600.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,293.0,293.0,293.0,293.0,Balance Sheet
Additional Paid-In Capital,,,,,,,310.0,334.0,350.0,356.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,5366.0,5507.0,5630.0,5753.0,Balance Sheet
Treasury Stock - Common,,,,,,,-2668.0,-2678.0,-2672.0,-2668.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-30.0,-32.0,-45.0,-58.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-1.0,1.0,1.0,1.0,Balance Sheet
Other Comprehensive Income,,,,,,,-37.0,-22.0,-4.0,11.0,Balance Sheet
"Other Equity, Total",,,,,,,-68.0,-53.0,-47.0,-46.0,Balance Sheet
Total Equity,,,,,,,3233.0,3403.0,3554.0,3688.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,7997.0,7941.0,8445.0,8288.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,243.0,243.0,243.0,243.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,50.0,50.0,50.0,50.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1369.0,1297.0,1325.0,1317.0,Income Statement
"Cost of Revenue, Total",,,,,,,788.0,745.0,780.0,768.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,366.0,247.0,257.0,267.0,Income Statement
Research & Development,,,,,,,28.0,25.0,27.0,29.0,Income Statement
Impair-Assets Held for Use,,,,,,,11.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,11.0,,,,Income Statement
Total Operating Expense,,,,,,,1192.0,1017.0,1064.0,1063.0,Income Statement
Total Operating Income,,,,,,,176.0,281.0,262.0,254.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-13.0,-17.0,-19.0,-24.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,2.0,2.0,4.0,5.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-1.0,0.0,0.0,-1.0,Income Statement
"Other, Net",,,,,,,-1.0,0.0,0.0,-1.0,Income Statement
Income Before Tax,,,,,,,164.0,266.0,247.0,235.0,Income Statement
Income Tax - Total,,,,,,,6.0,62.0,59.0,47.0,Income Statement
Income After Tax,,,,,,,158.0,204.0,187.0,187.0,Income Statement
Net Inc Before Extra Items,,,,,,,158.0,204.0,187.0,187.0,Income Statement
Total Net Income,,,,,,,158.0,204.0,187.0,187.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,158.0,204.0,187.0,187.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,158.0,204.0,187.0,187.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,244.0,243.0,243.0,243.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.65,0.84,0.77,0.77,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.65,0.84,0.77,0.77,Income Statement
Diluted Weighted Average Shares,,,,,,,249.0,247.0,246.0,246.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.64,0.83,0.76,0.76,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.64,0.83,0.76,0.76,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.25,0.26,0.26,0.26,Income Statement
Gross Divid - Common Stock,,,,,,,62.0,64.0,64.0,64.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,13.0,17.0,19.0,24.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,17.0,17.0,17.0,17.0,Income Statement
Total Special Items,,,,,,,11.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,175.0,266.0,247.0,235.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,6.0,62.0,59.0,47.0,Income Statement
Normalized Income After Tax,,,,,,,169.0,204.0,187.0,187.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,169.0,204.0,187.0,187.0,Income Statement
Basic Normalized EPS,,,,,,,0.69,0.84,0.77,0.77,Income Statement
Diluted Normalized EPS,,,,,,,0.68,0.83,0.76,0.76,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,828.0,204.0,392.0,579.0,Cash Flow
Depreciation/Depletion,,,,,,,68.0,17.0,33.0,50.0,Cash Flow
Amortization,,,,,,,151.0,37.0,74.0,111.0,Cash Flow
Deferred Taxes,,,,,,,20.0,-1.0,2.0,-13.0,Cash Flow
Unusual Items,,,,,,,15.0,,,,Cash Flow
Equity in Net Earnings/Loss,,,,,,,-9.0,-2.0,-6.0,-10.0,Cash Flow
Other Non-Cash Items,,,,,,,-61.0,2.0,18.0,28.0,Cash Flow
Non-Cash Items,,,,,,,-56.0,0.0,12.0,18.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,203.0,5.0,118.0,166.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,52.0,20.0,32.0,54.0,Cash Flow
Accounts Receivable,,,,,,,2.0,-2.0,-8.0,-2.0,Cash Flow
Inventories,,,,,,,-29.0,-64.0,-133.0,-153.0,Cash Flow
Other Assets,,,,,,,-6.0,3.0,10.0,5.0,Cash Flow
Payable/Accrued,,,,,,,48.0,-95.0,-62.0,-56.0,Cash Flow
Changes in Working Capital,,,,,,,-17.0,-104.0,-202.0,-210.0,Cash Flow
Total Cash from Operations,,,,,,,994.0,153.0,310.0,534.0,Cash Flow
Capital Expenditures,,,,,,,-119.0,-16.0,-39.0,-98.0,Cash Flow
Acquisition of Business,,,,,,,-556.0,,,,Cash Flow
Sale of Fixed Assets,,,,,,,0.0,,,,Cash Flow
Other Investing Cash Flow,,,,,,,-7.0,0.0,-1.0,-3.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-563.0,0.0,-1.0,-3.0,Cash Flow
Total Cash from Investing,,,,,,,-682.0,-16.0,-40.0,-101.0,Cash Flow
Financing Cash Flow Items,,,,,,,-4.0,,-8.0,-8.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-248.0,-64.0,-127.0,-191.0,Cash Flow
"Common Stock, Net",,,,,,,-500.0,,,0.0,Cash Flow
Options Exercised,,,,,,,99.0,11.0,17.0,22.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-401.0,11.0,17.0,22.0,Cash Flow
"Short Term Debt, Net",,,,,,,-99.0,-150.0,-250.0,-250.0,Cash Flow
Long Term Debt Issued,,,,,,,799.0,,500.0,500.0,Cash Flow
Long Term Debt Reduction,,,,,,,-300.0,,0.0,-300.0,Cash Flow
"Long Term Debt, Net",,,,,,,499.0,,500.0,200.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,401.0,-150.0,250.0,-50.0,Cash Flow
Total Cash From Financing,,,,,,,-252.0,-203.0,132.0,-226.0,Cash Flow
Foreign Exchange Effects,,,,,,,-2.0,-1.0,-4.0,-10.0,Cash Flow
Net Change in Cash,,,,,,,58.0,-66.0,399.0,197.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,183.0,241.0,241.0,241.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,241.0,174.0,640.0,438.0,Cash Flow
"Depreciation, Supplemental",,,,,,,68.0,17.0,33.0,50.0,Cash Flow
Free Cash Flow,,,,,,,875.0,137.0,271.0,436.0,
FCF Growth,,,,,,,,-0.8434285714285714,0.9781021897810218,0.6088560885608856,
