,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,17.68,31.62,45.15,48.11,134.5,126.7,,,,,
low,13.73,15.01,16.24,8.03,41.44,50.2,,,,,
change,0.19579999999999997,0.010700000000000001,1.7252,-0.0352,1.8287,-0.4879,,,,,
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,115.0,21.0,16.0,20.0,Balance Sheet
"Total Receivables, Net",,,,,,,8.0,10.0,9.0,11.0,Balance Sheet
Total Inventory,,,,,,,386.0,474.0,534.0,641.0,Balance Sheet
Prepaid Expenses,,,,,,,54.0,37.0,58.0,43.0,Balance Sheet
Total Current Assets,,,,,,,563.0,542.0,617.0,715.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,364.0,396.0,442.0,506.0,Balance Sheet
"Goodwill, Net",,,,,,,198.0,198.0,198.0,198.0,Balance Sheet
Intangibles - Gross,,,,,,,61.0,61.0,61.0,61.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Intangibles - Net,,,,,,,61.0,61.0,61.0,61.0,Balance Sheet
Other Long Term Assets,,,,,,,4.0,3.0,3.0,7.0,Balance Sheet
Total Assets,,,,,,,1188.0,1200.0,1321.0,1486.0,Balance Sheet
Accounts Payable,,,,,,,189.0,131.0,152.0,171.0,Balance Sheet
Accrued Expenses,,,,,,,198.0,176.0,164.0,163.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,29.0,75.0,147.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Current Liabilities,,,,,,,388.0,336.0,391.0,481.0,Balance Sheet
Long Term Debt,,,,,,,0.0,0.0,0.0,,Balance Sheet
Capital Lease Obligations,,,,,,,16.0,16.0,16.0,16.0,Balance Sheet
Total Long Term Debt,,,,,,,16.0,16.0,16.0,16.0,Balance Sheet
Total Debt,,,,,,,17.0,46.0,92.0,163.0,Balance Sheet
Deferred Income Tax,,,,,,,23.0,27.0,28.0,28.0,Balance Sheet
"Other Liabilities, Total",,,,,,,208.0,221.0,246.0,287.0,Balance Sheet
Total Liabilities,,,,,,,635.0,600.0,682.0,812.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,197.0,199.0,204.0,206.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,361.0,405.0,445.0,477.0,Balance Sheet
Treasury Stock - Common,,,,,,,-5.0,-5.0,-9.0,-9.0,Balance Sheet
Total Equity,,,,,,,553.0,600.0,640.0,674.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1188.0,1200.0,1321.0,1486.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,30.0,30.0,30.0,30.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Income Statement
Total Revenue,,,,,,,485904.0,383308.0,365856.0,351545.0,Income Statement
"Cost of Revenue, Total",,,,,,,294245.0,234472.0,228026.0,222449.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,97667.0,87347.0,81605.0,82746.0,Income Statement
Labor & Related Expense,,,,,,,1800.0,-900.0,3700.0,2100.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,99467.0,86447.0,85305.0,84846.0,Income Statement
Depreciation/Amortization,,,,,,,,,100.0,100.0,Income Statement
Total Operating Expense,,,,,,,393712.0,320919.0,313431.0,307395.0,Income Statement
Total Operating Income,,,,,,,92192.0,62389.0,52425.0,44150.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1667.0,-388.0,-725.0,-1362.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,43.0,-126.0,-273.0,,Income Statement
"Other, Net",,,,,,,43.0,-126.0,-273.0,,Income Statement
Income Before Tax,,,,,,,90568.0,61875.0,51427.0,42788.0,Income Statement
Income Tax - Total,,,,,,,21337.0,17162.0,12109.0,10734.0,Income Statement
Income After Tax,,,,,,,69231.0,44713.0,39318.0,32054.0,Income Statement
Net Inc Before Extra Items,,,,,,,69231.0,44713.0,39318.0,32054.0,Income Statement
Total Net Income,,,,,,,69231.0,44713.0,39318.0,32054.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,69231.0,44713.0,39318.0,32054.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,69231.0,44713.0,39318.0,32054.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,29637.0,29670.0,29747.0,29808.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,2.34,1.51,1.32,1.08,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,2.34,1.51,1.32,1.08,Income Statement
Diluted Weighted Average Shares,,,,,,,30443.0,30418.0,30386.0,30313.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,2.27,1.47,1.29,1.06,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,2.27,1.47,1.29,1.06,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1667.0,388.0,725.0,1362.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,6929.0,7480.0,8022.0,8770.0,Income Statement
Total Special Items,,,,,,,49.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,90617.0,61875.0,51427.0,42788.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,12.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,21349.0,17162.0,12109.0,10734.0,Income Statement
Normalized Income After Tax,,,,,,,69268.0,44713.0,39318.0,32054.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,69268.0,44713.0,39318.0,32054.0,Income Statement
Basic Normalized EPS,,,,,,,2.34,1.51,1.32,1.08,Income Statement
Diluted Normalized EPS,,,,,,,2.28,1.47,1.29,1.06,Income Statement
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Cash Flow
Net Income,,,,,,,147737.0,192450.0,39318.0,71372.0,Cash Flow
Depreciation/Depletion,,,,,,,19800.0,27280.0,8022.0,16792.0,Cash Flow
Amortization,,,,,,,54.0,72.0,16.0,32.0,Cash Flow
Deferred Taxes,,,,,,,689.0,4902.0,1575.0,1479.0,Cash Flow
Unusual Items,,,,,,,-108.0,-84.0,177.0,250.0,Cash Flow
Other Non-Cash Items,,,,,,,38342.0,50639.0,15864.0,30168.0,Cash Flow
Non-Cash Items,,,,,,,38234.0,50555.0,16041.0,30418.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,41694.0,41684.0,19226.0,45519.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,3497.0,3808.0,534.0,1642.0,Cash Flow
Accounts Receivable,,,,,,,5797.0,5222.0,600.0,-972.0,Cash Flow
Inventories,,,,,,,-109882.0,-198540.0,-60080.0,-166721.0,Cash Flow
Prepaid Expenses,,,,,,,-41596.0,-24577.0,-20630.0,-5857.0,Cash Flow
Other Assets,,,,,,,-608.0,-236.0,-173.0,-3329.0,Cash Flow
Accounts Payable,,,,,,,84411.0,25502.0,18024.0,36472.0,Cash Flow
Accrued Expenses,,,,,,,73490.0,45229.0,-21523.0,-27199.0,Cash Flow
Changes in Working Capital,,,,,,,-15958.0,-186395.0,-90740.0,-182230.0,Cash Flow
Total Cash from Operations,,,,,,,190556.0,88864.0,-25768.0,-62137.0,Cash Flow
Capital Expenditures,,,,,,,-39749.0,-60443.0,-20835.0,-52459.0,Cash Flow
Acquisition of Business,,,,,,,,0.0,,,Cash Flow
Other Investing Cash Flow,,,,,,,,0.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,,0.0,,,Cash Flow
Total Cash from Investing,,,,,,,-39749.0,-60443.0,-20835.0,-52459.0,Cash Flow
Financing Cash Flow Items,,,,,,,-2710.0,-2904.0,-4408.0,-4501.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,5554.0,5764.0,247.0,247.0,Cash Flow
"Short Term Debt, Net",,,,,,,,28549.0,46324.0,118281.0,Cash Flow
"Long Term Debt, Net",,,,,,,-112085.0,-112304.0,-220.0,-419.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-112085.0,-83755.0,46104.0,117862.0,Cash Flow
Total Cash From Financing,,,,,,,-109241.0,-80895.0,41943.0,113608.0,Cash Flow
Net Change in Cash,,,,,,,41566.0,-52474.0,-4660.0,-988.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,73148.0,73148.0,20674.0,20674.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,114714.0,20674.0,16014.0,19686.0,Cash Flow
"Depreciation, Supplemental",,,,,,,19800.0,27280.0,8022.0,16792.0,Cash Flow
Free Cash Flow,,,,,,,150807.0,28421.0,-46603.0,-114596.0,
FCF Growth,,,,,,,,-0.8115405783551162,-2.6397382217374474,1.4589833272536104,
