,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,24.65,37.68,27.49,23.94,27.95,40.76,,,,,
low,22.15,17.4,17.57,11.02,16.62,15.86,,,,,
change,0.0698,-0.23829999999999998,0.0676,0.086,-0.08310000000000001,0.9125,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,14.0,15.0,15.0,15.0,Balance Sheet
Short Term Investments,,,,,,,8.0,9.0,8.0,9.0,Balance Sheet
Cash and Short Term Invs,,,,,,,22.0,24.0,23.0,23.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,349.0,402.0,412.0,398.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-8.0,-9.0,-12.0,-13.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,341.0,393.0,400.0,384.0,Balance Sheet
Other Receivables,,,,,,,27.0,30.0,26.0,23.0,Balance Sheet
"Total Receivables, Net",,,,,,,369.0,423.0,426.0,407.0,Balance Sheet
Invent. - Finished Goods,,,,,,,11.0,,,,Balance Sheet
Invent. - Raw Materials,,,,,,,3.0,,,,Balance Sheet
Total Inventory,,,,,,,14.0,,,,Balance Sheet
Prepaid Expenses,,,,,,,16.0,31.0,34.0,29.0,Balance Sheet
Total Current Assets,,,,,,,421.0,478.0,483.0,459.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,679.0,679.0,700.0,736.0,Balance Sheet
Accumulated Depreciation,,,,,,,-334.0,-342.0,-356.0,-359.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,451.0,449.0,450.0,482.0,Balance Sheet
"Goodwill, Net",,,,,,,171.0,171.0,171.0,171.0,Balance Sheet
Intangibles - Gross,,,,,,,196.0,196.0,196.0,196.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-107.0,-111.0,-115.0,-118.0,Balance Sheet
Intangibles - Net,,,,,,,88.0,85.0,81.0,78.0,Balance Sheet
Other Long Term Assets,,,,,,,4.0,4.0,5.0,8.0,Balance Sheet
Total Assets,,,,,,,1137.0,1189.0,1191.0,1199.0,Balance Sheet
Accounts Payable,,,,,,,118.0,131.0,119.0,108.0,Balance Sheet
Accrued Expenses,,,,,,,68.0,82.0,72.0,70.0,Balance Sheet
