,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,18.25,17.82,14.16,29.2,63.29,69.99,,,,,
low,16.33,9.01,8.22,5.82,23.66,27.38,,,,,
change,-0.0931,-0.3832,0.36200000000000004,0.718,1.5244,-0.4214,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,269.0,323.0,314.0,316.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,45.0,52.0,84.0,78.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-14.0,-13.0,-19.0,-22.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,32.0,39.0,66.0,56.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Receivables,,,,,,,26.0,1.0,1.0,1.0,Balance Sheet
"Total Receivables, Net",,,,,,,58.0,40.0,67.0,57.0,Balance Sheet
Invent. - Finished Goods,,,,,,,20.0,22.0,9.0,13.0,Balance Sheet
Invent. - Work In Progress,,,,,,,63.0,67.0,81.0,79.0,Balance Sheet
Invent. - Raw Materials,,,,,,,46.0,54.0,68.0,73.0,Balance Sheet
Total Inventory,,,,,,,129.0,144.0,158.0,165.0,Balance Sheet
Prepaid Expenses,,,,,,,10.0,11.0,10.0,10.0,Balance Sheet
Restricted Cash - Current,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Current Assets,,,,,,,0.0,0.0,,,Balance Sheet
"Other Curr. Assets, Total",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Assets,,,,,,,467.0,518.0,550.0,548.0,Balance Sheet
Buildings,,,,,,,49.0,51.0,52.0,53.0,Balance Sheet
Land/Improvements,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Machinery/Equipment,,,,,,,316.0,327.0,362.0,376.0,Balance Sheet
Construction in Progress,,,,,,,45.0,88.0,130.0,145.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,25.0,28.0,26.0,27.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,440.0,499.0,576.0,606.0,Balance Sheet
Accumulated Depreciation,,,,,,,-221.0,-228.0,-233.0,-242.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,219.0,271.0,342.0,364.0,Balance Sheet
"Goodwill, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Intangibles - Gross,,,,,,,19.0,19.0,19.0,19.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-8.0,-9.0,-10.0,-11.0,Balance Sheet
Intangibles - Net,,,,,,,11.0,11.0,10.0,9.0,Balance Sheet
Long Term Investments,,,,,,,376.0,380.0,378.0,376.0,Balance Sheet
