,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,36.6,23.09,,,,,
low,15.25,8.77,,,,,
change,-0.0031,-0.4962,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,227.0,100.0,84.0,124.0,Balance Sheet
"Total Receivables, Net",,,33.0,34.0,30.0,38.0,Balance Sheet
Total Inventory,,,105.0,120.0,102.0,142.0,Balance Sheet
Total Current Assets,,,,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,988.0,1145.0,1286.0,1402.0,Balance Sheet
"Goodwill, Net",,,172.0,172.0,172.0,172.0,Balance Sheet
Intangibles - Net,,,9.0,8.0,7.0,6.0,Balance Sheet
Long Term Investments,,,16.0,14.0,14.0,11.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,4.0,5.0,5.0,6.0,Balance Sheet
Restricted Cash - LT,,,54.0,61.0,45.0,38.0,Balance Sheet
Other Assets,,,285.0,333.0,367.0,347.0,Balance Sheet
"Other Assets, Total",,,285.0,333.0,367.0,347.0,Balance Sheet
Total Assets,,,1894.0,1992.0,2113.0,2287.0,Balance Sheet
Accounts Payable,,,113.0,137.0,130.0,148.0,Balance Sheet
Accrued Expenses,,,159.0,154.0,152.0,158.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,178.0,206.0,191.0,171.0,Balance Sheet
Total Current Liabilities,,,,,,,Balance Sheet
Long Term Debt,,,763.0,772.0,877.0,976.0,Balance Sheet
Capital Lease Obligations,,,0.0,,,,Balance Sheet
Total Long Term Debt,,,763.0,772.0,877.0,976.0,Balance Sheet
Total Debt,,,763.0,772.0,877.0,976.0,Balance Sheet
Minority Interest,,,24.0,22.0,12.0,14.0,Balance Sheet
"Other Liabilities, Total",,,124.0,128.0,116.0,118.0,Balance Sheet
Total Liabilities,,,1362.0,1418.0,1478.0,1584.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,155.0,155.0,156.0,156.0,Balance Sheet
