,2020,2021,2022,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Report
high,19.61,18.06,13.87,,,,,
low,10.4,10.57,8.31,,,,,
change,0.4227,-0.2593,-0.087,,,,,
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,627.0,197.0,283.0,246.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,476.0,477.0,506.0,531.0,Balance Sheet
Prov. for Doubtful Accts,,,,-3.0,-3.0,-4.0,-4.0,Balance Sheet
"Trade Accts Recvble, Net",,,,473.0,474.0,502.0,527.0,Balance Sheet
Other Receivables,,,,47.0,48.0,41.0,50.0,Balance Sheet
"Total Receivables, Net",,,,520.0,522.0,543.0,577.0,Balance Sheet
Invent. - Finished Goods,,,,373.0,427.0,512.0,599.0,Balance Sheet
Invent. - Work In Progress,,,,106.0,102.0,114.0,130.0,Balance Sheet
Invent. - Raw Materials,,,,322.0,325.0,342.0,374.0,Balance Sheet
Total Inventory,,,,801.0,854.0,968.0,1103.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,0.0,162.0,134.0,131.0,Balance Sheet
Other Current Assets,,,,120.0,127.0,113.0,137.0,Balance Sheet
"Other Curr. Assets, Total",,,,120.0,289.0,247.0,268.0,Balance Sheet
Total Current Assets,,,,2068.0,1862.0,2041.0,2194.0,Balance Sheet
Buildings,,,,592.0,638.0,641.0,651.0,Balance Sheet
Land/Improvements,,,,85.0,72.0,72.0,72.0,Balance Sheet
Machinery/Equipment,,,,3310.0,3383.0,3395.0,3448.0,Balance Sheet
Construction in Progress,,,,164.0,170.0,193.0,167.0,Balance Sheet
Other Prop./Plant/Equip.,,,,254.0,278.0,272.0,271.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,4405.0,4541.0,4573.0,4609.0,Balance Sheet
Accumulated Depreciation,,,,-2458.0,-2477.0,-2530.0,-2579.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,1947.0,2064.0,2043.0,2030.0,Balance Sheet
"Goodwill, Net",,,,1760.0,1812.0,1812.0,1814.0,Balance Sheet
Intangibles - Gross,,,,1652.0,1742.0,1742.0,1740.0,Balance Sheet
Accum. Intangible Amort.,,,,-600.0,-615.0,-630.0,-644.0,Balance Sheet
Intangibles - Net,,,,1052.0,1127.0,1112.0,1096.0,Balance Sheet
Other Long Term Assets,,,,170.0,149.0,147.0,144.0,Balance Sheet
Total Assets,,,,7007.0,7021.0,7162.0,7285.0,Balance Sheet
Accounts Payable,,,,390.0,364.0,433.0,493.0,Balance Sheet
Accrued Expenses,,,,412.0,376.0,435.0,435.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,27.0,30.0,30.0,30.0,Balance Sheet
Income Taxes Payable,,,,10.0,8.0,11.0,9.0,Balance Sheet
Other Payables,,,,10.0,10.0,5.0,6.0,Balance Sheet
Discontinued Operations,,,,0.0,31.0,27.0,24.0,Balance Sheet
