,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,42.16,51.32,46.56,,,,,
low,26.35,33.68,15.12,,,,,
change,0.3982,0.2076,-0.6006,,,,,
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,251.0,66.0,26.0,160.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,78.0,64.0,173.0,103.0,Balance Sheet
Prov. for Doubtful Accts,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,,77.0,63.0,172.0,102.0,Balance Sheet
Invent. - Finished Goods,,,,116.0,191.0,187.0,201.0,Balance Sheet
Invent. - Work In Progress,,,,27.0,31.0,38.0,39.0,Balance Sheet
Invent. - Raw Materials,,,,46.0,67.0,74.0,83.0,Balance Sheet
Total Inventory,,,,189.0,289.0,299.0,322.0,Balance Sheet
Prepaid Expenses,,,,14.0,18.0,18.0,21.0,Balance Sheet
"Other Curr. Assets, Total",,,,1.0,1.0,6.0,3.0,Balance Sheet
Total Current Assets,,,,532.0,437.0,521.0,607.0,Balance Sheet
Buildings,,,,73.0,76.0,80.0,101.0,Balance Sheet
Land/Improvements,,,,3.0,3.0,3.0,3.0,Balance Sheet
Machinery/Equipment,,,,430.0,466.0,489.0,542.0,Balance Sheet
Construction in Progress,,,,130.0,149.0,174.0,138.0,Balance Sheet
Other Prop./Plant/Equip.,,,,6.0,82.0,82.0,88.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,642.0,776.0,828.0,873.0,Balance Sheet
Accumulated Depreciation,,,,-251.0,-265.0,-279.0,-295.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,391.0,511.0,549.0,577.0,Balance Sheet
"Goodwill, Gross",,,,984.0,1033.0,1028.0,1020.0,Balance Sheet
Accum. Goodwill Amort.,,,,-32.0,-40.0,-40.0,-32.0,Balance Sheet
"Goodwill, Net",,,,951.0,993.0,987.0,987.0,Balance Sheet
Intangibles - Gross,,,,671.0,714.0,709.0,709.0,Balance Sheet
Accum. Intangible Amort.,,,,-428.0,-441.0,-449.0,-462.0,Balance Sheet
Intangibles - Net,,,,243.0,273.0,260.0,248.0,Balance Sheet
Other Long Term Assets,,,,70.0,2.0,2.0,2.0,Balance Sheet
Total Assets,,,,2188.0,2215.0,2319.0,2421.0,Balance Sheet
Accounts Payable,,,,69.0,64.0,76.0,83.0,Balance Sheet
Accrued Expenses,,,,96.0,93.0,91.0,110.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,0.0,1.0,1.0,6.0,Balance Sheet
"Other Curr. Lblts, Total",,,,4.0,4.0,5.0,6.0,Balance Sheet
Total Current Liabilities,,,,170.0,163.0,174.0,205.0,Balance Sheet
Long Term Debt,,,,465.0,465.0,505.0,586.0,Balance Sheet
Capital Lease Obligations,,,,51.0,56.0,56.0,63.0,Balance Sheet
Total Long Term Debt,,,,515.0,521.0,561.0,649.0,Balance Sheet
Total Debt,,,,515.0,521.0,562.0,655.0,Balance Sheet
Deferred Income Tax,,,,46.0,51.0,62.0,68.0,Balance Sheet
"Other Liabilities, Total",,,,29.0,30.0,30.0,31.0,Balance Sheet
Total Liabilities,,,,761.0,764.0,826.0,953.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,1615.0,1623.0,1629.0,1626.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-188.0,-172.0,-136.0,-108.0,Balance Sheet
Treasury Stock - Common,,,,,,,-50.0,Balance Sheet
"Other Equity, Total",,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Equity,,,,1427.0,1451.0,1493.0,1468.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,2188.0,2215.0,2319.0,2421.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,155.0,155.0,155.0,152.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,155.0,155.0,155.0,152.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,3.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,,Balance Sheet
Date,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Income Statement
Total Revenue,,,,346120.0,259708.0,396255.0,394991.0,Income Statement
"Cost of Revenue, Total",,,,233876.0,171099.0,273795.0,268604.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,59079.0,61169.0,68522.0,76137.0,Income Statement
Research & Development,,,,1900.0,2000.0,2300.0,2600.0,Income Statement
Unusual Expense (Income),,,,401.0,,,,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,401.0,,,,Income Statement
Total Operating Expense,,,,295256.0,234268.0,344617.0,347341.0,Income Statement
Total Operating Income,,,,50864.0,25440.0,51638.0,47650.0,Income Statement
"Inter Expse, Non-Operating",,,,-4110.0,-5263.0,-5226.0,-12195.0,Income Statement
"Inter Capital, Non-Operat",,,,730.0,1115.0,1216.0,1577.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-3380.0,-4148.0,-4010.0,-10618.0,Income Statement
Income Before Tax,,,,47484.0,21292.0,47628.0,37032.0,Income Statement
Income Tax - Total,,,,8943.0,4585.0,11810.0,9556.0,Income Statement
Income After Tax,,,,38541.0,16707.0,35818.0,27476.0,Income Statement
Net Inc Before Extra Items,,,,38541.0,16707.0,35818.0,27476.0,Income Statement
