,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,21.0,32.22,32.74,58.87,81.36,25.05,,,,,
low,16.35,17.79,15.34,9.19,14.05,8.46,,,,,
change,0.1036,0.19899999999999998,-0.2401,1.821,-0.7281000000000001,-0.2472,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,242.0,131.0,155.0,129.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,343.0,394.0,388.0,396.0,Balance Sheet
Other Receivables,,,,,,,23.0,,,,Balance Sheet
"Total Receivables, Net",,,,,,,366.0,394.0,388.0,396.0,Balance Sheet
Total Inventory,,,,,,,12.0,18.0,14.0,15.0,Balance Sheet
Prepaid Expenses,,,,,,,19.0,30.0,21.0,21.0,Balance Sheet
Restricted Cash - Current,,,,,,,10.0,10.0,9.0,10.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,9.0,9.0,9.0,9.0,Balance Sheet
Other Current Assets,,,,,,,3.0,25.0,25.0,27.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,21.0,43.0,42.0,45.0,Balance Sheet
Total Current Assets,,,,,,,660.0,615.0,620.0,607.0,Balance Sheet
Buildings,,,,,,,79.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,229.0,,,,Balance Sheet
Construction in Progress,,,,,,,9.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,152.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,469.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-162.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,307.0,339.0,322.0,304.0,Balance Sheet
"Goodwill, Net",,,,,,,3.0,,,,Balance Sheet
Intangibles - Net,,,,,,,4.0,,,,Balance Sheet
Other Long Term Assets,,,,,,,34.0,42.0,40.0,39.0,Balance Sheet
Total Assets,,,,,,,1008.0,996.0,982.0,950.0,Balance Sheet
Payable/Accrued,,,,,,,337.0,316.0,312.0,309.0,Balance Sheet
Accrued Expenses,,,,,,,65.0,62.0,58.0,42.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,66.0,46.0,61.0,61.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1.0,1.0,1.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,469.0,425.0,431.0,411.0,Balance Sheet
Long Term Debt,,,,,,,6.0,4.0,,,Balance Sheet
Capital Lease Obligations,,,,,,,2.0,2.0,2.0,1.0,Balance Sheet
Total Long Term Debt,,,,,,,8.0,6.0,2.0,1.0,Balance Sheet
Total Debt,,,,,,,75.0,52.0,62.0,62.0,Balance Sheet
"Other Liabilities, Total",,,,,,,157.0,159.0,153.0,149.0,Balance Sheet
Total Liabilities,,,,,,,635.0,590.0,587.0,561.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,251.0,265.0,280.0,295.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,451.0,441.0,430.0,419.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-269.0,-285.0,-291.0,-292.0,Balance Sheet
