,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,106.63,121.42,84.57,,,,,
low,58.67,60.26,38.98,,,,,
change,0.0504,-0.3248,-0.3444,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,1258.0,999.0,829.0,441.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,222.0,,Balance Sheet
Prov. for Doubtful Accts,,,,,,-5.0,,Balance Sheet
"Trade Accts Recvble, Net",,,,201.0,269.0,222.0,210.0,Balance Sheet
Other Receivables,,,,49.0,59.0,33.0,,Balance Sheet
"Total Receivables, Net",,,,250.0,327.0,255.0,210.0,Balance Sheet
Prepaid Expenses,,,,71.0,81.0,110.0,173.0,Balance Sheet
Restricted Cash - Current,,,,24.0,22.0,17.0,18.0,Balance Sheet
Other Current Assets,,,,32.0,29.0,7.0,,Balance Sheet
"Other Curr. Assets, Total",,,,56.0,51.0,25.0,18.0,Balance Sheet
Total Current Assets,,,,1635.0,1458.0,1219.0,841.0,Balance Sheet
Buildings,,,,1225.0,1230.0,1230.0,1265.0,Balance Sheet
Land/Improvements,,,,149.0,146.0,140.0,134.0,Balance Sheet
Machinery/Equipment,,,,452.0,465.0,475.0,537.0,Balance Sheet
Construction in Progress,,,,1547.0,1787.0,2032.0,2287.0,Balance Sheet
Other Prop./Plant/Equip.,,,,509.0,502.0,486.0,458.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,3882.0,4130.0,4364.0,4681.0,Balance Sheet
Accumulated Depreciation,,,,-937.0,-961.0,-978.0,-996.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,2945.0,3170.0,3386.0,3685.0,Balance Sheet
"Goodwill, Net",,,,500.0,500.0,500.0,500.0,Balance Sheet
Intangibles - Gross,,,,367.0,367.0,365.0,,Balance Sheet
Accum. Intangible Amort.,,,,-121.0,-126.0,-137.0,,Balance Sheet
Intangibles - Net,,,,246.0,241.0,228.0,222.0,Balance Sheet
Long Term Investments,,,,46.0,45.0,44.0,,Balance Sheet
Note Rcvble - Long Term,,,,0.0,1.0,1.0,1.0,Balance Sheet
Other Long Term Assets,,,,150.0,166.0,145.0,178.0,Balance Sheet
Total Assets,,,,5523.0,5580.0,5522.0,5426.0,Balance Sheet
Accounts Payable,,,,44.0,40.0,32.0,42.0,Balance Sheet
Payable/Accrued,,,,,,,64.0,Balance Sheet
Accrued Expenses,,,,407.0,472.0,584.0,474.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,56.0,66.0,74.0,86.0,Balance Sheet
Customer Advances,,,,256.0,263.0,228.0,254.0,Balance Sheet
Income Taxes Payable,,,,0.0,0.0,,,Balance Sheet
Other Payables,,,,57.0,76.0,39.0,,Balance Sheet
Other Current Liabilities,,,,50.0,47.0,,,Balance Sheet
"Other Curr. Lblts, Total",,,,363.0,386.0,267.0,254.0,Balance Sheet
Total Current Liabilities,,,,870.0,965.0,956.0,920.0,Balance Sheet
Total Long Term Debt,,,,1607.0,1584.0,1669.0,1653.0,Balance Sheet
Total Debt,,,,1663.0,1650.0,1743.0,1739.0,Balance Sheet
Deferred Income Tax,,,,181.0,185.0,163.0,162.0,Balance Sheet
Minority Interest,,,,158.0,153.0,196.0,197.0,Balance Sheet
Pension Benefits - Underfunded,,,,70.0,69.0,,,Balance Sheet
Other LT Liabilities,,,,525.0,517.0,573.0,587.0,Balance Sheet
"Other Liabilities, Total",,,,595.0,587.0,573.0,587.0,Balance Sheet
Total Liabilities,,,,3411.0,3474.0,3559.0,3519.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,2317.0,2334.0,2302.0,2303.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-173.0,-191.0,-291.0,-335.0,Balance Sheet
Cum. Trans. Adjustment,,,,12.0,4.0,-8.0,-21.0,Balance Sheet
Min. Pension Lblty Adj.,,,,-45.0,-41.0,-40.0,-40.0,Balance Sheet
"Other Equity, Total",,,,-33.0,-37.0,-48.0,-61.0,Balance Sheet
Total Equity,,,,2112.0,2107.0,1963.0,1907.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,5523.0,5580.0,5522.0,5426.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,27.0,27.0,27.0,28.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,7.0,7.0,7.0,7.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,34.0,34.0,34.0,35.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
