,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,29.59,25.84,,,,,
low,18.52,15.68,,,,,
change,0.0403,-0.0025,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,165.0,101.0,83.0,259.0,Balance Sheet
"Trade Accts Recvble, Gross",,,52.0,38.0,169.0,74.0,Balance Sheet
Prov. for Doubtful Accts,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
"Total Receivables, Net",,,52.0,37.0,168.0,72.0,Balance Sheet
Prepaid Expenses,,,15.0,51.0,38.0,28.0,Balance Sheet
"Other Curr. Assets, Total",,,15.0,14.0,15.0,17.0,Balance Sheet
Total Current Assets,,,247.0,203.0,304.0,376.0,Balance Sheet
Buildings,,,4.0,7.0,7.0,7.0,Balance Sheet
Machinery/Equipment,,,7.0,9.0,11.0,13.0,Balance Sheet
Other Prop./Plant/Equip.,,,20.0,19.0,17.0,16.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,31.0,35.0,36.0,36.0,Balance Sheet
Accumulated Depreciation,,,-2.0,-7.0,-8.0,-9.0,Balance Sheet
Prop./Plant/Equip. - Net,,,29.0,28.0,28.0,27.0,Balance Sheet
"Goodwill, Net",,,1194.0,1194.0,1204.0,1204.0,Balance Sheet
Intangibles - Gross,,,853.0,853.0,866.0,866.0,Balance Sheet
Accum. Intangible Amort.,,,-223.0,-257.0,-291.0,-326.0,Balance Sheet
Intangibles - Net,,,630.0,596.0,575.0,541.0,Balance Sheet
Deferred Charges,,,22.0,21.0,20.0,20.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,6.0,8.0,9.0,9.0,Balance Sheet
Other Long Term Assets,,,6.0,6.0,6.0,6.0,Balance Sheet
Total Assets,,,2134.0,2056.0,2145.0,2183.0,Balance Sheet
Accounts Payable,,,18.0,12.0,16.0,20.0,Balance Sheet
Accrued Expenses,,,35.0,30.0,30.0,34.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,3.0,4.0,4.0,4.0,Balance Sheet
"Other Curr. Lblts, Total",,,241.0,175.0,270.0,308.0,Balance Sheet
Total Current Liabilities,,,297.0,221.0,320.0,365.0,Balance Sheet
Total Long Term Debt,,,491.0,489.0,488.0,487.0,Balance Sheet
Total Debt,,,493.0,494.0,493.0,492.0,Balance Sheet
Deferred Income Tax,,,30.0,28.0,27.0,23.0,Balance Sheet
"Other Liabilities, Total",,,42.0,38.0,36.0,33.0,Balance Sheet
Total Liabilities,,,859.0,777.0,871.0,908.0,Balance Sheet
Common Stock,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,1540.0,1550.0,1558.0,1569.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-267.0,-272.0,-285.0,-295.0,Balance Sheet
Total Equity,,,1274.0,1280.0,1274.0,1275.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,2134.0,2056.0,2145.0,2183.0,Balance Sheet
Ttl Comm. Shares Outs.,,,141.0,141.0,142.0,143.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,110593.0,113462.0,114577.0,122429.0,Income Statement
"Cost of Revenue, Total",,,41790.0,40948.0,42348.0,43898.0,Income Statement
Selling/Gen/Admin Expense,,,52234.0,32493.0,35059.0,33469.0,Income Statement
Labor & Related Expense,,,5420.0,6278.0,5911.0,6216.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,57654.0,38771.0,40970.0,39685.0,Income Statement
Research & Development,,,16580.0,16911.0,18167.0,18612.0,Income Statement
Depreciation/Amortization,,,,18049.0,18332.0,18375.0,Income Statement
Restructuring Charge,,,,2762.0,4865.0,8109.0,Income Statement
Impair-Assets Held for Use,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,22424.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,22424.0,2762.0,4865.0,8109.0,Income Statement
Total Operating Expense,,,138448.0,117441.0,124682.0,128679.0,Income Statement
Total Operating Income,,,-27855.0,-3979.0,-10105.0,-6250.0,Income Statement
"Inter Expse,Net Non-Operat",,,-6182.0,-4553.0,-4611.0,-7173.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,16.0,36.0,27.0,303.0,Income Statement
OtherNon-OperatInc (Expnse),,,-330.0,598.0,60.0,9.0,Income Statement
"Other, Net",,,-330.0,598.0,60.0,9.0,Income Statement
Income Before Tax,,,-34351.0,-7898.0,-14629.0,-13111.0,Income Statement
Income Tax - Total,,,-13697.0,-2353.0,-1710.0,-3056.0,Income Statement
