,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,22.08,23.28,26.07,42.84,86.2,86.48,,,,,
low,19.15,10.15,10.56,9.0,37.46,48.91,,,,,
change,0.1106,-0.5041,1.3837000000000002,0.5948,1.0778,-0.2979,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,43.0,282.0,166.0,85.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1748.0,2338.0,2456.0,1979.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-40.0,-47.0,-48.0,-54.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1916.0,2531.0,2679.0,2165.0,Balance Sheet
Other Receivables,,,,,,,255.0,223.0,228.0,269.0,Balance Sheet
"Total Receivables, Net",,,,,,,2171.0,2754.0,2907.0,2434.0,Balance Sheet
Total Inventory,,,,,,,1626.0,2188.0,2065.0,1759.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,128.0,156.0,139.0,142.0,Balance Sheet
Total Current Assets,,,,,,,3968.0,5380.0,5277.0,4420.0,Balance Sheet
Buildings,,,,,,,566.0,,,,Balance Sheet
Land/Improvements,,,,,,,329.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,938.0,,,,Balance Sheet
Construction in Progress,,,,,,,81.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,602.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,2515.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-672.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1843.0,1833.0,1904.0,1992.0,Balance Sheet
"Goodwill, Net",,,,,,,3270.0,3270.0,3336.0,3453.0,Balance Sheet
Intangibles - Gross,,,,,,,2098.0,,2164.0,2344.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-494.0,,-630.0,-707.0,Balance Sheet
Intangibles - Net,,,,,,,1603.0,1538.0,1534.0,1637.0,Balance Sheet
Other Long Term Assets,,,,,,,29.0,30.0,34.0,35.0,Balance Sheet
Total Assets,,,,,,,10714.0,12051.0,12086.0,11538.0,Balance Sheet
Accounts Payable,,,,,,,1093.0,1563.0,1265.0,1088.0,Balance Sheet
Accrued Expenses,,,,,,,813.0,713.0,956.0,952.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,4.0,3.0,3.0,4.0,Balance Sheet
Customer Advances,,,,,,,216.0,249.0,259.0,250.0,Balance Sheet
Income Taxes Payable,,,,,,,2.0,154.0,46.0,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,218.0,404.0,305.0,250.0,Balance Sheet
Total Current Liabilities,,,,,,,2129.0,2683.0,2529.0,2294.0,Balance Sheet
Long Term Debt,,,,,,,2924.0,3392.0,3552.0,3169.0,Balance Sheet
Capital Lease Obligations,,,,,,,2.0,,,,Balance Sheet
Total Long Term Debt,,,,,,,2926.0,3392.0,3552.0,3169.0,Balance Sheet
Total Debt,,,,,,,2930.0,3395.0,3555.0,3173.0,Balance Sheet
Deferred Income Tax,,,,,,,362.0,355.0,339.0,305.0,Balance Sheet
"Other Liabilities, Total",,,,,,,495.0,486.0,529.0,545.0,Balance Sheet
Total Liabilities,,,,,,,5912.0,6915.0,6950.0,6313.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,2.0,2.0,2.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4261.0,4241.0,4244.0,4253.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,540.0,894.0,890.0,970.0,Balance Sheet
