,2017,2018,2019,2020,2021,2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Report
high,191.49,215.43,239.31,292.95,420.61,417.84,,,,,
low,175.68,158.09,168.21,140.63,246.59,264.51,,,,,
change,0.0734,-0.09670000000000001,0.2868,0.21239999999999998,0.5601,-0.2165,,,,,
Date,,,,,,,2022-01-30 00:00:00,2022-05-01 00:00:00,2022-07-31 00:00:00,2022-10-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,2343.0,2844.0,1259.0,2462.0,Balance Sheet
"Total Receivables, Net",,,,,,,3426.0,3936.0,3725.0,3732.0,Balance Sheet
Total Inventory,,,,,,,22068.0,25297.0,26088.0,25719.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1218.0,1790.0,1869.0,1768.0,Balance Sheet
Total Current Assets,,,,,,,29055.0,33867.0,32941.0,33681.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,51329.0,51766.0,51347.0,52740.0,Balance Sheet
Accumulated Depreciation,,,,,,,-26130.0,-26600.0,-26100.0,-27500.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,31167.0,31146.0,31379.0,31763.0,Balance Sheet
"Goodwill, Net",,,,,,,7449.0,7450.0,7451.0,7434.0,Balance Sheet
Other Long Term Assets,,,,,,,4205.0,4104.0,4054.0,3988.0,Balance Sheet
Total Assets,,,,,,,71876.0,76567.0,75825.0,76866.0,Balance Sheet
Accounts Payable,,,,,,,13462.0,15367.0,14348.0,12402.0,Balance Sheet
Accrued Expenses,,,,,,,7995.0,8882.0,8190.0,7481.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,1035.0,0.0,539.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2447.0,2463.0,1218.0,1224.0,Balance Sheet
Customer Advances,,,,,,,3596.0,3675.0,3539.0,3173.0,Balance Sheet
Income Taxes Payable,,,,,,,158.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,3754.0,3675.0,3539.0,3173.0,Balance Sheet
Total Current Liabilities,,,,,,,28693.0,30387.0,27834.0,24280.0,Balance Sheet
Long Term Debt,,,,,,,33566.0,36046.0,36189.0,38702.0,Balance Sheet
Capital Lease Obligations,,,,,,,3038.0,3112.0,3082.0,3038.0,Balance Sheet
Total Long Term Debt,,,,,,,36604.0,39158.0,39271.0,41740.0,Balance Sheet
Total Debt,,,,,,,40086.0,41621.0,41028.0,42964.0,Balance Sheet
Deferred Income Tax,,,,,,,909.0,,,,Balance Sheet
"Other Liabilities, Total",,,,,,,7366.0,8731.0,8483.0,9548.0,Balance Sheet
Total Liabilities,,,,,,,73572.0,78276.0,75588.0,75568.0,Balance Sheet
Common Stock,,,,,,,90.0,90.0,90.0,90.0,Balance Sheet
Additional Paid-In Capital,,,,,,,12132.0,12079.0,12309.0,12385.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,67580.0,69849.0,73074.0,75467.0,Balance Sheet
Treasury Stock - Common,,,,,,,-80794.0,-83044.0,-84564.0,-85788.0,Balance Sheet
"Other Equity, Total",,,,,,,-704.0,-683.0,-672.0,-856.0,Balance Sheet
Total Equity,,,,,,,-1696.0,-1709.0,237.0,1298.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,71876.0,76567.0,75825.0,76866.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,1035.0,1029.0,1024.0,1020.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,757.0,764.0,769.0,773.0,Balance Sheet
Date,,,,,,,2022-01-30 00:00:00,2022-05-01 00:00:00,2022-07-31 00:00:00,2022-10-30 00:00:00,Income Statement
Total Revenue,,,,,,,35719.0,38908.0,43792.0,38872.0,Income Statement
"Cost of Revenue, Total",,,,,,,23857.0,25763.0,29309.0,25648.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,6306.0,6610.0,6657.0,6468.0,Income Statement
Depreciation/Amortization,,,,,,,606.0,606.0,616.0,608.0,Income Statement
Unusual Expense (Income),,,,,,,125.0,,,,Income Statement
Total Operating Expense,,,,,,,30894.0,32979.0,36582.0,32724.0,Income Statement
Total Operating Income,,,,,,,4825.0,5929.0,7210.0,6148.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-341.0,-372.0,-381.0,-413.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,18.0,3.0,2.0,7.0,Income Statement
Income Before Tax,,,,,,,4502.0,5560.0,6831.0,5742.0,Income Statement
Income Tax - Total,,,,,,,1150.0,1329.0,1658.0,1403.0,Income Statement
Income After Tax,,,,,,,3352.0,4231.0,5173.0,4339.0,Income Statement
Net Inc Before Extra Items,,,,,,,3352.0,4231.0,5173.0,4339.0,Income Statement
Total Net Income,,,,,,,3352.0,4231.0,5173.0,4339.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,3352.0,4231.0,5173.0,4339.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,3352.0,4231.0,5173.0,4339.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,1039.0,1030.0,1023.0,1020.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,3.23,4.11,5.06,4.25,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,3.23,4.11,5.06,4.25,Income Statement
Diluted Weighted Average Shares,,,,,,,1043.0,1034.0,1025.0,1023.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,3.21,4.09,5.05,4.24,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,3.21,4.09,5.05,4.24,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,1.65,1.9,0.0,1.9,Income Statement
Gross Divid - Common Stock,,,,,,,1721.0,1962.0,1948.0,1946.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,341.0,372.0,381.0,413.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,734.0,727.0,746.0,608.0,Income Statement
Total Special Items,,,,,,,125.0,,,,Income Statement
Normalzd Income Before Tax,,,,,,,4627.0,5560.0,6831.0,5742.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,32.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,1182.0,1329.0,1658.0,1403.0,Income Statement
Normalized Income After Tax,,,,,,,3445.0,4231.0,5173.0,4339.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,3445.0,4231.0,5173.0,4339.0,Income Statement
Basic Normalized EPS,,,,,,,3.32,4.11,5.06,4.25,Income Statement
Diluted Normalized EPS,,,,,,,3.3,4.09,5.05,4.24,Income Statement
Date,,,,,,,2022-01-30 00:00:00,2022-05-01 00:00:00,2022-07-31 00:00:00,2022-10-30 00:00:00,Cash Flow
Net Income,,,,,,,16433.0,4231.0,9404.0,13743.0,Cash Flow
Depreciation/Depletion,,,,,,,2862.0,727.0,1473.0,2216.0,Cash Flow
Deferred Taxes,,,,,,,-276.0,-44.0,-95.0,129.0,Cash Flow
Non-Cash Items,,,,,,,399.0,115.0,196.0,286.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,5504.0,213.0,3105.0,4173.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,1269.0,415.0,665.0,1160.0,Cash Flow
Accounts Receivable,,,,,,,-435.0,-489.0,-295.0,-312.0,Cash Flow
Inventories,,,,,,,-5403.0,-3226.0,-4009.0,-3748.0,Cash Flow
Other Assets,,,,,,,-330.0,-589.0,-668.0,-568.0,Cash Flow
Payable/Accrued,,,,,,,2401.0,1744.0,1079.0,-1568.0,Cash Flow
Changes in Working Capital,,,,,,,-2847.0,-1240.0,-3796.0,-6353.0,Cash Flow
Total Cash from Operations,,,,,,,16571.0,3789.0,7182.0,10021.0,Cash Flow
Capital Expenditures,,,,,,,-2566.0,-704.0,-1447.0,-2216.0,Cash Flow
Acquisition of Business,,,,,,,-421.0,,0.0,0.0,Cash Flow
Other Investing Cash Flow,,,,,,,18.0,3.0,-14.0,-29.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-403.0,3.0,-14.0,-29.0,Cash Flow
Total Cash from Investing,,,,,,,-2969.0,-701.0,-1461.0,-2245.0,Cash Flow
Financing Cash Flow Items,,,,,,,-145.0,-182.0,-163.0,-185.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-6985.0,-1962.0,-3910.0,-5856.0,Cash Flow
Sale/Issuance of Common,,,,,,,337.0,5.0,142.0,146.0,Cash Flow
Repurch/Retirement Common,,,,,,,-14809.0,-2308.0,-3962.0,-5136.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-14472.0,-2303.0,-3820.0,-4990.0,Cash Flow
"Short Term Debt, Net",,,,,,,1035.0,-1035.0,-496.0,-1035.0,Cash Flow
Long Term Debt Issued,,,,,,,2979.0,3957.0,3957.0,6942.0,Cash Flow
Long Term Debt Reduction,,,,,,,-1532.0,-1054.0,-2366.0,-2423.0,Cash Flow
"Long Term Debt, Net",,,,,,,1447.0,2903.0,1591.0,4519.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,2482.0,1868.0,1095.0,3484.0,Cash Flow
Total Cash From Financing,,,,,,,-19120.0,-2579.0,-6798.0,-7547.0,Cash Flow
Foreign Exchange Effects,,,,,,,-34.0,-8.0,-7.0,-110.0,Cash Flow
Net Change in Cash,,,,,,,-5552.0,501.0,-1084.0,119.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,7895.0,2343.0,2343.0,2343.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,2343.0,2844.0,1259.0,2462.0,Cash Flow
"Depreciation, Supplemental",,,,,,,2862.0,727.0,1473.0,2216.0,Cash Flow
Free Cash Flow,,,,,,,14005.0,3085.0,5735.0,7805.0,
FCF Growth,,,,,,,,-0.779721528025705,0.8589951377633711,0.36094158674803833,
