,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,20.35,31.15,19.29,25.9,44.4,21.12,,,,,
low,11.05,12.27,7.15,4.05,17.4,7.6,,,,,
change,0.5333,-0.26940000000000003,0.20170000000000002,0.2651,-0.0793,-0.4341,,,,,
Date,,,,,,,2021-10-29 00:00:00,2022-01-28 00:00:00,2022-04-29 00:00:00,2022-07-29 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,38.0,34.0,22.0,24.0,Balance Sheet
"Total Receivables, Net",,,,,,,44.0,50.0,52.0,41.0,Balance Sheet
Total Inventory,,,,,,,480.0,384.0,437.0,569.0,Balance Sheet
Prepaid Expenses,,,,,,,41.0,37.0,39.0,39.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Total Current Assets,,,,,,,605.0,507.0,552.0,675.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,166.0,161.0,161.0,157.0,Balance Sheet
"Goodwill, Net",,,,,,,107.0,107.0,107.0,107.0,Balance Sheet
Intangibles - Net,,,,,,,257.0,257.0,257.0,257.0,Balance Sheet
Other Long Term Assets,,,,,,,5.0,5.0,5.0,4.0,Balance Sheet
Total Assets,,,,,,,1140.0,1037.0,1082.0,1199.0,Balance Sheet
Accounts Payable,,,,,,,185.0,146.0,131.0,236.0,Balance Sheet
Accrued Expenses,,,,,,,6.0,6.0,25.0,32.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,14.0,14.0,14.0,14.0,Balance Sheet
Customer Advances,,,,,,,,,6.0,10.0,Balance Sheet
Income Taxes Payable,,,,,,,,,10.0,8.0,Balance Sheet
Deferred Income Tax,,,,,,,47.0,46.0,46.0,46.0,Balance Sheet
Other Current Liabilities,,,,,,,143.0,146.0,24.0,27.0,Balance Sheet
