,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,230.89,322.49,368.83,304.65,417.85,451.48,,,,,
low,201.0,191.7,222.0,124.05,276.0,330.8,,,,,
change,0.021400000000000002,0.0909,0.054900000000000004,0.1291,0.43590000000000007,0.1052,,,,,
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,605.0,432.0,654.0,434.0,Balance Sheet
"Total Receivables, Net",,,,,,,169.0,234.0,193.0,181.0,Balance Sheet
Total Inventory,,,,,,,1916.0,1499.0,1571.0,1666.0,Balance Sheet
Prepaid Expenses,,,,,,,143.0,117.0,114.0,162.0,Balance Sheet
Total Current Assets,,,,,,,2834.0,2281.0,2532.0,2443.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2373.0,2397.0,2398.0,2421.0,Balance Sheet
"Goodwill, Net",,,,,,,11.0,11.0,11.0,11.0,Balance Sheet
Intangibles - Net,,,,,,,2.0,2.0,1.0,1.0,Balance Sheet
Other Long Term Assets,,,,,,,32.0,36.0,34.0,36.0,Balance Sheet
Total Assets,,,,,,,5288.0,4764.0,5012.0,4946.0,Balance Sheet
Accounts Payable,,,,,,,747.0,553.0,586.0,587.0,Balance Sheet
Accrued Expenses,,,,,,,604.0,639.0,581.0,599.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,0.0,,,Balance Sheet
Customer Advances,,,,,,,273.0,354.0,325.0,317.0,Balance Sheet
Income Taxes Payable,,,,,,,0.0,13.0,108.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,273.0,366.0,433.0,317.0,Balance Sheet
Total Current Liabilities,,,,,,,1624.0,1558.0,1600.0,1502.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,,67.0,40.0,41.0,40.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1610.0,1631.0,1626.0,1635.0,Balance Sheet
Total Liabilities,,,,,,,3301.0,3229.0,3266.0,3177.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,916.0,935.0,952.0,982.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1124.0,653.0,852.0,846.0,Balance Sheet
Treasury Stock - Common,,,,,,,-53.0,-53.0,-59.0,-60.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,0.0,,,Balance Sheet
Total Equity,,,,,,,1987.0,1535.0,1746.0,1769.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,5288.0,4764.0,5012.0,4946.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,54.0,52.0,52.0,51.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Income Statement
Total Revenue,,,,,,,1996.0,2729.0,2346.0,2297.0,Income Statement
"Cost of Revenue, Total",,,,,,,1206.0,1702.0,1405.0,1369.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,505.0,652.0,503.0,537.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,0.0,,,Income Statement
Total Operating Expense,,,,,,,1712.0,2354.0,1908.0,1906.0,Income Statement
Total Operating Income,,,,,,,284.0,376.0,438.0,391.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,0.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,,,,284.0,375.0,437.0,392.0,Income Statement
Income Tax - Total,,,,,,,69.0,86.0,106.0,96.0,Income Statement
