,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,93.56,100.76,115.19,121.08,105.3,122.96,,,,,
low,84.52,76.46,89.19,77.92,84.59,97.71,,,,,
change,-0.0425,0.079,0.212,-0.14830000000000002,0.09820000000000001,0.1349,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,264.0,582.0,328.0,52.0,Balance Sheet
"Total Receivables, Net",,,,,,,514.0,565.0,375.0,364.0,Balance Sheet
Total Inventory,,,,,,,220.0,96.0,224.0,358.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2276.0,2285.0,2355.0,2274.0,Balance Sheet
Total Current Assets,,,,,,,3274.0,3529.0,3282.0,3048.0,Balance Sheet
Construction in Progress,,,,,,,,,,836.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,18574.0,19019.0,19502.0,19402.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,18574.0,19019.0,19502.0,20238.0,Balance Sheet
Accumulated Depreciation,,,,,,,-2847.0,-2934.0,-2945.0,-2998.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,15727.0,16085.0,16557.0,17240.0,Balance Sheet
"Goodwill, Net",,,,,,,731.0,731.0,731.0,731.0,Balance Sheet
Deferred Charges,,,,,,,814.0,926.0,1086.0,1174.0,Balance Sheet
Total Assets,,,,,,,20546.0,21271.0,21655.0,22193.0,Balance Sheet
Payable/Accrued,,,,,,,398.0,354.0,397.0,496.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,185.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2401.0,2201.0,2201.0,2201.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,627.0,653.0,661.0,720.0,Balance Sheet
Total Current Liabilities,,,,,,,3426.0,3208.0,3259.0,3603.0,Balance Sheet
Long Term Debt,,,,,,,5502.0,5705.0,5707.0,5710.0,Balance Sheet
Capital Lease Obligations,,,,,,,53.0,53.0,52.0,50.0,Balance Sheet
Total Long Term Debt,,,,,,,5555.0,5758.0,5759.0,5761.0,Balance Sheet
Total Debt,,,,,,,7957.0,7959.0,7961.0,8147.0,Balance Sheet
Deferred Income Tax,,,,,,,1745.0,1849.0,1937.0,2000.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1530.0,1473.0,1432.0,1411.0,Balance Sheet
Total Liabilities,,,,,,,12256.0,12288.0,12387.0,12774.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,5294.0,5634.0,5726.0,5838.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2971.0,3203.0,3236.0,3211.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Equity, Total",,,,,,,24.0,146.0,305.0,370.0,Balance Sheet
Total Equity,,,,,,,8290.0,8983.0,9268.0,9419.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,20546.0,21271.0,21655.0,22193.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,135.0,139.0,140.0,141.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1013.0,1650.0,816.0,723.0,Income Statement
"Cost of Revenue, Total",,,,,,,371.0,871.0,249.0,191.0,Income Statement
