,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,4.1,9.86,6.28,41.98,90.0,34.48,,,,,
low,3.25,3.31,3.5,3.26,22.52,10.46,,,,,
change,0.1674,-0.0805,0.6093999999999999,4.5417000000000005,0.0664,-0.6497,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,108.0,130.0,135.0,135.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,136.0,145.0,158.0,123.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-2.0,-2.0,-3.0,-3.0,Balance Sheet
"Total Receivables, Net",,,,,,,133.0,143.0,155.0,120.0,Balance Sheet
Prepaid Expenses,,,,,,,10.0,9.0,8.0,13.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,68.0,117.0,106.0,53.0,Balance Sheet
Total Current Assets,,,,,,,319.0,399.0,404.0,320.0,Balance Sheet
Machinery/Equipment,,,,,,,21.0,25.0,30.0,32.0,Balance Sheet
Construction in Progress,,,,,,,7.0,8.0,5.0,3.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,3.0,2.0,2.0,2.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,30.0,35.0,37.0,37.0,Balance Sheet
Accumulated Depreciation,,,,,,,-12.0,-13.0,-15.0,-17.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,18.0,21.0,22.0,20.0,Balance Sheet
"Goodwill, Net",,,,,,,13.0,13.0,13.0,27.0,Balance Sheet
Intangibles - Gross,,,,,,,10.0,10.0,10.0,13.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-2.0,-3.0,-3.0,-4.0,Balance Sheet
Intangibles - Net,,,,,,,8.0,7.0,7.0,9.0,Balance Sheet
Other Long Term Assets,,,,,,,3.0,3.0,2.0,2.0,Balance Sheet
Total Assets,,,,,,,414.0,502.0,507.0,441.0,Balance Sheet
Accounts Payable,,,,,,,7.0,7.0,6.0,10.0,Balance Sheet
Accrued Expenses,,,,,,,112.0,129.0,148.0,118.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,68.0,117.0,94.0,53.0,Balance Sheet
Total Current Liabilities,,,,,,,187.0,253.0,247.0,180.0,Balance Sheet
Total Long Term Debt,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Total Debt,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Minority Interest,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
"Other Liabilities, Total",,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Liabilities,,,,,,,192.0,258.0,252.0,185.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,401.0,451.0,509.0,568.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,31.0,34.0,37.0,35.0,Balance Sheet
Treasury Stock - Common,,,,,,,-210.0,-240.0,-290.0,-345.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,0.0,-1.0,-1.0,Balance Sheet
Total Equity,,,,,,,222.0,244.0,256.0,256.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,414.0,502.0,507.0,441.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,149.0,150.0,152.0,153.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,7.0,8.0,11.0,16.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1077.0,1011.0,1415.0,1239.0,Income Statement
"Cost of Revenue, Total",,,,,,,994.0,927.0,1308.0,1146.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,82.0,79.0,96.0,93.0,Income Statement
Total Operating Expense,,,,,,,1075.0,1006.0,1403.0,1239.0,Income Statement
Total Operating Income,,,,,,,2.0,4.0,12.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,0.0,0.0,-1.0,0.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,0.0,0.0,0.0,0.0,Income Statement
"Other, Net",,,,,,,0.0,0.0,0.0,0.0,Income Statement
Income Before Tax,,,,,,,1.0,4.0,11.0,0.0,Income Statement
Income Tax - Total,,,,,,,-14.0,-5.0,2.0,-5.0,Income Statement
Income After Tax,,,,,,,15.0,9.0,9.0,4.0,Income Statement
Minority Interest,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Net Inc Before Extra Items,,,,,,,16.0,9.0,9.0,4.0,Income Statement
Total Net Income,,,,,,,16.0,9.0,9.0,4.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,16.0,9.0,9.0,4.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,16.0,9.0,9.0,4.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,148.0,149.0,151.0,152.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.1,0.06,0.06,0.03,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.1,0.06,0.06,0.03,Income Statement
Diluted Weighted Average Shares,,,,,,,157.0,157.0,156.0,156.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.1,0.06,0.06,0.03,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.1,0.06,0.06,0.03,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.04,0.04,0.04,0.05,Income Statement
Gross Divid - Common Stock,,,,,,,6.0,6.0,6.0,7.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,1.0,2.0,2.0,2.0,Income Statement
Normalzd Income Before Tax,,,,,,,1.0,4.0,11.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,-14.0,-5.0,2.0,-5.0,Income Statement
Normalized Income After Tax,,,,,,,15.0,9.0,9.0,4.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,16.0,9.0,9.0,4.0,Income Statement
Basic Normalized EPS,,,,,,,0.1,0.06,0.06,0.03,Income Statement
Diluted Normalized EPS,,,,,,,0.1,0.06,0.06,0.03,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,81159.0,8864.0,18223.0,22625.0,Cash Flow
Depreciation/Depletion,,,,,,,4974.0,1616.0,3570.0,5699.0,Cash Flow
Amortization,,,,,,,1274.0,342.0,817.0,1455.0,Cash Flow
Deferred Taxes,,,,,,,-52827.0,-5901.0,-6892.0,-10845.0,Cash Flow
Unusual Items,,,,,,,0.0,361.0,361.0,361.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,188.0,317.0,884.0,1213.0,Cash Flow
Other Non-Cash Items,,,,,,,181038.0,50064.0,111666.0,165629.0,Cash Flow
Non-Cash Items,,,,,,,181226.0,50742.0,112911.0,167203.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,1331.0,483.0,2444.0,2933.0,Cash Flow
Accounts Receivable,,,,,,,-56857.0,-9846.0,-22269.0,13603.0,Cash Flow
Prepaid Expenses,,,,,,,-2623.0,496.0,2236.0,-3003.0,Cash Flow
Accounts Payable,,,,,,,3173.0,74.0,-1152.0,1952.0,Cash Flow
Accrued Expenses,,,,,,,46673.0,15854.0,31961.0,4770.0,Cash Flow
Changes in Working Capital,,,,,,,31086.0,55844.0,36669.0,1187.0,Cash Flow
Total Cash from Operations,,,,,,,246892.0,111507.0,165298.0,187324.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-13423.0,-4684.0,-8077.0,-9222.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,0.0,,,,Cash Flow
Capital Expenditures,,,,,,,-13423.0,-4684.0,-8077.0,-9222.0,Cash Flow
Acquisition of Business,,,,,,,-2500.0,0.0,0.0,-9668.0,Cash Flow
Other Investing Cash Flow,,,,,,,-3000.0,,,0.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-5500.0,0.0,0.0,-9668.0,Cash Flow
Total Cash from Investing,,,,,,,-18923.0,-4684.0,-8077.0,-18890.0,Cash Flow
Financing Cash Flow Items,,,,,,,19.0,-426.0,-425.0,-425.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-11548.0,-5859.0,-11744.0,-18537.0,Cash Flow
"Common Stock, Net",,,,,,,-172015.0,-29956.0,-79820.0,-139635.0,Cash Flow
Options Exercised,,,,,,,3620.0,498.0,780.0,2221.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-168395.0,-29458.0,-79040.0,-137414.0,Cash Flow
Total Cash From Financing,,,,,,,-179924.0,-35743.0,-91209.0,-156376.0,Cash Flow
Foreign Exchange Effects,,,,,,,-59.0,41.0,-1141.0,-771.0,Cash Flow
Net Change in Cash,,,,,,,47986.0,71121.0,64871.0,11287.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,127924.0,175910.0,175910.0,175910.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,175910.0,247031.0,240781.0,187197.0,Cash Flow
"Depreciation, Supplemental",,,,,,,4974.0,1616.0,3570.0,5699.0,Cash Flow
Free Cash Flow,,,,,,,233469.0,106823.0,157221.0,178102.0,
FCF Growth,,,,,,,,-0.5424531736547464,0.4717897830991453,0.13281304660318916,
