,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,193.02,305.34,302.05,435.58,567.57,564.73,,,,,
low,168.56,186.9,220.9,270.08,319.71,299.41,,,,,
change,0.10300000000000001,0.3155,0.1962,0.3052,0.47340000000000004,-0.30870000000000003,,,,,
Date,,,,,,,2022-01-02 00:00:00,2022-03-27 00:00:00,2022-06-19 00:00:00,2022-09-11 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,310.0,319.0,278.0,272.0,Balance Sheet
"Total Receivables, Net",,,,,,,270.0,262.0,288.0,259.0,Balance Sheet
Total Inventory,,,,,,,68.0,78.0,70.0,73.0,Balance Sheet
Prepaid Expenses,,,,,,,32.0,34.0,51.0,38.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,181.0,168.0,158.0,185.0,Balance Sheet
Total Current Assets,,,,,,,861.0,861.0,846.0,826.0,Balance Sheet
Buildings,,,,,,,194.0,195.0,196.0,197.0,Balance Sheet
Land/Improvements,,,,,,,108.0,108.0,108.0,107.0,Balance Sheet
Machinery/Equipment,,,,,,,313.0,319.0,322.0,330.0,Balance Sheet
Construction in Progress,,,,,,,28.0,27.0,27.0,27.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,211.0,209.0,223.0,218.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,853.0,858.0,876.0,879.0,Balance Sheet
Accumulated Depreciation,,,,,,,-318.0,-329.0,-340.0,-350.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,535.0,529.0,537.0,529.0,Balance Sheet
"Goodwill, Net",,,,,,,15.0,16.0,16.0,16.0,Balance Sheet
Intangibles - Net,,,,,,,96.0,97.0,103.0,106.0,Balance Sheet
Long Term Investments,,,,,,,141.0,126.0,126.0,126.0,Balance Sheet
Other Long Term Assets,,,,,,,23.0,43.0,41.0,41.0,Balance Sheet
Total Assets,,,,,,,1672.0,1674.0,1671.0,1646.0,Balance Sheet
Accounts Payable,,,,,,,92.0,92.0,99.0,91.0,Balance Sheet
Accrued Expenses,,,,,,,232.0,201.0,167.0,180.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,56.0,56.0,56.0,56.0,Balance Sheet
Dividends Payable,,,,,,,,41.0,41.0,40.0,Balance Sheet
Customer Advances,,,,,,,5.0,5.0,6.0,6.0,Balance Sheet
Other Current Liabilities,,,,,,,206.0,200.0,207.0,206.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,212.0,246.0,253.0,251.0,Balance Sheet
Total Current Liabilities,,,,,,,591.0,595.0,575.0,579.0,Balance Sheet
Long Term Debt,,,,,,,4942.0,4931.0,4919.0,5028.0,Balance Sheet
Capital Lease Obligations,,,,,,,72.0,71.0,70.0,70.0,Balance Sheet
Total Long Term Debt,,,,,,,5015.0,5002.0,4990.0,5097.0,Balance Sheet
Total Debt,,,,,,,5070.0,5058.0,5045.0,5153.0,Balance Sheet
Deferred Income Tax,,,,,,,4.0,5.0,6.0,9.0,Balance Sheet
Reserves,,,,,,,37.0,39.0,36.0,38.0,Balance Sheet
Other LT Liabilities,,,,,,,235.0,232.0,243.0,240.0,Balance Sheet
"Other Liabilities, Total",,,,,,,272.0,271.0,280.0,278.0,Balance Sheet
Total Liabilities,,,,,,,5881.0,5873.0,5851.0,5963.0,Balance Sheet
