,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,75.95,75.1,81.39,104.6,158.62,150.28,,,,,
low,70.18,49.5,54.03,35.33,100.98,88.55,,,,,
change,0.01,-0.2254,0.4056,0.32299999999999995,0.1202,0.13240000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,889.0,656.0,581.0,607.0,Balance Sheet
"Total Receivables, Net",,,,,,,992.0,1108.0,1149.0,1176.0,Balance Sheet
Invent. - Finished Goods,,,,,,,718.0,857.0,952.0,926.0,Balance Sheet
Invent. - Work In Progress,,,,,,,283.0,593.0,626.0,647.0,Balance Sheet
Invent. - Raw Materials,,,,,,,1593.0,1810.0,1805.0,1752.0,Balance Sheet
Total Inventory,,,,,,,2594.0,3260.0,3382.0,3325.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,540.0,613.0,592.0,594.0,Balance Sheet
Total Current Assets,,,,,,,5014.0,5637.0,5704.0,5702.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,1619.0,1628.0,1559.0,1565.0,Balance Sheet
"Goodwill, Net",,,,,,,1281.0,1305.0,1298.0,1264.0,Balance Sheet
Intangibles - Gross,,,,,,,1010.0,1011.0,1003.0,981.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-618.0,-614.0,-614.0,-615.0,Balance Sheet
Intangibles - Net,,,,,,,392.0,397.0,389.0,368.0,Balance Sheet
Long Term Investments,,,,,,,414.0,423.0,417.0,417.0,Balance Sheet
Other Long Term Assets,,,,,,,293.0,301.0,318.0,280.0,Balance Sheet
Total Assets,,,,,,,9182.0,9877.0,9889.0,9818.0,Balance Sheet
Accounts Payable,,,,,,,1078.0,1276.0,1204.0,1171.0,Balance Sheet
Accrued Expenses,,,,,,,2062.0,1844.0,1915.0,1897.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,91.0,93.0,321.0,262.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,2.0,2.0,2.0,99.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,221.0,220.0,189.0,189.0,Balance Sheet
Total Current Liabilities,,,,,,,3455.0,3435.0,3631.0,3618.0,Balance Sheet
Total Long Term Debt,,,,,,,1411.0,1899.0,2018.0,1846.0,Balance Sheet
Total Debt,,,,,,,1504.0,1995.0,2341.0,2207.0,Balance Sheet
Deferred Income Tax,,,,,,,117.0,114.0,114.0,109.0,Balance Sheet
Minority Interest,,,,,,,28.0,0.0,0.0,0.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,209.0,209.0,204.0,200.0,Balance Sheet
Other LT Liabilities,,,,,,,547.0,545.0,539.0,525.0,Balance Sheet
"Other Liabilities, Total",,,,,,,756.0,753.0,743.0,725.0,Balance Sheet
Total Liabilities,,,,,,,5766.0,6202.0,6506.0,6298.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,4.0,3.0,13.0,22.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,5182.0,5306.0,5130.0,5350.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-1540.0,-1403.0,-1527.0,-1603.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-230.0,-229.0,-227.0,-244.0,Balance Sheet
Other Comprehensive Income,,,,,,,0.0,-4.0,-7.0,-6.0,Balance Sheet
"Other Equity, Total",,,,,,,-1771.0,-1635.0,-1761.0,-1852.0,Balance Sheet
Total Equity,,,,,,,3416.0,3675.0,3383.0,3520.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,9182.0,9877.0,9889.0,9818.0,Balance Sheet
