,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,41.89,48.12,38.74,15.12,36.23,79.17,,,,,
low,19.51,26.62,11.71,3.35,6.51,19.11,,,,,
change,0.8066,-0.1942,-0.5386,-0.5089,2.1454,1.993,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,150.0,223.0,262.0,269.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,109.0,184.0,142.0,110.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-5.0,-6.0,-5.0,-3.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,104.0,178.0,137.0,107.0,Balance Sheet
Other Receivables,,,,,,,12.0,11.0,12.0,41.0,Balance Sheet
"Total Receivables, Net",,,,,,,116.0,190.0,149.0,147.0,Balance Sheet
Total Inventory,,,,,,,63.0,59.0,68.0,75.0,Balance Sheet
Prepaid Expenses,,,,,,,25.0,23.0,18.0,21.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,33.0,34.0,43.0,46.0,Balance Sheet
Total Current Assets,,,,,,,386.0,528.0,541.0,558.0,Balance Sheet
Land/Improvements,,,,,,,877.0,877.0,885.0,895.0,Balance Sheet
Machinery/Equipment,,,,,,,3214.0,3253.0,3279.0,3288.0,Balance Sheet
Natural Resources,,,,,,,357.0,359.0,360.0,361.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,824.0,828.0,833.0,830.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,5273.0,5316.0,5358.0,5373.0,Balance Sheet
Accumulated Depreciation,,,,,,,-3272.0,-3324.0,-3374.0,-3398.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2001.0,1993.0,1984.0,1975.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,39.0,44.0,49.0,54.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,57.0,61.0,64.0,44.0,Balance Sheet
Restricted Cash - LT,,,,,,,16.0,12.0,8.0,6.0,Balance Sheet
Other Long Term Assets,,,,,,,75.0,76.0,75.0,85.0,Balance Sheet
Total Assets,,,,,,,2574.0,2715.0,2720.0,2722.0,Balance Sheet
Accounts Payable,,,,,,,80.0,109.0,115.0,125.0,Balance Sheet
Accrued Expenses,,,,,,,301.0,247.0,253.0,267.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,64.0,71.0,33.0,32.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,,200.0,175.0,91.0,Balance Sheet
Total Current Liabilities,,,,,,,445.0,627.0,577.0,515.0,Balance Sheet
Long Term Debt,,,,,,,568.0,535.0,462.0,414.0,Balance Sheet
Capital Lease Obligations,,,,,,,42.0,36.0,34.0,29.0,Balance Sheet
Total Long Term Debt,,,,,,,610.0,571.0,496.0,443.0,Balance Sheet
Total Debt,,,,,,,674.0,642.0,529.0,475.0,Balance Sheet
Reserves,,,,,,,211.0,211.0,216.0,215.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,330.0,327.0,324.0,319.0,Balance Sheet
Other LT Liabilities,,,,,,,305.0,309.0,311.0,314.0,Balance Sheet
"Other Liabilities, Total",,,,,,,846.0,848.0,850.0,848.0,Balance Sheet
