,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,30.2,45.18,33.52,38.02,62.44,61.79,,,,,
low,25.83,23.87,24.05,13.69,36.16,33.91,,,,,
change,0.1474,-0.1632,0.2146,0.23579999999999998,0.4858,-0.28690000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Due from Banks,,,,,,,1118.0,1249.0,1575.0,1698.0,Balance Sheet
Fed. Fund/Resale,,,,,,,534.0,275.0,339.0,88.0,Balance Sheet
Trading Account Assets,,,,,,,1.0,0.0,2.0,0.0,Balance Sheet
FHLB Stock,,,,,,,20.0,20.0,20.0,21.0,Balance Sheet
Total Invest. Securities,,,,,,,140.0,230.0,263.0,258.0,Balance Sheet
Loans Held for Sale,,,,,,,39.0,31.0,16.0,20.0,Balance Sheet
Other Earning Assets,,,,,,,430.0,511.0,417.0,411.0,Balance Sheet
"Other Erng. Assets, Total",,,,,,,1164.0,1066.0,1057.0,797.0,Balance Sheet
Total Gross Loans,,,,,,,12756.0,13246.0,14254.0,15384.0,Balance Sheet
Loan Loss Allowances,,,,,,,-140.0,-143.0,-163.0,-155.0,Balance Sheet
Unearned Income,,,,,,,-8.0,-9.0,,-17.0,Balance Sheet
Net Loans,,,,,,,12607.0,13094.0,14091.0,15212.0,Balance Sheet
Intangibles - Net,,,,,,,182.0,183.0,182.0,187.0,Balance Sheet
Other Real Estate Owned,,,,,,,0.0,1.0,1.0,,Balance Sheet
Other Assets,,,,,,,476.0,489.0,496.0,514.0,Balance Sheet
"Other Assets, Total",,,,,,,476.0,489.0,497.0,514.0,Balance Sheet
Total Assets,,,,,,,15548.0,16081.0,17401.0,18407.0,Balance Sheet
Accounts Payable,,,,,,,529.0,544.0,512.0,501.0,Balance Sheet
Payable/Accrued,,,,,,,230.0,237.0,263.0,284.0,Balance Sheet
Non-Interest Bearing Dep.,,,,,,,3847.0,4135.0,5034.0,4627.0,Balance Sheet
Interest Bearing Deposits,,,,,,,8422.0,8598.0,8912.0,10550.0,Balance Sheet
Total Deposits,,,,,,,12269.0,12733.0,13946.0,15177.0,Balance Sheet
"Other Bearing Lblts, Total",,,,,,,158.0,153.0,118.0,113.0,Balance Sheet
Total ST Borrowings,,,,,,,579.0,448.0,474.0,207.0,Balance Sheet
Total Long Term Debt,,,,,,,260.0,382.0,445.0,426.0,Balance Sheet
Total Debt,,,,,,,839.0,829.0,920.0,633.0,Balance Sheet
Total Liabilities,,,,,,,14025.0,14495.0,15758.0,16706.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,,,0.0,,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,441.0,448.0,454.0,459.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1309.0,1371.0,1428.0,1487.0,Balance Sheet
Treasury Stock - Common,,,,,,,-229.0,-232.0,-237.0,-240.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,1.0,-2.0,-3.0,-6.0,Balance Sheet
Total Equity,,,,,,,1523.0,1586.0,1643.0,1701.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,15548.0,16081.0,17401.0,18407.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,59.0,60.0,60.0,60.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,9.0,9.0,9.0,9.0,Balance Sheet
Trsry Shrs-Pref. Iss. 1,,,,,,,,,0.0,,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Interest & Fees on Loans,,,,,,,149469.0,153873.0,174110.0,208338.0,Income Statement
Inter & Divs/ Invest Securs,,,,,,,7607.0,6308.0,10051.0,15448.0,Income Statement
"Interest Income, Bank",,,,,,,157076.0,160181.0,184161.0,223786.0,Income Statement
Interest on Deposit,,,,,,,7805.0,6924.0,11179.0,32505.0,Income Statement
Inter on Other Borrowings,,,,,,,3703.0,3719.0,7572.0,10806.0,Income Statement
Total Interest Expense,,,,,,,11508.0,10643.0,18751.0,43311.0,Income Statement
Net Interest Income,,,,,,,145568.0,149538.0,165410.0,180475.0,Income Statement
Loan Loss Provision,,,,,,,4000.0,4500.0,6000.0,8750.0,Income Statement
NetInterIn after Loan Loss Provision,,,,,,,141568.0,145038.0,159410.0,171725.0,Income Statement
Fees & Commish from Operat,,,,,,,26147.0,22984.0,10538.0,16884.0,Income Statement
Commish & Fees/Secur Act,,,,,,,4612.0,5729.0,3439.0,3365.0,Income Statement
Fees for Other Cust Serv,,,,,,,,,29230.0,6959.0,Income Statement
Other Unusual Income,,,,,,,28.0,61.0,59.0,,Income Statement
"Non-Interest Income, Bank",,,,,,,30787.0,28774.0,43266.0,27208.0,Income Statement
Labor & Related Expenses,,,,,,,-39979.0,-43133.0,-43541.0,-46996.0,Income Statement
Depreciation Expense,,,,,,,-6785.0,-6061.0,-6022.0,-6094.0,Income Statement
Other Expense,,,,,,,-39255.0,-37625.0,-71396.0,-62997.0,Income Statement
"Non-Interest Expense, Bank",,,,,,,-86019.0,-86819.0,-120959.0,-116087.0,Income Statement
Income Before Tax,,,,,,,86336.0,86993.0,81717.0,82846.0,Income Statement
Income Tax - Total,,,,,,,25549.0,25170.0,23821.0,24439.0,Income Statement
Income After Tax,,,,,,,60787.0,61823.0,57896.0,58407.0,Income Statement
Net Inc Before Extra Items,,,,,,,60787.0,61823.0,57896.0,58407.0,Income Statement
Total Net Income,,,,,,,60787.0,61823.0,57896.0,58407.0,Income Statement
Preferred Dividends,,,,,,,0.0,0.0,0.0,,Income Statement
Misc Earnings Adjustment,,,,,,,,0.0,0.0,,Income Statement
Total Adjust to Net Income,,,,,,,0.0,0.0,0.0,,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,60787.0,61823.0,57896.0,58407.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,60787.0,61823.0,57896.0,58407.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,59496.0,59542.0,59665.0,59855.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.02,1.04,0.97,0.98,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.02,1.04,0.97,0.98,Income Statement
Diluted Weighted Average Shares,,,,,,,59496.0,60612.0,60627.0,60486.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.02,1.02,0.95,0.97,Income Statement
