,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,153.47,157.5,162.44,167.74,197.92,218.99,,,,,
low,144.3,119.54,124.45,87.35,144.0,173.78,,,,,
change,-0.0242,-0.1177,0.2194,-0.0124,0.2681,0.11750000000000001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash,,,,,,,1659.0,1734.0,7122.0,2128.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,445.0,437.0,433.0,458.0,Balance Sheet
"Goodwill, Net",,,,,,,15213.0,15244.0,15045.0,16107.0,Balance Sheet
Intangibles - Net,,,,,,,5455.0,5399.0,5272.0,5383.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,3130.0,3161.0,3002.0,2943.0,Balance Sheet
LT Investments - Other,,,,,,,122323.0,118247.0,109849.0,111740.0,Balance Sheet
Long Term Investments,,,,,,,125453.0,121408.0,112851.0,114683.0,Balance Sheet
Insurance Receivables,,,,,,,11322.0,11452.0,12758.0,12853.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,,333.0,564.0,,Balance Sheet
Restricted Cash - LT,,,,,,,152.0,180.0,117.0,136.0,Balance Sheet
Def. Policy Acq. Costs,,,,,,,5513.0,5587.0,5602.0,5578.0,Balance Sheet
Accrued Investment Income,,,,,,,821.0,822.0,829.0,900.0,Balance Sheet
Reinsurance - Asset,,,,,,,17579.0,17969.0,17982.0,19051.0,Balance Sheet
Separate Accounts - Assets,,,,,,,1831.0,1800.0,1658.0,1626.0,Balance Sheet
Other Assets,,,,,,,14611.0,15625.0,15418.0,19208.0,Balance Sheet
"Other Assets, Total",,,,,,,34842.0,36216.0,35887.0,40785.0,Balance Sheet
Total Assets,,,,,,,200054.0,197990.0,195651.0,198111.0,Balance Sheet
Accounts Payable,,,,,,,14520.0,14444.0,14055.0,16187.0,Balance Sheet
Accrued Expenses,,,,,,,484.0,470.0,461.0,486.0,Balance Sheet
Policy Liabilities,,,,,,,101228.0,102610.0,105487.0,110141.0,Balance Sheet
Insurance Reserves,,,,,,,5947.0,5974.0,5940.0,9586.0,Balance Sheet
Unearned Prem. Or Rev.,,,,,,,19101.0,19586.0,20386.0,20520.0,Balance Sheet
Repurchase Agreements,,,,,,,1406.0,1406.0,3411.0,2417.0,Balance Sheet
Sep. Accounts - Liability,,,,,,,1831.0,1800.0,1658.0,1626.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,999.0,1474.0,1474.0,1475.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,7243.0,7401.0,7888.0,7829.0,Balance Sheet
