,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,51.8,49.75,33.16,46.5,83.95,45.8,,,,,
low,44.1,20.4,21.17,20.45,40.09,23.71,,,,,
change,-0.1039,-0.5244,0.2481,0.6636,-0.06,-0.3729,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,33153.0,39778.0,19289.0,29510.0,Balance Sheet
Short Term Investments,,,,,,,121708.0,122597.0,118759.0,106763.0,Balance Sheet
Cash and Short Term Invs,,,,,,,154861.0,162375.0,138048.0,136273.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,27737.0,23796.0,28250.0,27051.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-288.0,-288.0,-288.0,-288.0,Balance Sheet
"Total Receivables, Net",,,,,,,27449.0,23508.0,27962.0,26763.0,Balance Sheet
Prepaid Expenses,,,,,,,6670.0,11421.0,7562.0,8133.0,Balance Sheet
Total Current Assets,,,,,,,188980.0,197304.0,173572.0,171169.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,15592.0,16244.0,15377.0,15486.0,Balance Sheet
"Goodwill, Net",,,,,,,74777.0,74777.0,74777.0,74777.0,Balance Sheet
Intangibles - Gross,,,,,,,15089.0,22661.0,22661.0,22661.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-6835.0,-9221.0,-10389.0,-15112.0,Balance Sheet
Intangibles - Net,,,,,,,14607.0,13440.0,12272.0,7549.0,Balance Sheet
Long Term Investments,,,,,,,2919.0,1788.0,9155.0,8776.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,10175.0,10011.0,8604.0,8431.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,15850.0,17502.0,20629.0,4669.0,Balance Sheet
Other Long Term Assets,,,,,,,5759.0,3974.0,5021.0,3957.0,Balance Sheet
Total Assets,,,,,,,328659.0,335040.0,319407.0,294814.0,Balance Sheet
Accounts Payable,,,,,,,1464.0,3176.0,2241.0,1721.0,Balance Sheet
Accrued Expenses,,,,,,,25315.0,28880.0,24802.0,22801.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,8661.0,8731.0,4546.0,3540.0,Balance Sheet
Total Current Liabilities,,,,,,,35440.0,40787.0,31589.0,28062.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,,,,,16487.0,16174.0,14103.0,14455.0,Balance Sheet
Total Liabilities,,,,,,,51927.0,56961.0,45692.0,42517.0,Balance Sheet
Common Stock,,,,,,,23.0,23.0,23.0,23.0,Balance Sheet
Additional Paid-In Capital,,,,,,,235386.0,235563.0,237379.0,239445.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,55485.0,53759.0,52529.0,30223.0,Balance Sheet
Treasury Stock - Common,,,,,,,-13790.0,-8828.0,-11691.0,-10633.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,-372.0,-2594.0,-4007.0,-6354.0,Balance Sheet
"Other Equity, Total",,,,,,,0.0,156.0,-518.0,-407.0,Balance Sheet
Total Equity,,,,,,,276732.0,278079.0,273715.0,252297.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,328659.0,335040.0,319407.0,294814.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,22985.0,23204.0,23138.0,23188.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,611.0,391.0,457.0,408.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,34057.0,34391.0,33195.0,33660.0,Income Statement
"Cost of Revenue, Total",,,,,,,5923.0,6404.0,6825.0,7948.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,5879.0,5504.0,5405.0,5850.0,Income Statement
Labor & Related Expense,,,,,,,1387.0,1055.0,953.0,1118.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,7266.0,6559.0,6358.0,6968.0,Income Statement
Research & Development,,,,,,,18694.0,20210.0,19538.0,18469.0,Income Statement
Depreciation/Amortization,,,,,,,618.0,750.0,750.0,750.0,Income Statement
Unusual Expense (Income),,,,,,,,,,3556.0,Income Statement
Total Operating Expense,,,,,,,32501.0,33923.0,33471.0,37691.0,Income Statement
Total Operating Income,,,,,,,1556.0,468.0,-276.0,-4031.0,Income Statement
"Inter Income, Non-Operating",,,,,,,3639.0,370.0,210.0,1.0,Income Statement
"Invest Income, Non-Operat",,,,,,,-1804.0,-1219.0,-482.0,-348.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,1835.0,-849.0,-272.0,-347.0,Income Statement
Income Before Tax,,,,,,,3391.0,-381.0,-548.0,-4378.0,Income Statement
Income Tax - Total,,,,,,,-487.0,1315.0,575.0,17926.0,Income Statement
Income After Tax,,,,,,,3878.0,-1696.0,-1123.0,-22304.0,Income Statement
Net Inc Before Extra Items,,,,,,,3878.0,-1696.0,-1123.0,-22304.0,Income Statement
Total Net Income,,,,,,,3878.0,-1696.0,-1123.0,-22304.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,3878.0,-1696.0,-1123.0,-22304.0,Income Statement
