,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,98.36,124.0,128.41,125.96,164.28,155.25,,,,,
low,80.35,82.38,97.91,26.15,110.89,110.96,,,,,
change,0.1912,0.0318,0.09820000000000001,0.0849,0.2566,-0.0121,,,,,
Date,,,,,,,2021-11-28 00:00:00,2022-02-27 00:00:00,2022-05-29 00:00:00,2022-08-28 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,746.0,555.0,421.0,378.0,Balance Sheet
"Total Receivables, Net",,,,,,,69.0,53.0,72.0,51.0,Balance Sheet
Total Inventory,,,,,,,230.0,244.0,271.0,273.0,Balance Sheet
Prepaid Expenses,,,,,,,469.0,429.0,416.0,240.0,Balance Sheet
Total Current Assets,,,,,,,1514.0,1280.0,1179.0,941.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,6123.0,6312.0,6427.0,6701.0,Balance Sheet
Accumulated Depreciation,,,,,,,-2982.0,-3058.0,-3071.0,-3215.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,6741.0,6785.0,6821.0,6939.0,Balance Sheet
"Goodwill, Net",,,,,,,1037.0,1037.0,1037.0,1037.0,Balance Sheet
Intangibles - Net,,,,,,,806.0,806.0,806.0,806.0,Balance Sheet
Other Long Term Assets,,,,,,,305.0,297.0,292.0,291.0,Balance Sheet
Total Assets,,,,,,,10403.0,10205.0,10136.0,10015.0,Balance Sheet
Accounts Payable,,,,,,,355.0,350.0,367.0,407.0,Balance Sheet
Accrued Expenses,,,,,,,403.0,418.0,432.0,389.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,11.0,14.0,17.0,18.0,Balance Sheet
Customer Advances,,,,,,,458.0,537.0,498.0,468.0,Balance Sheet
Income Taxes Payable,,,,,,,34.0,5.0,32.0,43.0,Balance Sheet
Other Current Liabilities,,,,,,,521.0,491.0,502.0,501.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1012.0,1034.0,1032.0,1012.0,Balance Sheet
Total Current Liabilities,,,,,,,1781.0,1816.0,1848.0,1825.0,Balance Sheet
Long Term Debt,,,,,,,929.0,916.0,901.0,895.0,Balance Sheet
Capital Lease Obligations,,,,,,,818.0,919.0,1019.0,1088.0,Balance Sheet
Total Long Term Debt,,,,,,,1747.0,1835.0,1920.0,1983.0,Balance Sheet
Total Debt,,,,,,,1758.0,1849.0,1936.0,2000.0,Balance Sheet
Deferred Income Tax,,,,,,,229.0,232.0,201.0,192.0,Balance Sheet
"Other Liabilities, Total",,,,,,,4103.0,4037.0,3969.0,3950.0,Balance Sheet
Total Liabilities,,,,,,,7860.0,7920.0,7938.0,7950.0,Balance Sheet
Common Stock,,,,,,,2281.0,2250.0,2226.0,2215.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,262.0,34.0,-26.0,-152.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,4.0,6.0,0.0,2.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-9.0,-8.0,-6.0,-6.0,Balance Sheet
"Other Equity, Total",,,,,,,-4.0,-4.0,-2.0,-1.0,Balance Sheet
Total Equity,,,,,,,2543.0,2286.0,2198.0,2064.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,10403.0,10205.0,10136.0,10015.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,128.0,126.0,124.0,123.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-11-28 00:00:00,2022-02-27 00:00:00,2022-05-29 00:00:00,2022-08-28 00:00:00,Income Statement
Total Revenue,,,,,,,2272.0,2449.0,2603.0,2446.0,Income Statement
"Cost of Revenue, Total",,,,,,,1824.0,1947.0,2065.0,1993.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,91.0,83.0,84.0,88.0,Income Statement
Advertising Expense,,,,,,,22.0,27.0,20.0,30.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,113.0,110.0,104.0,119.0,Income Statement
Depreciation/Amortization,,,,,,,92.0,94.0,93.0,96.0,Income Statement
Unusual Expense (Income),,,,,,,,-4.0,4.0,-5.0,Income Statement
Total Operating Expense,,,,,,,2029.0,2148.0,2265.0,2202.0,Income Statement
Total Operating Income,,,,,,,243.0,301.0,338.0,244.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-17.0,-18.0,-19.0,-20.0,Income Statement
"Other, Net",,,,,,,0.0,0.0,1.0,,Income Statement
Income Before Tax,,,,,,,226.0,283.0,319.0,224.0,Income Statement
Income Tax - Total,,,,,,,33.0,35.0,38.0,31.0,Income Statement
Income After Tax,,,,,,,193.0,248.0,282.0,194.0,Income Statement
Net Inc Before Extra Items,,,,,,,193.0,248.0,282.0,194.0,Income Statement
Discontinued Operations,,,,,,,0.0,-1.0,0.0,-1.0,Income Statement
Tax on Extraordinary Items,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Total Extraordinary Items,,,,,,,0.0,-1.0,0.0,-1.0,Income Statement
Total Net Income,,,,,,,193.0,247.0,282.0,193.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,193.0,248.0,282.0,194.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,193.0,247.0,282.0,193.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,129.0,127.0,125.0,123.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.5,1.95,2.26,1.58,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.5,1.94,2.26,1.57,Income Statement
Diluted Weighted Average Shares,,,,,,,131.0,128.0,126.0,124.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.48,1.93,2.24,1.56,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.48,1.93,2.24,1.56,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,1.1,1.1,1.21,1.21,Income Statement
