,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,33.8,51.85,53.2,48.86,73.72,72.34,,,,,
low,24.5,31.25,31.65,5.52,27.8,37.54,,,,,
change,0.113,0.3029,0.0978,-0.3791,1.1248,-0.1923,,,,,
Date,,,,,,,2021-10-30 00:00:00,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,283.0,321.0,201.0,45.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,42.0,44.0,54.0,48.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-5.0,-5.0,-5.0,-5.0,Balance Sheet
"Total Receivables, Net",,,,,,,37.0,40.0,49.0,43.0,Balance Sheet
Total Inventory,,,,,,,339.0,278.0,401.0,507.0,Balance Sheet
Prepaid Expenses,,,,,,,85.0,72.0,75.0,99.0,Balance Sheet
Total Current Assets,,,,,,,744.0,710.0,726.0,694.0,Balance Sheet
Buildings,,,,,,,,74.0,,,Balance Sheet
Land/Improvements,,,,,,,,7.0,,,Balance Sheet
Machinery/Equipment,,,,,,,,152.0,,,Balance Sheet
Construction in Progress,,,,,,,,43.0,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,,994.0,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,,1270.0,,,Balance Sheet
Accumulated Depreciation,,,,,,,,-510.0,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,781.0,760.0,728.0,712.0,Balance Sheet
"Goodwill, Net",,,,,,,39.0,39.0,38.0,39.0,Balance Sheet
Intangibles - Gross,,,,,,,34.0,33.0,31.0,31.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-3.0,-3.0,-3.0,-3.0,Balance Sheet
Intangibles - Net,,,,,,,31.0,30.0,28.0,28.0,Balance Sheet
Other Long Term Assets,,,,,,,22.0,22.0,23.0,23.0,Balance Sheet
Total Assets,,,,,,,1617.0,1562.0,1548.0,1500.0,Balance Sheet
Accounts Payable,,,,,,,196.0,152.0,243.0,227.0,Balance Sheet
Accrued Expenses,,,,,,,278.0,276.0,220.0,215.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,0.0,0.0,Balance Sheet
