,2017,2018,2019,2020,2021,2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023,Report
high,68.98,84.37,89.5,124.89,141.97,112.96,,,,,
low,56.88,47.72,50.94,48.11,94.54,60.79,,,,,
change,0.20379999999999998,-0.2241,0.6823,0.129,0.0199,-0.207,,,,,
Date,,,,,,,2022-01-29 00:00:00,2022-04-30 00:00:00,2022-07-30 00:00:00,2022-10-29 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,2936.0,640.0,840.0,932.0,Balance Sheet
Short Term Investments,,,,,,,,0.0,,,Balance Sheet
Cash and Short Term Invs,,,,,,,2936.0,640.0,840.0,932.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1081.0,829.0,861.0,,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-39.0,-25.0,-21.0,,Balance Sheet
"Total Receivables, Net",,,,,,,1042.0,804.0,840.0,1050.0,Balance Sheet
Total Inventory,,,,,,,5965.0,6258.0,6043.0,7294.0,Balance Sheet
Restricted Cash - Current,,,,,,,269.0,320.0,312.0,,Balance Sheet
Other Current Assets,,,,,,,327.0,293.0,309.0,646.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,596.0,613.0,621.0,646.0,Balance Sheet
Total Current Assets,,,,,,,10539.0,8315.0,8344.0,9922.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4904.0,4955.0,5115.0,5172.0,Balance Sheet
"Goodwill, Gross",,,,,,,2059.0,2060.0,2060.0,,Balance Sheet
Accum. Goodwill Amort.,,,,,,,-675.0,-675.0,-675.0,,Balance Sheet
"Goodwill, Net",,,,,,,1384.0,1385.0,1385.0,1383.0,Balance Sheet
Intangibles - Gross,,,,,,,532.0,532.0,532.0,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-257.0,-279.0,-301.0,,Balance Sheet
Intangibles - Net,,,,,,,275.0,253.0,231.0,,Balance Sheet
Other Long Term Assets,,,,,,,402.0,292.0,296.0,544.0,Balance Sheet
Total Assets,,,,,,,17504.0,15251.0,15419.0,17021.0,Balance Sheet
Accounts Payable,,,,,,,6803.0,5492.0,5406.0,7056.0,Balance Sheet
Accrued Expenses,,,,,,,2356.0,1661.0,1745.0,1745.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,13.0,15.0,15.0,16.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,1502.0,1467.0,1484.0,1353.0,Balance Sheet
Total Current Liabilities,,,,,,,10674.0,8635.0,8650.0,10170.0,Balance Sheet
Total Long Term Debt,,,,,,,1216.0,1170.0,1184.0,1142.0,Balance Sheet
Total Debt,,,,,,,1229.0,1185.0,1199.0,1158.0,Balance Sheet
