,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,19.69,23.96,7.65,29.09,27.28,8.34,,,,,
low,15.16,3.3,1.32,4.12,4.84,2.68,,,,,
change,-0.1066,-0.7526999999999999,0.45799999999999996,3.58,-0.7676000000000001,0.0349,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,177947.0,230057.0,135338.0,184082.0,Balance Sheet
Short Term Investments,,,,,,,,,89790.0,106044.0,Balance Sheet
Cash and Short Term Invs,,,,,,,177947.0,230057.0,225128.0,290126.0,Balance Sheet
Prepaid Expenses,,,,,,,10951.0,11413.0,11951.0,9911.0,Balance Sheet
Total Current Assets,,,,,,,188898.0,241470.0,237079.0,300037.0,Balance Sheet
Buildings,,,,,,,1019.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,8631.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,12889.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,22539.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-7682.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,14857.0,14550.0,14548.0,14197.0,Balance Sheet
Other Long Term Assets,,,,,,,2356.0,1769.0,403.0,138.0,Balance Sheet
Total Assets,,,,,,,206111.0,258267.0,252351.0,314850.0,Balance Sheet
Accounts Payable,,,,,,,12321.0,9775.0,8158.0,13732.0,Balance Sheet
Accrued Expenses,,,,,,,31019.0,29879.0,36848.0,43901.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,239.0,,,,Balance Sheet
Customer Advances,,,,,,,3944.0,16578.0,26230.0,30924.0,Balance Sheet
Other Current Liabilities,,,,,,,,231.0,234.0,237.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,3944.0,16809.0,26464.0,31161.0,Balance Sheet
Total Current Liabilities,,,,,,,47523.0,56463.0,71470.0,88794.0,Balance Sheet
Long Term Debt,,,,,,,24626.0,24702.0,24777.0,24853.0,Balance Sheet
