,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,51.75,68.2,65.81,89.22,129.12,129.04,,,,,
low,46.75,47.05,45.04,36.65,67.4,82.76,,,,,
change,0.0368,0.1481,0.1133,0.0906,0.784,0.0009,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,181.0,113.0,79.0,156.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,796.0,987.0,789.0,740.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-7.0,-7.0,-8.0,-15.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,1029.0,1270.0,1029.0,979.0,Balance Sheet
Other Receivables,,,,,,,,,1.0,1.0,Balance Sheet
"Total Receivables, Net",,,,,,,1029.0,1270.0,1030.0,980.0,Balance Sheet
Prepaid Expenses,,,,,,,72.0,39.0,27.0,17.0,Balance Sheet
Restricted Cash - Current,,,,,,,29.0,31.0,31.0,28.0,Balance Sheet
Other Current Assets,,,,,,,38.0,25.0,22.0,25.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,67.0,56.0,53.0,53.0,Balance Sheet
Total Current Assets,,,,,,,1349.0,1479.0,1190.0,1206.0,Balance Sheet
Buildings,,,,,,,9.0,7.0,3.0,3.0,Balance Sheet
Machinery/Equipment,,,,,,,265.0,277.0,294.0,303.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,71.0,66.0,65.0,66.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,345.0,351.0,361.0,372.0,Balance Sheet
Accumulated Depreciation,,,,,,,-190.0,-200.0,-204.0,-213.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,155.0,151.0,157.0,160.0,Balance Sheet
"Goodwill, Net",,,,,,,892.0,892.0,936.0,936.0,Balance Sheet
Intangibles - Gross,,,,,,,793.0,793.0,834.0,838.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-278.0,-298.0,-318.0,-339.0,Balance Sheet
Intangibles - Net,,,,,,,514.0,495.0,516.0,499.0,Balance Sheet
Other Long Term Assets,,,,,,,157.0,166.0,149.0,153.0,Balance Sheet
Total Assets,,,,,,,3132.0,3249.0,3009.0,3018.0,Balance Sheet
Accounts Payable,,,,,,,77.0,89.0,86.0,84.0,Balance Sheet
Accrued Expenses,,,,,,,427.0,540.0,504.0,436.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,,,,Balance Sheet
Customer Advances,,,,,,,16.0,16.0,16.0,15.0,Balance Sheet
Other Payables,,,,,,,280.0,317.0,286.0,278.0,Balance Sheet
Other Current Liabilities,,,,,,,170.0,186.0,65.0,78.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,465.0,518.0,367.0,371.0,Balance Sheet
Total Current Liabilities,,,,,,,969.0,1148.0,957.0,891.0,Balance Sheet
Total Long Term Debt,,,,,,,842.0,843.0,843.0,843.0,Balance Sheet
Total Debt,,,,,,,842.0,843.0,843.0,843.0,Balance Sheet
Deferred Income Tax,,,,,,,48.0,66.0,51.0,42.0,Balance Sheet
Reserves,,,,,,,35.0,36.0,34.0,38.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,24.0,25.0,24.0,23.0,Balance Sheet
Other LT Liabilities,,,,,,,52.0,50.0,60.0,48.0,Balance Sheet
"Other Liabilities, Total",,,,,,,110.0,111.0,118.0,109.0,Balance Sheet
Total Liabilities,,,,,,,1970.0,2168.0,1969.0,1886.0,Balance Sheet
