,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,26.55,26.1,25.75,21.0,25.05,21.25,,,,,
low,22.8,17.55,18.42,6.01,13.6,12.13,,,,,
change,-0.1164,-0.19100000000000003,0.10250000000000001,-0.1162,-0.013300000000000001,-0.10289999999999999,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,190.0,162.0,110.0,87.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,122.0,125.0,136.0,139.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-12.0,-14.0,-13.0,-14.0,Balance Sheet
"Total Receivables, Net",,,,,,,110.0,110.0,122.0,126.0,Balance Sheet
Invent. - Finished Goods,,,,,,,5.0,5.0,4.0,4.0,Balance Sheet
Invent. - Work In Progress,,,,,,,1.0,2.0,3.0,4.0,Balance Sheet
Invent. - Raw Materials,,,,,,,21.0,21.0,27.0,28.0,Balance Sheet
Total Inventory,,,,,,,27.0,27.0,33.0,36.0,Balance Sheet
Prepaid Expenses,,,,,,,12.0,14.0,14.0,13.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,260.0,259.0,252.0,252.0,Balance Sheet
"Goodwill, Net",,,,,,,39.0,39.0,39.0,62.0,Balance Sheet
Intangibles - Net,,,,,,,27.0,28.0,28.0,27.0,Balance Sheet
Long Term Investments,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,141.0,132.0,127.0,123.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,14.0,14.0,14.0,14.0,Balance Sheet
Other Assets,,,,,,,62.0,66.0,60.0,60.0,Balance Sheet
"Other Assets, Total",,,,,,,62.0,66.0,60.0,60.0,Balance Sheet
Total Assets,,,,,,,883.0,852.0,802.0,800.0,Balance Sheet
Accounts Payable,,,,,,,16.0,18.0,20.0,23.0,Balance Sheet
Accrued Expenses,,,,,,,112.0,97.0,106.0,118.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Long Term Debt,,,,,,,226.0,225.0,224.0,229.0,Balance Sheet
Capital Lease Obligations,,,,,,,,,0.0,1.0,Balance Sheet
Total Long Term Debt,,,,,,,226.0,225.0,224.0,230.0,Balance Sheet
Total Debt,,,,,,,226.0,225.0,224.0,230.0,Balance Sheet
Deferred Income Tax,,,,,,,18.0,18.0,18.0,15.0,Balance Sheet
Minority Interest,,,,,,,74.0,75.0,67.0,65.0,Balance Sheet
"Other Liabilities, Total",,,,,,,81.0,80.0,76.0,76.0,Balance Sheet
Total Liabilities,,,,,,,527.0,513.0,511.0,527.0,Balance Sheet
Common Stock,,,,,,,410.0,415.0,391.0,389.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-231.0,-247.0,-268.0,-279.0,Balance Sheet
Treasury Stock - Common,,,,,,,0.0,,,,Balance Sheet
Other Equity,,,,,,,175.0,168.0,175.0,180.0,Balance Sheet
Other Comprehensive Income,,,,,,,3.0,3.0,-7.0,-16.0,Balance Sheet
"Other Equity, Total",,,,,,,177.0,171.0,168.0,163.0,Balance Sheet
Total Equity,,,,,,,356.0,339.0,291.0,273.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,883.0,852.0,802.0,800.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,59.0,59.0,56.0,56.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,108572.0,60036.0,73968.0,68755.0,Income Statement
"Cost of Revenue, Total",,,,,,,44537.0,28265.0,29932.0,37054.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,26976.0,20913.0,24982.0,24242.0,Income Statement
Labor & Related Expense,,,,,,,6730.0,5726.0,7263.0,4985.0,Income Statement
Advertising Expense,,,,,,,1223.0,3542.0,4850.0,3678.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,34929.0,30181.0,37095.0,32905.0,Income Statement
Research & Development,,,,,,,1248.0,1196.0,1356.0,1115.0,Income Statement
Depreciation/Amortization,,,,,,,1291.0,1197.0,1104.0,1111.0,Income Statement
Restructuring Charge,,,,,,,0.0,,,,Income Statement
Litigation,,,,,,,0.0,,0.0,0.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,0.0,4470.0,0.0,Income Statement
Other Unusual Expnse (In),,,,,,,933.0,7229.0,112.0,808.0,Income Statement
Unusual Expense (Income),,,,,,,933.0,7229.0,4582.0,808.0,Income Statement
Total Operating Expense,,,,,,,82938.0,68068.0,74069.0,72993.0,Income Statement
Total Operating Income,,,,,,,25634.0,-8032.0,-101.0,-4238.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1558.0,-1705.0,-1326.0,-1323.0,Income Statement
"Inter Income, Non-Operating",,,,,,,538.0,502.0,417.0,257.0,Income Statement
"Invest Income, Non-Operat",,,,,,,29.0,34.0,30.0,35.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,567.0,536.0,447.0,292.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,-116.0,-139.0,-138.0,-140.0,Income Statement
"Other, Net",,,,,,,-116.0,-139.0,-138.0,-140.0,Income Statement
Income Before Tax,,,,,,,24527.0,-9340.0,-1118.0,-5409.0,Income Statement
Income Tax - Total,,,,,,,11148.0,2610.0,3133.0,2348.0,Income Statement
Income After Tax,,,,,,,13379.0,-11950.0,-4251.0,-7757.0,Income Statement
Minority Interest,,,,,,,-3279.0,-1659.0,1400.0,-1196.0,Income Statement
Equity In Affiliates,,,,,,,0.0,,,,Income Statement
Net Inc Before Extra Items,,,,,,,10100.0,-13609.0,-2851.0,-8953.0,Income Statement
Total Net Income,,,,,,,10100.0,-13609.0,-2851.0,-8953.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,10100.0,-13609.0,-2851.0,-8953.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,10100.0,-13609.0,-2851.0,-8953.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,58883.0,58574.0,57321.0,56039.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.17,-0.23,-0.05,-0.16,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.17,-0.23,-0.05,-0.16,Income Statement
Diluted Weighted Average Shares,,,,,,,58883.0,58574.0,57321.0,56039.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.17,-0.23,-0.05,-0.16,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.17,-0.23,-0.05,-0.16,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,0.0,,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,1558.0,1705.0,1326.0,1323.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,8287.0,8031.0,8153.0,8836.0,Income Statement
Total Special Items,,,,,,,3029.0,7048.0,4880.0,1776.0,Income Statement
Normalzd Income Before Tax,,,,,,,27556.0,-2292.0,3762.0,-3633.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,1377.0,2467.0,1708.0,622.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,12525.0,5077.0,4841.0,2970.0,Income Statement
Normalized Income After Tax,,,,,,,15031.0,-7369.0,-1079.0,-6603.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,11752.0,-9028.0,321.0,-7799.0,Income Statement
Basic Normalized EPS,,,,,,,0.2,-0.15,0.01,-0.14,Income Statement
Diluted Normalized EPS,,,,,,,0.2,-0.15,0.01,-0.14,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,-9577.0,-11950.0,-16201.0,-23958.0,Cash Flow
Depreciation/Depletion,,,,,,,31799.0,7576.0,15291.0,23694.0,Cash Flow
Amortization,,,,,,,22395.0,4710.0,10839.0,17643.0,Cash Flow
Deferred Taxes,,,,,,,2996.0,-109.0,-300.0,-3374.0,Cash Flow
Unusual Items,,,,,,,-3576.0,347.0,5368.0,5608.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,0.0,,,,Cash Flow
Other Non-Cash Items,,,,,,,26785.0,14954.0,24794.0,32760.0,Cash Flow
Non-Cash Items,,,,,,,23209.0,15301.0,30162.0,38368.0,Cash Flow
Accounts Receivable,,,,,,,-52453.0,2091.0,-5017.0,-5295.0,Cash Flow
Inventories,,,,,,,11451.0,-534.0,-6949.0,-10131.0,Cash Flow
Prepaid Expenses,,,,,,,,-2413.0,-3203.0,-2006.0,Cash Flow
Other Assets,,,,,,,-14810.0,-4898.0,-10377.0,-13894.0,Cash Flow
Accounts Payable,,,,,,,,2184.0,3865.0,6044.0,Cash Flow
Accrued Expenses,,,,,,,,-14911.0,-18112.0,-20621.0,Cash Flow
Changes in Working Capital,,,,,,,-64757.0,-19311.0,-45084.0,-51892.0,Cash Flow
Total Cash from Operations,,,,,,,6065.0,-3783.0,-5293.0,481.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-3590.0,-728.0,-2934.0,-5248.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,-4092.0,-551.0,-1680.0,-3246.0,Cash Flow
Capital Expenditures,,,,,,,-7682.0,-1279.0,-4614.0,-8494.0,Cash Flow
Acquisition of Business,,,,,,,,,,-12639.0,Cash Flow
Sale/Maturity of Investment,,,,,,,17769.0,0.0,0.0,0.0,Cash Flow
Purchase of Investments,,,,,,,-10094.0,-4587.0,-8651.0,-14543.0,Cash Flow
Other Investing Cash Flow,,,,,,,,-4731.0,-4731.0,-4731.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,7675.0,-9318.0,-13382.0,-31913.0,Cash Flow
Total Cash from Investing,,,,,,,-7.0,-10597.0,-17996.0,-40407.0,Cash Flow
Financing Cash Flow Items,,,,,,,-29304.0,-4919.0,-5421.0,-8371.0,Cash Flow
