,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,57.71,72.87,58.0,51.53,78.19,79.45,,,,,
low,53.38,43.27,42.3,20.26,44.36,57.11,,,,,
change,0.0401,-0.1917,-0.0148,0.0728,0.603,-0.1017,,,,,
Date,,,,,,,2022-01-01 00:00:00,2022-04-02 00:00:00,2022-07-02 00:00:00,2022-10-01 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,2117.0,2126.0,1841.0,1884.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,862.0,826.0,900.0,860.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-24.0,-26.0,-24.0,-24.0,Balance Sheet
"Total Receivables, Net",,,,,,,838.0,800.0,876.0,836.0,Balance Sheet
Invent. - Finished Goods,,,,,,,1071.0,1100.0,1110.0,1084.0,Balance Sheet
Invent. - Work In Progress,,,,,,,1548.0,1686.0,1705.0,1754.0,Balance Sheet
Invent. - Raw Materials,,,,,,,849.0,877.0,924.0,979.0,Balance Sheet
Total Inventory,,,,,,,3468.0,3663.0,3739.0,3817.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,1018.0,1055.0,972.0,943.0,Balance Sheet
Total Current Assets,,,,,,,7441.0,7644.0,7428.0,7480.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,7426.0,7402.0,7414.0,7415.0,Balance Sheet
Accumulated Depreciation,,,,,,,-4888.0,-4914.0,-4945.0,-4972.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2912.0,2855.0,2828.0,2803.0,Balance Sheet
"Goodwill, Net",,,,,,,2149.0,2147.0,2278.0,2262.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,605.0,578.0,561.0,566.0,Balance Sheet
Other Long Term Assets,,,,,,,2720.0,2687.0,2784.0,2845.0,Balance Sheet
Total Assets,,,,,,,15827.0,15911.0,15879.0,15956.0,Balance Sheet
Accounts Payable,,,,,,,786.0,823.0,807.0,887.0,Balance Sheet
Accrued Expenses,,,,,,,56.0,56.0,56.0,56.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,6.0,7.0,7.0,7.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2288.0,2451.0,2604.0,2677.0,Balance Sheet
Total Current Liabilities,,,,,,,3136.0,3337.0,3474.0,3627.0,Balance Sheet
Total Long Term Debt,,,,,,,3761.0,3648.0,3559.0,3556.0,Balance Sheet
Total Debt,,,,,,,3767.0,3655.0,3566.0,3563.0,Balance Sheet
"Other Liabilities, Total",,,,,,,2115.0,2009.0,2045.0,2011.0,Balance Sheet
Total Liabilities,,,,,,,9012.0,8994.0,9078.0,9194.0,Balance Sheet
Common Stock,,,,,,,28.0,28.0,28.0,28.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1863.0,1924.0,1953.0,1980.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,5870.0,6058.0,6271.0,6492.0,Balance Sheet
Treasury Stock - Common,,,,,,,-157.0,-314.0,-596.0,-796.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,9.0,-5.0,-95.0,-192.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-799.0,-782.0,-765.0,-747.0,Balance Sheet
Other Comprehensive Income,,,,,,,1.0,8.0,5.0,-3.0,Balance Sheet
"Other Equity, Total",,,,,,,-789.0,-779.0,-855.0,-942.0,Balance Sheet
