,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,165.18,190.36,178.44,218.77,317.17,313.99,,,,,
low,150.73,119.38,122.27,98.02,200.68,200.32,,,,,
change,0.0547,-0.21030000000000001,0.3507,0.19760000000000003,0.5455,-0.2291,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1473.0,1234.0,1069.0,410.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,2283.0,2259.0,2238.0,2185.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-22.0,-19.0,-21.0,-21.0,Balance Sheet
"Total Receivables, Net",,,,,,,2978.0,3040.0,3044.0,2983.0,Balance Sheet
Total Inventory,,,,,,,401.0,441.0,436.0,468.0,Balance Sheet
Prepaid Expenses,,,,,,,478.0,516.0,482.0,512.0,Balance Sheet
Total Current Assets,,,,,,,5331.0,5230.0,5031.0,4372.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,2815.0,2808.0,2870.0,2885.0,Balance Sheet
"Goodwill, Net",,,,,,,7959.0,8166.0,8114.0,8218.0,Balance Sheet
Intangibles - Gross,,,,,,,5424.0,5705.0,5642.0,5627.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-1688.0,-1733.0,-1777.0,-1819.0,Balance Sheet
Intangibles - Net,,,,,,,3736.0,3973.0,3865.0,3808.0,Balance Sheet
Long Term Investments,,,,,,,61.0,62.0,58.0,64.0,Balance Sheet
Other Long Term Assets,,,,,,,463.0,463.0,437.0,451.0,Balance Sheet
Total Assets,,,,,,,20385.0,20728.0,20403.0,19826.0,Balance Sheet
Accounts Payable,,,,,,,621.0,624.0,755.0,766.0,Balance Sheet
Accrued Expenses,,,,,,,1591.0,1450.0,1332.0,1219.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,12.0,12.0,12.0,7.0,Balance Sheet
