,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,93.0,117.49,98.9,112.19,164.63,142.18,,,,,
low,84.3,64.37,69.98,33.25,103.5,78.67,,,,,
change,0.0613,-0.20750000000000002,0.0663,0.4535,0.2343,-0.1674,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,578.0,455.0,444.0,473.0,Balance Sheet
Short Term Investments,,,,,,,1785.0,1097.0,1136.0,1313.0,Balance Sheet
Cash and Short Term Invs,,,,,,,2363.0,1552.0,1580.0,1786.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,354.0,316.0,319.0,308.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-2.0,-1.0,-4.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,366.0,358.0,383.0,334.0,Balance Sheet
Other Receivables,,,,,,,25.0,24.0,21.0,23.0,Balance Sheet
"Total Receivables, Net",,,,,,,391.0,382.0,404.0,357.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,44.0,47.0,92.0,78.0,Balance Sheet
Total Current Assets,,,,,,,2798.0,1980.0,2076.0,2222.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,314.0,320.0,324.0,324.0,Balance Sheet
Accumulated Depreciation,,,,,,,-166.0,-172.0,-176.0,-178.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,412.0,405.0,393.0,386.0,Balance Sheet
"Goodwill, Net",,,,,,,128.0,127.0,123.0,120.0,Balance Sheet
Intangibles - Gross,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-3.0,-3.0,-3.0,-4.0,Balance Sheet
Intangibles - Net,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
LT Invt. - Affiliate Comp.,,,,,,,59.0,41.0,36.0,37.0,Balance Sheet
LT Investments - Other,,,,,,,17.0,7.0,7.0,7.0,Balance Sheet
Long Term Investments,,,,,,,75.0,48.0,43.0,43.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,13.0,9.0,2.0,4.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,248.0,255.0,268.0,279.0,Balance Sheet
Restricted Cash - LT,,,,,,,9.0,9.0,9.0,9.0,Balance Sheet
Other Long Term Assets,,,,,,,119.0,105.0,97.0,89.0,Balance Sheet
Total Assets,,,,,,,3803.0,2938.0,3011.0,3151.0,Balance Sheet
Payable/Accrued,,,,,,,32.0,32.0,38.0,33.0,Balance Sheet
Accrued Expenses,,,,,,,1157.0,397.0,550.0,636.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,0.0,67.0,,,Balance Sheet
Customer Advances,,,,,,,9.0,11.0,10.0,8.0,Balance Sheet
Income Taxes Payable,,,,,,,21.0,17.0,4.0,8.0,Balance Sheet
Other Payables,,,,,,,59.0,59.0,56.0,36.0,Balance Sheet
Other Current Liabilities,,,,,,,19.0,16.0,12.0,27.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,108.0,103.0,82.0,80.0,Balance Sheet
Total Current Liabilities,,,,,,,1297.0,599.0,671.0,749.0,Balance Sheet
Total Long Term Debt,,,,,,,376.0,308.0,372.0,369.0,Balance Sheet
Total Debt,,,,,,,376.0,375.0,372.0,369.0,Balance Sheet
Minority Interest,,,,,,,315.0,178.0,170.0,176.0,Balance Sheet
"Other Liabilities, Total",,,,,,,494.0,443.0,448.0,445.0,Balance Sheet
Total Liabilities,,,,,,,2482.0,1528.0,1661.0,1740.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2459.0,2680.0,2746.0,2809.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,1418.0,1545.0,1608.0,1659.0,Balance Sheet
Treasury Stock - Common,,,,,,,-2545.0,-2801.0,-2973.0,-3006.0,Balance Sheet
Other Equity,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Other Comprehensive Income,,,,,,,-12.0,-15.0,-31.0,-51.0,Balance Sheet
"Other Equity, Total",,,,,,,-12.0,-15.0,-31.0,-51.0,Balance Sheet
Total Equity,,,,,,,1320.0,1410.0,1351.0,1412.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,3803.0,2938.0,3011.0,3151.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,38.0,41.0,39.0,39.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,38.0,41.0,39.0,39.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,37.0,39.0,40.0,41.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,1120.0,727.0,635.0,581.0,Income Statement
"Cost of Revenue, Total",,,,,,,7.0,7.0,7.0,7.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,72.0,67.0,77.0,77.0,Income Statement
Labor & Related Expense,,,,,,,559.0,430.0,389.0,356.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,631.0,497.0,466.0,433.0,Income Statement
Depreciation,,,,,,,7.0,7.0,7.0,7.0,Income Statement
Amortiz of Intangibles,,,,,,,0.0,,,,Income Statement
