,2017,2018,2019,2020,2021,2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Report
high,86.7,116.64,157.86,224.24,301.34,262.38,,,,,
low,82.81,84.93,90.64,108.85,179.37,189.4,,,,,
change,-0.0015,0.33649999999999997,0.38380000000000003,0.3678,0.2215,-0.12539999999999998,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,194.0,202.0,274.0,207.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,554.0,533.0,599.0,644.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-28.0,-24.0,-23.0,-24.0,Balance Sheet
"Total Receivables, Net",,,,,,,551.0,534.0,602.0,644.0,Balance Sheet
Invent. - Finished Goods,,,,,,,266.0,320.0,386.0,462.0,Balance Sheet
Invent. - Work In Progress,,,,,,,4.0,4.0,3.0,4.0,Balance Sheet
Invent. - Raw Materials,,,,,,,323.0,340.0,355.0,399.0,Balance Sheet
Total Inventory,,,,,,,592.0,665.0,744.0,865.0,Balance Sheet
Prepaid Expenses,,,,,,,210.0,303.0,312.0,318.0,Balance Sheet
Total Current Assets,,,,,,,1547.0,1704.0,1931.0,2034.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,1111.0,1165.0,1131.0,1108.0,Balance Sheet
Accumulated Depreciation,,,,,,,-634.0,-652.0,-633.0,-620.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,624.0,654.0,630.0,613.0,Balance Sheet
"Goodwill, Net",,,,,,,1951.0,1946.0,1936.0,1939.0,Balance Sheet
Intangibles - Gross,,,,,,,827.0,815.0,812.0,808.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-455.0,-459.0,-466.0,-470.0,Balance Sheet
Intangibles - Net,,,,,,,372.0,356.0,346.0,338.0,Balance Sheet
Long Term Investments,,,,,,,14.0,12.0,10.0,8.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,8.0,7.0,9.0,8.0,Balance Sheet
Other Long Term Assets,,,,,,,144.0,150.0,153.0,157.0,Balance Sheet
Total Assets,,,,,,,4735.0,4905.0,5096.0,5178.0,Balance Sheet
Accounts Payable,,,,,,,163.0,150.0,159.0,181.0,Balance Sheet
Accrued Expenses,,,,,,,311.0,350.0,367.0,345.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,12.0,12.0,10.0,10.0,Balance Sheet
Customer Advances,,,,,,,112.0,112.0,109.0,108.0,Balance Sheet
Income Taxes Payable,,,,,,,23.0,43.0,45.0,48.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,135.0,155.0,154.0,156.0,Balance Sheet
Total Current Liabilities,,,,,,,621.0,667.0,689.0,693.0,Balance Sheet
Total Long Term Debt,,,,,,,668.0,669.0,765.0,785.0,Balance Sheet
Total Debt,,,,,,,680.0,681.0,775.0,795.0,Balance Sheet
Deferred Income Tax,,,,,,,13.0,11.0,10.0,12.0,Balance Sheet
"Other Liabilities, Total",,,,,,,287.0,280.0,271.0,255.0,Balance Sheet
Total Liabilities,,,,,,,1589.0,1626.0,1735.0,1745.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1629.0,1645.0,1682.0,1702.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,3363.0,3480.0,3614.0,3760.0,Balance Sheet
Treasury Stock - Common,,,,,,,-1623.0,-1623.0,-1623.0,-1623.0,Balance Sheet
"Other Equity, Total",,,,,,,-223.0,-224.0,-313.0,-406.0,Balance Sheet
Total Equity,,,,,,,3146.0,3279.0,3361.0,3433.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,4735.0,4905.0,5096.0,5178.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,146.0,146.0,146.0,146.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,42.0,42.0,42.0,42.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,895.0,865.0,915.0,950.0,Income Statement
"Cost of Revenue, Total",,,,,,,391.0,373.0,392.0,409.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,185.0,182.0,195.0,194.0,Income Statement
Research & Development,,,,,,,63.0,67.0,64.0,63.0,Income Statement
Depreciation/Amortization,,,,,,,8.0,8.0,8.0,8.0,Income Statement
Restructuring Charge,,,,,,,0.0,0.0,0.0,,Income Statement
Litigation,,,,,,,,,0.0,,Income Statement
Unusual Expense (Income),,,,,,,0.0,0.0,0.0,,Income Statement
Total Operating Expense,,,,,,,646.0,630.0,659.0,675.0,Income Statement
Total Operating Income,,,,,,,249.0,234.0,255.0,276.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,,,-6.0,-5.0,-6.0,-7.0,Income Statement
"Other, Net",,,,,,,1.0,2.0,2.0,-2.0,Income Statement
Income Before Tax,,,,,,,237.0,226.0,238.0,262.0,Income Statement
Income Tax - Total,,,,,,,36.0,47.0,43.0,51.0,Income Statement
Income After Tax,,,,,,,202.0,179.0,195.0,210.0,Income Statement
Net Inc Before Extra Items,,,,,,,202.0,179.0,195.0,210.0,Income Statement
Total Net Income,,,,,,,202.0,179.0,195.0,210.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,202.0,179.0,195.0,210.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,202.0,179.0,195.0,210.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,146.0,146.0,146.0,146.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.38,1.22,1.33,1.44,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.38,1.22,1.33,1.44,Income Statement
Diluted Weighted Average Shares,,,,,,,147.0,147.0,147.0,147.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.37,1.22,1.33,1.43,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.37,1.22,1.33,1.43,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.42,0.42,0.42,0.44,Income Statement
Gross Divid - Common Stock,,,,,,,61.0,61.0,61.0,64.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,,,,,22.0,24.0,23.0,22.0,Income Statement
Total Special Items,,,,,,,0.0,0.0,2.0,1.0,Income Statement
Normalzd Income Before Tax,,,,,,,237.0,226.0,240.0,263.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,0.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,36.0,47.0,43.0,51.0,Income Statement
Normalized Income After Tax,,,,,,,202.0,179.0,197.0,211.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,202.0,179.0,197.0,211.0,Income Statement
Basic Normalized EPS,,,,,,,1.38,1.22,1.34,1.44,Income Statement
Diluted Normalized EPS,,,,,,,1.37,1.22,1.34,1.43,Income Statement
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,,,,405.0,584.0,779.0,210.0,Cash Flow
Depreciation/Depletion,,,,,,,80.0,122.0,160.0,36.0,Cash Flow
Unusual Items,,,,,,,0.0,0.0,0.0,,Cash Flow
Equity in Net Earnings/Loss,,,,,,,2.0,6.0,21.0,5.0,Cash Flow
Other Non-Cash Items,,,,,,,51.0,76.0,99.0,25.0,Cash Flow
Non-Cash Items,,,,,,,53.0,82.0,120.0,30.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,383.0,432.0,478.0,53.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,,,6.0,17.0,22.0,7.0,Cash Flow
Accounts Receivable,,,,,,,82.0,98.0,19.0,-56.0,Cash Flow
Inventories,,,,,,,-139.0,-209.0,-312.0,-147.0,Cash Flow
Prepaid Expenses,,,,,,,-21.0,-128.0,-168.0,-37.0,Cash Flow
Payable/Accrued,,,,,,,-306.0,-278.0,-248.0,8.0,Cash Flow
Changes in Working Capital,,,,,,,-384.0,-517.0,-708.0,-232.0,Cash Flow
Total Cash from Operations,,,,,,,154.0,272.0,351.0,45.0,Cash Flow
Purchase of Fixed Assets,,,,,,,-58.0,-106.0,-135.0,-29.0,Cash Flow
Purchase/Acq of Intangibles,,,,,,,-14.0,-17.0,-21.0,-3.0,Cash Flow
Capital Expenditures,,,,,,,-71.0,-124.0,-156.0,-32.0,Cash Flow
Acquisition of Business,,,,,,,-36.0,-36.0,-43.0,-19.0,Cash Flow
Sale/Maturity of Investment,,,,,,,,7.0,7.0,,Cash Flow
"Investment, Net",,,,,,,-5.0,-5.0,-17.0,-3.0,Cash Flow
Purchase of Investments,,,,,,,-12.0,-17.0,-21.0,-4.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,-54.0,-51.0,-74.0,-26.0,Cash Flow
Total Cash from Investing,,,,,,,-125.0,-175.0,-230.0,-59.0,Cash Flow
Financing Cash Flow Items,,,,,,,-50.0,-52.0,-52.0,0.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-122.0,-184.0,-245.0,-64.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,23.0,26.0,47.0,3.0,Cash Flow
Long Term Debt Issued,,,,,,,160.0,160.0,288.0,50.0,Cash Flow
Long Term Debt Reduction,,,,,,,-136.0,-136.0,-166.0,-30.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,24.0,24.0,122.0,20.0,Cash Flow
Total Cash From Financing,,,,,,,-125.0,-186.0,-128.0,-42.0,Cash Flow
Foreign Exchange Effects,,,,,,,-5.0,-5.0,-14.0,-11.0,Cash Flow
Net Change in Cash,,,,,,,-101.0,-94.0,-22.0,-67.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,295.0,295.0,295.0,274.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,194.0,202.0,274.0,207.0,Cash Flow
"Depreciation, Supplemental",,,,,,,80.0,122.0,160.0,36.0,Cash Flow
Free Cash Flow,,,,,,,83.0,148.0,195.0,13.0,
FCF Growth,,,,,,,,0.7831325301204819,0.31756756756756754,-0.9333333333333333,
