,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,51.35,84.97,82.3,91.81,93.75,88.32,,,,,
low,45.87,48.28,59.82,40.25,65.7,64.65,,,,,
change,-0.015300000000000001,0.3025,0.0535,0.20579999999999998,0.019,-0.10220000000000001,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1256.0,743.0,770.0,826.0,Balance Sheet
"Total Receivables, Net",,,,,,,64.0,60.0,61.0,64.0,Balance Sheet
Prepaid Expenses,,,,,,,530.0,641.0,721.0,880.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,41.0,,,,Balance Sheet
Total Current Assets,,,,,,,1890.0,1444.0,1552.0,1770.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,329.0,323.0,316.0,301.0,Balance Sheet
"Goodwill, Net",,,,,,,3541.0,3514.0,3467.0,3458.0,Balance Sheet
Intangibles - Gross,,,,,,,1843.0,1809.0,1773.0,1745.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-458.0,-465.0,-475.0,-478.0,Balance Sheet
Intangibles - Net,,,,,,,1385.0,1344.0,1299.0,1267.0,Balance Sheet
Other Long Term Assets,,,,,,,91.0,89.0,84.0,86.0,Balance Sheet
Total Assets,,,,,,,7417.0,6901.0,6904.0,7073.0,Balance Sheet
Accounts Payable,,,,,,,85.0,114.0,97.0,124.0,Balance Sheet
Accrued Expenses,,,,,,,312.0,279.0,293.0,308.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,24.0,24.0,25.0,24.0,Balance Sheet
Customer Advances,,,,,,,1890.0,1962.0,1981.0,1975.0,Balance Sheet
Income Taxes Payable,,,,,,,36.0,45.0,41.0,44.0,Balance Sheet
Other Current Liabilities,,,,,,,90.0,50.0,21.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,2015.0,2057.0,2043.0,2019.0,Balance Sheet
Total Current Liabilities,,,,,,,2437.0,2474.0,2458.0,2476.0,Balance Sheet
Total Long Term Debt,,,,,,,3858.0,3853.0,3848.0,3843.0,Balance Sheet
Total Debt,,,,,,,3882.0,3877.0,3873.0,3867.0,Balance Sheet
Deferred Income Tax,,,,,,,75.0,68.0,59.0,53.0,Balance Sheet
Minority Interest,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
"Other Liabilities, Total",,,,,,,964.0,975.0,985.0,978.0,Balance Sheet
Total Liabilities,,,,,,,7335.0,7372.0,7351.0,7351.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,1595.0,1666.0,1756.0,1828.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-1475.0,-2156.0,-2302.0,-2312.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-53.0,-87.0,-78.0,-73.0,Balance Sheet
Other Equity,,,,,,,0.0,,,,Balance Sheet
Other Comprehensive Income,,,,,,,14.0,107.0,177.0,279.0,Balance Sheet
"Other Equity, Total",,,,,,,-39.0,20.0,99.0,206.0,Balance Sheet
Total Equity,,,,,,,82.0,-471.0,-447.0,-278.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,7417.0,6901.0,6904.0,7073.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,,,,,167.0,162.0,157.0,156.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,167.0,162.0,157.0,156.0,Balance Sheet
