,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,51.08,52.73,41.7,50.42,75.61,72.75,,,,,
low,45.35,28.68,32.3,13.28,41.22,39.53,,,,,
change,-0.0285,-0.3165,0.2202,0.09550000000000002,0.6596,-0.3639,,,,,
Date,,,,,,,2021-10-31 00:00:00,2022-01-31 00:00:00,2022-04-30 00:00:00,2022-07-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,1638.0,671.0,535.0,316.0,Balance Sheet
"Total Receivables, Net",,,,,,,466.0,432.0,393.0,277.0,Balance Sheet
Total Inventory,,,,,,,7916.0,8584.0,8979.0,9409.0,Balance Sheet
Prepaid Expenses,,,,,,,35.0,39.0,34.0,39.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,407.0,414.0,412.0,393.0,Balance Sheet
Long Term Investments,,,,,,,599.0,680.0,684.0,768.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,247.0,183.0,159.0,149.0,Balance Sheet
Restricted Cash - LT,,,,,,,130.0,159.0,206.0,328.0,Balance Sheet
Other Assets,,,,,,,100.0,122.0,142.0,65.0,Balance Sheet
"Other Assets, Total",,,,,,,100.0,122.0,142.0,65.0,Balance Sheet
Total Assets,,,,,,,11538.0,11284.0,11545.0,11743.0,Balance Sheet
Accounts Payable,,,,,,,562.0,557.0,589.0,626.0,Balance Sheet
Accrued Expenses,,,,,,,1184.0,1198.0,1146.0,1191.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,636.0,732.0,812.0,812.0,Balance Sheet
Income Taxes Payable,,,,,,,215.0,217.0,226.0,229.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,852.0,949.0,1038.0,1041.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Total Long Term Debt,,,,,,,3563.0,3239.0,3305.0,3309.0,Balance Sheet
Total Debt,,,,,,,3563.0,3239.0,3305.0,3309.0,Balance Sheet
Minority Interest,,,,,,,45.0,46.0,16.0,16.0,Balance Sheet
"Other Liabilities, Total",,,,,,,37.0,39.0,87.0,38.0,Balance Sheet
