,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,32.48,38.8,37.4,42.2,52.48,50.2,,,,,
low,29.68,16.82,18.68,9.82,31.76,24.78,,,,,
change,0.0678,-0.3937,0.8277,-0.026400000000000003,0.31870000000000004,-0.3135,,,,,
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,292.0,243.0,247.0,197.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,151.0,160.0,176.0,186.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-5.0,-5.0,-5.0,-5.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,146.0,155.0,171.0,181.0,Balance Sheet
Other Receivables,,,,,,,158.0,158.0,145.0,163.0,Balance Sheet
"Total Receivables, Net",,,,,,,304.0,313.0,315.0,345.0,Balance Sheet
Total Inventory,,,,,,,4803.0,5198.0,5558.0,5737.0,Balance Sheet
Prepaid Expenses,,,,,,,6.0,7.0,17.0,17.0,Balance Sheet
Total Current Assets,,,,,,,,,,,Balance Sheet
Buildings,,,,,,,18.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,40.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,115.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,173.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-69.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,104.0,106.0,108.0,111.0,Balance Sheet
Long Term Investments,,,,,,,52.0,51.0,72.0,72.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,26.0,27.0,28.0,29.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,177.0,173.0,166.0,156.0,Balance Sheet
Other Assets,,,,,,,71.0,72.0,70.0,68.0,Balance Sheet
"Other Assets, Total",,,,,,,71.0,72.0,70.0,68.0,Balance Sheet
Total Assets,,,,,,,5836.0,6188.0,6579.0,6731.0,Balance Sheet
Accounts Payable,,,,,,,372.0,382.0,480.0,450.0,Balance Sheet
Payable/Accrued,,,,,,,3.0,3.0,3.0,3.0,Balance Sheet
Accrued Expenses,,,,,,,635.0,606.0,589.0,623.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,71.0,83.0,92.0,92.0,Balance Sheet
Total Current Liabilities,,,,,,,,,,,Balance Sheet
Total Long Term Debt,,,,,,,1685.0,1935.0,2085.0,2031.0,Balance Sheet
Total Debt,,,,,,,1685.0,1935.0,2085.0,2031.0,Balance Sheet
"Other Liabilities, Total",,,,,,,51.0,45.0,38.0,41.0,Balance Sheet
Total Liabilities,,,,,,,2816.0,3054.0,3288.0,3240.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,,,Balance Sheet
Common Stock,,,,,,,101.0,101.0,101.0,101.0,Balance Sheet
Additional Paid-In Capital,,,,,,,849.0,828.0,835.0,842.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2379.0,2499.0,2697.0,2940.0,Balance Sheet
Treasury Stock - Common,,,,,,,-290.0,-275.0,-323.0,-373.0,Balance Sheet
"Other Equity, Total",,,,,,,-19.0,-19.0,-19.0,-19.0,Balance Sheet
Total Equity,,,,,,,3019.0,3134.0,3291.0,3491.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,5836.0,6188.0,6579.0,6731.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,95.0,95.0,94.0,92.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,6.0,5.0,7.0,8.0,Balance Sheet
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Income Statement
Total Revenue,,,,,,,1675.0,1399.0,1720.0,1845.0,Income Statement
"Cost of Revenue, Total",,,,,,,1292.0,1082.0,1282.0,,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,164.0,144.0,170.0,1515.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,,,4.0,Income Statement
Total Operating Expense,,,,,,,1456.0,1226.0,1452.0,1519.0,Income Statement
Total Operating Income,,,,,,,219.0,173.0,268.0,326.0,Income Statement
"Inter Income, Non-Operating",,,,,,,0.0,0.0,0.0,0.0,Income Statement
"Invest Income, Non-Operat",,,,,,,5.0,5.0,14.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,5.0,5.0,15.0,0.0,Income Statement
Income Before Tax,,,,,,,224.0,178.0,283.0,326.0,Income Statement
Income Tax - Total,,,,,,,50.0,44.0,72.0,71.0,Income Statement
Income After Tax,,,,,,,174.0,134.0,211.0,255.0,Income Statement
Net Inc Before Extra Items,,,,,,,174.0,134.0,211.0,255.0,Income Statement
Total Net Income,,,,,,,174.0,134.0,211.0,255.0,Income Statement
Total Adjust to Net Income,,,,,,,-1.0,-1.0,-1.0,-1.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,173.0,134.0,210.0,254.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,173.0,134.0,210.0,254.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,88.0,88.0,88.0,86.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,1.98,1.51,2.39,2.94,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,1.98,1.51,2.39,2.94,Income Statement
Dilution Adjustment,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Diluted Weighted Average Shares,,,,,,,91.0,91.0,90.0,89.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,1.91,1.47,2.32,2.86,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,1.91,1.47,2.32,2.86,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.15,0.15,0.15,0.15,Income Statement
Gross Divid - Common Stock,,,,,,,13.0,14.0,13.0,13.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,0.0,-1.0,-5.0,-4.0,Income Statement
"Interest Capitalized, Suppl",,,,,,,-29.0,-30.0,-34.0,-36.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,7.0,8.0,8.0,8.0,Income Statement
Total Special Items,,,,,,,1.0,0.0,1.0,10.0,Income Statement
Normalzd Income Before Tax,,,,,,,225.0,178.0,284.0,336.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,0.0,0.0,0.0,2.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,50.0,44.0,72.0,73.0,Income Statement
Normalized Income After Tax,,,,,,,175.0,134.0,211.0,263.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,174.0,134.0,210.0,262.0,Income Statement
Basic Normalized EPS,,,,,,,1.98,1.52,2.39,3.02,Income Statement
Diluted Normalized EPS,,,,,,,1.92,1.47,2.33,2.94,Income Statement
Date,,,,,,,2021-11-30 00:00:00,2022-02-28 00:00:00,2022-05-31 00:00:00,2022-08-31 00:00:00,Cash Flow
Net Income,,,,,,,565.0,134.0,345.0,600.0,Cash Flow
Depreciation/Depletion,,,,,,,29.0,8.0,16.0,24.0,Cash Flow
Deferred Taxes,,,,,,,54.0,4.0,12.0,21.0,Cash Flow
Unusual Items,,,,,,,17.0,0.0,1.0,13.0,Cash Flow
Equity in Net Earnings/Loss,,,,,,,-5.0,4.0,-10.0,-9.0,Cash Flow
Other Non-Cash Items,,,,,,,32.0,7.0,17.0,25.0,Cash Flow
Non-Cash Items,,,,,,,44.0,12.0,8.0,29.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,,,68.0,0.0,98.0,169.0,Cash Flow
Accounts Receivable,,,,,,,-32.0,-9.0,-11.0,-41.0,Cash Flow
Inventories,,,,,,,-898.0,-406.0,-764.0,-954.0,Cash Flow
Payable/Accrued,,,,,,,182.0,2.0,84.0,95.0,Cash Flow
Changes in Working Capital,,,,,,,-729.0,-409.0,-694.0,-898.0,Cash Flow
Total Cash from Operations,,,,,,,-37.0,-251.0,-315.0,-224.0,Cash Flow
Capital Expenditures,,,,,,,-39.0,-11.0,-22.0,-34.0,Cash Flow
Sale of Fixed Assets,,,,,,,0.0,,,,Cash Flow
Sale/Maturity of Investment,,,,,,,13.0,1.0,1.0,1.0,Cash Flow
Purchase of Investments,,,,,,,-12.0,-9.0,-16.0,-22.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,,,,1.0,-7.0,-15.0,-20.0,Cash Flow
Total Cash from Investing,,,,,,,-38.0,-18.0,-37.0,-54.0,Cash Flow
Financing Cash Flow Items,,,,,,,-17.0,-16.0,-16.0,-23.0,Cash Flow
Total Cash Dividends Paid,,,,,,,-54.0,-14.0,-27.0,-40.0,Cash Flow
"Common Stock, Net",,,,,,,-188.0,,-50.0,-100.0,Cash Flow
Options Exercised,,,,,,,12.0,0.0,0.0,0.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,,,,,-176.0,0.0,-50.0,-100.0,Cash Flow
Total Debt Issued,,,,,,,730.0,675.0,1075.0,1835.0,Cash Flow
Total Debt Reduction,,,,,,,-797.0,-425.0,-675.0,-1489.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,,,,-67.0,250.0,400.0,346.0,Cash Flow
Total Cash From Financing,,,,,,,-315.0,220.0,307.0,183.0,Cash Flow
Net Change in Cash,,,,,,,-390.0,-49.0,-46.0,-95.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,,,,683.0,292.0,292.0,292.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,,,,292.0,243.0,247.0,197.0,Cash Flow
"Depreciation, Supplemental",,,,,,,29.0,8.0,16.0,24.0,Cash Flow
Free Cash Flow,,,,,,,-76.0,-262.0,-337.0,-258.0,
FCF Growth,,,,,,,,2.4473684210526314,0.2862595419847329,-0.2344213649851632,
