,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,49.32,21.04,,,,,
low,17.32,9.23,,,,,
change,-0.5138,-0.4129,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,308581.0,187291.0,89117.0,96636.0,Balance Sheet
Short Term Investments,,,,111988.0,124237.0,112215.0,Balance Sheet
Cash and Short Term Invs,,,308581.0,299279.0,213354.0,208851.0,Balance Sheet
"Trade Accts Recvble, Gross",,,21023.0,23552.0,27612.0,26823.0,Balance Sheet
Prov. for Doubtful Accts,,,-202.0,-202.0,-245.0,-519.0,Balance Sheet
"Total Receivables, Net",,,20821.0,23350.0,27367.0,26304.0,Balance Sheet
Prepaid Expenses,,,9487.0,10721.0,13652.0,13108.0,Balance Sheet
"Other Curr. Assets, Total",,,6272.0,6529.0,6717.0,7053.0,Balance Sheet
Total Current Assets,,,345161.0,339879.0,261090.0,255316.0,Balance Sheet
Buildings,,,11712.0,11715.0,11720.0,11715.0,Balance Sheet
Machinery/Equipment,,,8153.0,9686.0,11147.0,11895.0,Balance Sheet
Other Prop./Plant/Equip.,,,3980.0,3982.0,3984.0,3984.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,23845.0,25383.0,26851.0,27594.0,Balance Sheet
Accumulated Depreciation,,,-12017.0,-12629.0,-13348.0,-14126.0,Balance Sheet
Prop./Plant/Equip. - Net,,,11828.0,12754.0,13503.0,13468.0,Balance Sheet
"Goodwill, Net",,,48091.0,48091.0,147402.0,146036.0,Balance Sheet
Intangibles - Gross,,,12445.0,12445.0,47845.0,48945.0,Balance Sheet
Accum. Intangible Amort.,,,-1281.0,-1683.0,-2927.0,-4655.0,Balance Sheet
Intangibles - Net,,,11164.0,10762.0,44918.0,44290.0,Balance Sheet
Note Rcvble - Long Term,,,700.0,700.0,600.0,500.0,Balance Sheet
Other Long Term Assets,,,1575.0,514.0,4680.0,4662.0,Balance Sheet
Total Assets,,,436510.0,430903.0,491110.0,485285.0,Balance Sheet
Payable/Accrued,,,3649.0,2963.0,3787.0,3214.0,Balance Sheet
Accrued Expenses,,,15359.0,17371.0,19486.0,22271.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,1563.0,1875.0,1063.0,2125.0,Balance Sheet
Customer Advances,,,8903.0,8729.0,9970.0,9423.0,Balance Sheet
Income Taxes Payable,,,3724.0,3814.0,3138.0,3005.0,Balance Sheet
"Other Curr. Lblts, Total",,,12627.0,12543.0,13108.0,12428.0,Balance Sheet
Total Current Liabilities,,,33198.0,34752.0,37444.0,40038.0,Balance Sheet
Total Long Term Debt,,,23053.0,22438.0,83391.0,82415.0,Balance Sheet
Total Debt,,,24616.0,24313.0,84454.0,84540.0,Balance Sheet
Deferred Income Tax,,,85.0,118.0,247.0,341.0,Balance Sheet
"Other Liabilities, Total",,,35563.0,31480.0,34483.0,34617.0,Balance Sheet
Total Liabilities,,,91899.0,88788.0,155565.0,157411.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,90.0,90.0,91.0,91.0,Balance Sheet
Additional Paid-In Capital,,,658374.0,669284.0,682946.0,695324.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-313853.0,-327259.0,-347492.0,-367541.0,Balance Sheet
Total Equity,,,344611.0,342115.0,335545.0,327874.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,436510.0,430903.0,491110.0,485285.0,Balance Sheet
Ttl Comm. Shares Outs.,,,89955.0,90470.0,91036.0,91478.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,42435.0,44790.0,50530.0,53412.0,Income Statement
"Cost of Revenue, Total",,,19288.0,19980.0,23257.0,25844.0,Income Statement
Selling/Gen/Admin Expense,,,18375.0,16748.0,21303.0,20411.0,Income Statement
Labor & Related Expense,,,4891.0,6912.0,7632.0,7647.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,23266.0,23660.0,28935.0,28058.0,Income Statement
Research & Development,,,12903.0,14156.0,16595.0,18222.0,Income Statement
Depreciation/Amortization,,,,,331.0,370.0,Income Statement
Unusual Expense (Income),,,,,872.0,737.0,Income Statement
Total Operating Expense,,,55457.0,57796.0,69990.0,73231.0,Income Statement
Total Operating Income,,,-13022.0,-13006.0,-19460.0,-19819.0,Income Statement
"Inter Expse,Net Non-Operat",,,-278.0,-288.0,-787.0,-1185.0,Income Statement
"Inter Income, Non-Operating",,,123.0,108.0,424.0,851.0,Income Statement
"Invest Income, Non-Operat",,,0.0,-133.0,-254.0,-59.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,123.0,-25.0,170.0,792.0,Income Statement
Income Before Tax,,,-13177.0,-13319.0,-20077.0,-20212.0,Income Statement
Income Tax - Total,,,172.0,87.0,156.0,-163.0,Income Statement
Income After Tax,,,-13349.0,-13406.0,-20233.0,-20049.0,Income Statement
Net Inc Before Extra Items,,,-13349.0,-13406.0,-20233.0,-20049.0,Income Statement
Total Net Income,,,-13349.0,-13406.0,-20233.0,-20049.0,Income Statement
Total Adjust to Net Income,,,0.0,0.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,-13349.0,-13406.0,-20233.0,-20049.0,Income Statement
Income Available to Common Incl. Extra. Items,,,-13349.0,-13406.0,-20233.0,-20049.0,Income Statement
Basic/Primary Weighted Average Shares,,,89955.0,90209.0,90707.0,91182.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,-0.15,-0.15,-0.22,-0.22,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,-0.15,-0.15,-0.22,-0.22,Income Statement
Diluted Weighted Average Shares,,,89955.0,90209.0,90707.0,91182.0,Income Statement
Diluted EPS Excl. Extra. Items,,,-0.15,-0.15,-0.22,-0.22,Income Statement
Diluted EPS Incl. Extra. Items,,,-0.15,-0.15,-0.22,-0.22,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,278.0,288.0,787.0,1185.0,Income Statement
"Depreciat/Amort, Suppl",,,614.0,616.0,625.0,780.0,Income Statement
Total Special Items,,,806.0,-1378.0,924.0,737.0,Income Statement
Normalzd Income Before Tax,,,-12371.0,-14697.0,-19153.0,-19475.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,282.0,-482.0,323.0,258.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,454.0,-395.0,479.0,95.0,Income Statement
Normalized Income After Tax,,,-12825.0,-14302.0,-19632.0,-19570.0,Income Statement
Normalzd Inc Avail to Common,,,-12825.0,-14302.0,-19632.0,-19570.0,Income Statement
Basic Normalized EPS,,,-0.14,-0.16,-0.22,-0.21,Income Statement
Diluted Normalized EPS,,,-0.14,-0.16,-0.22,-0.21,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,-46822.0,-13406.0,-33639.0,-53688.0,Cash Flow
Depreciation/Depletion,,,3443.0,1018.0,2962.0,5512.0,Cash Flow
Deferred Taxes,,,85.0,34.0,162.0,-80.0,Cash Flow
Unusual Items,,,3035.0,-2567.0,-2237.0,-2254.0,Cash Flow
Other Non-Cash Items,,,14585.0,9984.0,21478.0,33708.0,Cash Flow
Non-Cash Items,,,17620.0,7417.0,19241.0,31454.0,Cash Flow
Accounts Receivable,,,-6281.0,-2529.0,-4757.0,-3688.0,Cash Flow
Prepaid Expenses,,,352.0,-172.0,-3473.0,-2802.0,Cash Flow
Other Assets,,,-4659.0,-469.0,-1371.0,-3804.0,Cash Flow
Accrued Expenses,,,,-42.0,-36.0,-67.0,Cash Flow
Payable/Accrued,,,6825.0,415.0,1649.0,3590.0,Cash Flow
Changes in Working Capital,,,-3285.0,-3354.0,-8095.0,-7243.0,Cash Flow
Total Cash from Operations,,,-28959.0,-8291.0,-19369.0,-24045.0,Cash Flow
Purchase of Fixed Assets,,,-1120.0,-282.0,-590.0,-964.0,Cash Flow
Software Development Costs,,,-2577.0,-1260.0,-2366.0,-2778.0,Cash Flow
Capital Expenditures,,,-3697.0,-1542.0,-2956.0,-3742.0,Cash Flow
Acquisition of Business,,,-18326.0,0.0,-132031.0,-131339.0,Cash Flow
Sale/Maturity of Investment,,,,,19000.0,51500.0,Cash Flow
