,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,72.28,91.35,81.68,73.99,83.45,92.68,,,,,
low,67.19,62.56,56.58,41.85,60.7,64.75,,,,,
change,-0.0102,0.11599999999999999,-0.1353,-0.0049,0.1366,0.052300000000000006,,,,,
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,118.0,126.0,108.0,123.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,1519.0,1514.0,1472.0,1570.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-67.0,-70.0,-63.0,-63.0,Balance Sheet
"Total Receivables, Net",,,,,,,1452.0,1444.0,1409.0,1507.0,Balance Sheet
Total Inventory,,,,,,,1861.0,1871.0,1823.0,1818.0,Balance Sheet
Prepaid Expenses,,,,,,,413.0,389.0,449.0,509.0,Balance Sheet
Total Current Assets,,,,,,,3844.0,3830.0,3789.0,3957.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,338.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,338.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-5.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,691.0,689.0,683.0,673.0,Balance Sheet
"Goodwill, Net",,,,,,,2854.0,2857.0,2833.0,2870.0,Balance Sheet
Intangibles - Net,,,,,,,668.0,644.0,603.0,635.0,Balance Sheet
Long Term Investments,,,,,,,424.0,427.0,416.0,399.0,Balance Sheet
Total Assets,,,,,,,8481.0,8447.0,8324.0,8534.0,Balance Sheet
Accounts Payable,,,,,,,1054.0,914.0,901.0,957.0,Balance Sheet
Accrued Expenses,,,,,,,1054.0,963.0,962.0,951.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,51.0,90.0,85.0,107.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,11.0,3.0,4.0,4.0,Balance Sheet
