,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,85.76,94.3,125.75,139.24,148.7,133.52,,,,,
low,78.67,73.85,78.31,77.37,106.52,87.33,,,,,
change,-0.043899999999999995,-0.0045000000000000005,0.5835,-0.0674,0.1376,-0.1351,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,398.0,305.0,920.0,282.0,Balance Sheet
"Total Receivables, Net",,,,,,,283.0,324.0,333.0,423.0,Balance Sheet
Invent. - Finished Goods,,,,,,,194.0,191.0,206.0,240.0,Balance Sheet
Invent. - Work In Progress,,,,,,,42.0,46.0,48.0,45.0,Balance Sheet
Invent. - Raw Materials,,,,,,,144.0,166.0,174.0,193.0,Balance Sheet
Total Inventory,,,,,,,380.0,403.0,428.0,478.0,Balance Sheet
Deferred Income Tax,,,,,,,101.0,,,,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,0.0,,,,Balance Sheet
Other Current Assets,,,,,,,27.0,45.0,72.0,53.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,56.0,45.0,72.0,53.0,Balance Sheet
Total Current Assets,,,,,,,1118.0,1077.0,1753.0,1236.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,374.0,382.0,375.0,390.0,Balance Sheet
"Goodwill, Net",,,,,,,804.0,796.0,781.0,1374.0,Balance Sheet
Intangibles - Gross,,,,,,,698.0,687.0,661.0,851.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-250.0,-253.0,-249.0,-251.0,Balance Sheet
Intangibles - Net,,,,,,,448.0,434.0,412.0,600.0,Balance Sheet
Other Long Term Assets,,,,,,,154.0,318.0,332.0,344.0,Balance Sheet
Total Assets,,,,,,,3051.0,3008.0,3654.0,3943.0,Balance Sheet
Accounts Payable,,,,,,,259.0,258.0,278.0,266.0,Balance Sheet
Accrued Expenses,,,,,,,318.0,311.0,319.0,410.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,13.0,13.0,13.0,13.0,Balance Sheet
Income Taxes Payable,,,,,,,12.0,,,,Balance Sheet
Discontinued Operations,,,,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,12.0,,,,Balance Sheet
Total Current Liabilities,,,,,,,601.0,582.0,610.0,689.0,Balance Sheet
Total Long Term Debt,,,,,,,1430.0,1427.0,2018.0,2215.0,Balance Sheet
