,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,30.0,19.98,,,,,
low,15.25,6.52,,,,,
change,-0.0859,-0.37729999999999997,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,313.0,352.0,385.0,386.0,Balance Sheet
Short Term Investments,,,33.0,35.0,34.0,35.0,Balance Sheet
Cash and Short Term Invs,,,346.0,387.0,418.0,421.0,Balance Sheet
"Trade Accts Recvble, Gross",,,93.0,,,,Balance Sheet
Prov. for Doubtful Accts,,,0.0,,,,Balance Sheet
"Trade Accts Recvble, Net",,,142.0,133.0,124.0,150.0,Balance Sheet
Other Receivables,,,0.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,142.0,133.0,124.0,150.0,Balance Sheet
Prepaid Expenses,,,13.0,13.0,14.0,14.0,Balance Sheet
Total Current Assets,,,501.0,533.0,557.0,585.0,Balance Sheet
Prop./Plant/Equip. - Net,,,73.0,67.0,68.0,73.0,Balance Sheet
Long Term Investments,,,0.0,0.0,0.0,0.0,Balance Sheet
Note Rcvble - Long Term,,,5.0,4.0,5.0,8.0,Balance Sheet
Other Long Term Assets,,,0.0,0.0,1.0,1.0,Balance Sheet
Total Assets,,,582.0,607.0,632.0,670.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,28.0,27.0,20.0,17.0,Balance Sheet
Customer Advances,,,2.0,,,,Balance Sheet
Income Taxes Payable,,,15.0,19.0,20.0,17.0,Balance Sheet
Other Payables,,,37.0,38.0,45.0,53.0,Balance Sheet
Other Current Liabilities,,,4.0,4.0,4.0,5.0,Balance Sheet
"Other Curr. Lblts, Total",,,57.0,61.0,69.0,76.0,Balance Sheet
Total Current Liabilities,,,86.0,88.0,88.0,93.0,Balance Sheet
Long Term Debt,,,3.0,3.0,0.0,0.0,Balance Sheet
Capital Lease Obligations,,,21.0,18.0,20.0,18.0,Balance Sheet
