,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,40.74,51.77,60.19,,,,,
low,9.78,23.18,26.19,,,,,
change,2.2495,0.4194,-0.2717,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash,,,,,,30.0,19.0,Balance Sheet
Cash & Equivalents,,,,1179.0,1233.0,635.0,409.0,Balance Sheet
Short Term Investments,,,,,,600.0,836.0,Balance Sheet
Cash and Short Term Invs,,,,1179.0,1233.0,1264.0,1264.0,Balance Sheet
"Trade Accts Recvble, Net",,,,51.0,37.0,33.0,16.0,Balance Sheet
Other Receivables,,,,,,4.0,4.0,Balance Sheet
"Total Receivables, Net",,,,51.0,37.0,37.0,20.0,Balance Sheet
Invent. - Finished Goods,,,,2.0,2.0,2.0,3.0,Balance Sheet
Invent. - Work In Progress,,,,26.0,27.0,28.0,31.0,Balance Sheet
Invent. - Raw Materials,,,,11.0,11.0,12.0,28.0,Balance Sheet
Total Inventory,,,,39.0,40.0,42.0,62.0,Balance Sheet
Prepaid Expenses,,,,8.0,6.0,5.0,11.0,Balance Sheet
Total Current Assets,,,,1277.0,1316.0,1349.0,1357.0,Balance Sheet
Buildings,,,,9.0,9.0,9.0,9.0,Balance Sheet
Land/Improvements,,,,8.0,16.0,16.0,16.0,Balance Sheet
Machinery/Equipment,,,,62.0,62.0,64.0,67.0,Balance Sheet
Construction in Progress,,,,134.0,186.0,271.0,353.0,Balance Sheet
Natural Resources,,,,437.0,439.0,439.0,438.0,Balance Sheet
Other Prop./Plant/Equip.,,,,1.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,651.0,712.0,799.0,884.0,Balance Sheet
Accumulated Depreciation,,,,-40.0,-43.0,-49.0,-54.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,612.0,668.0,750.0,830.0,Balance Sheet
Other Long Term Assets,,,,1.0,2.0,3.0,2.0,Balance Sheet
Total Assets,,,,1890.0,1987.0,2101.0,2189.0,Balance Sheet
Payable/Accrued,,,,36.0,42.0,62.0,70.0,Balance Sheet
Accrued Expenses,,,,0.0,,,,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,16.0,0.0,0.0,0.0,Balance Sheet
Income Taxes Payable,,,,3.0,5.0,0.0,0.0,Balance Sheet
Other Current Liabilities,,,,4.0,5.0,4.0,5.0,Balance Sheet
"Other Curr. Lblts, Total",,,,7.0,10.0,4.0,5.0,Balance Sheet
Total Current Liabilities,,,,60.0,52.0,66.0,75.0,Balance Sheet
Long Term Debt,,,,675.0,676.0,677.0,678.0,Balance Sheet
Capital Lease Obligations,,,,1.0,,,,Balance Sheet
Total Long Term Debt,,,,675.0,676.0,677.0,678.0,Balance Sheet
Total Debt,,,,692.0,676.0,677.0,678.0,Balance Sheet
Deferred Income Tax,,,,105.0,128.0,147.0,167.0,Balance Sheet
Reserves,,,,34.0,34.0,35.0,22.0,Balance Sheet
Other LT Liabilities,,,,7.0,7.0,6.0,6.0,Balance Sheet
"Other Liabilities, Total",,,,41.0,41.0,41.0,28.0,Balance Sheet
Total Liabilities,,,,881.0,897.0,931.0,947.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,936.0,932.0,940.0,948.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,72.0,158.0,231.0,294.0,Balance Sheet
"Other Equity, Total",,,,,,0.0,0.0,Balance Sheet
Total Equity,,,,1009.0,1090.0,1171.0,1242.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,1890.0,1987.0,2101.0,2189.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,178.0,178.0,178.0,178.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,99109.0,166258.0,143562.0,124445.0,Income Statement
"Cost of Revenue, Total",,,,18455.0,23173.0,22092.0,22417.0,Income Statement
Selling/Gen/Admin Expense,,,,7671.0,10535.0,10781.0,9798.0,Income Statement
Labor & Related Expense,,,,8208.0,9773.0,7440.0,7806.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,15879.0,20308.0,18221.0,17604.0,Income Statement
Depreciation/Amortization,,,,4615.0,5260.0,5407.0,2096.0,Income Statement
Litigation,,,,0.0,,,,Income Statement
Impair-Assets Held for Sale,,,,0.0,,0.0,0.0,Income Statement
Other Unusual Expnse (In),,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,350.0,257.0,1.0,0.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,350.0,257.0,1.0,0.0,Income Statement
Other Operating Expense,,,,2732.0,2236.0,2087.0,3161.0,Income Statement
"Other Operat Expse, Total",,,,2732.0,2236.0,2087.0,3161.0,Income Statement
Total Operating Expense,,,,42031.0,51234.0,47808.0,45278.0,Income Statement
Total Operating Income,,,,57078.0,115024.0,95754.0,79167.0,Income Statement
"Inter Expse, Non-Operating",,,,-2548.0,-1905.0,-1326.0,-1224.0,Income Statement
"Inter Capital, Non-Operat",,,,61.0,,,,Income Statement
"Inter Expse,Net Non-Operat",,,,-2487.0,-1905.0,-1326.0,-1224.0,Income Statement
OtherNon-OperatInc (Expnse),,,,98.0,194.0,2212.0,6168.0,Income Statement
"Other, Net",,,,98.0,194.0,2212.0,6168.0,Income Statement
Income Before Tax,,,,54689.0,113313.0,96640.0,84111.0,Income Statement
Income Tax - Total,,,,5700.0,27762.0,23371.0,20934.0,Income Statement
Income After Tax,,,,48989.0,85551.0,73269.0,63177.0,Income Statement
Net Inc Before Extra Items,,,,48989.0,85551.0,73269.0,63177.0,Income Statement
Total Net Income,,,,48989.0,85551.0,73269.0,63177.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,48989.0,85551.0,73269.0,63177.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,48989.0,85551.0,73269.0,63177.0,Income Statement
Basic/Primary Weighted Average Shares,,,,176146.0,176356.0,176528.0,176544.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,0.28,0.49,0.42,0.36,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,0.28,0.49,0.42,0.36,Income Statement
Dilution Adjustment,,,,,988.0,993.0,985.0,Income Statement
Diluted Weighted Average Shares,,,,193458.0,193490.0,193415.0,193410.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,0.25,0.45,0.38,0.33,Income Statement
Diluted EPS Incl. Extra. Items,,,,0.25,0.45,0.38,0.33,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,2548.0,1905.0,1326.0,1224.0,Income Statement
"Interest Capitalized, Suppl",,,,-61.0,,,,Income Statement
"Depreciat/Amort, Suppl",,,,4615.0,5260.0,5407.0,2096.0,Income Statement
Total Special Items,,,,749.0,1588.0,902.0,1862.0,Income Statement
Normalzd Income Before Tax,,,,55438.0,114901.0,97542.0,85973.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,78.0,389.0,218.0,463.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,5778.0,28151.0,23589.0,21397.0,Income Statement
Normalized Income After Tax,,,,49660.0,86750.0,73953.0,64576.0,Income Statement
Normalzd Inc Avail to Common,,,,49660.0,86750.0,73953.0,64576.0,Income Statement
Basic Normalized EPS,,,,0.28,0.49,0.42,0.37,Income Statement
Diluted Normalized EPS,,,,0.26,0.45,0.39,0.34,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,135.0,86.0,159.0,222.0,Cash Flow
Depreciation/Depletion,,,,24.0,5.0,11.0,13.0,Cash Flow
Deferred Taxes,,,,17.0,23.0,42.0,63.0,Cash Flow
Unusual Items,,,,-1.0,0.0,0.0,0.0,Cash Flow
Other Non-Cash Items,,,,-22.0,-2.0,6.0,12.0,Cash Flow
Non-Cash Items,,,,-23.0,-2.0,6.0,12.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,,3.0,17.0,17.0,Cash Flow
"Cash Interest Pd, Suppl",,,,,0.0,1.0,1.0,Cash Flow
Accounts Receivable,,,,-47.0,14.0,14.0,31.0,Cash Flow
Inventories,,,,-8.0,-1.0,-4.0,-22.0,Cash Flow
Prepaid Expenses,,,,-4.0,1.0,1.0,1.0,Cash Flow
Payable/Accrued,,,,6.0,-7.0,-5.0,-1.0,Cash Flow
Changes in Working Capital,,,,-52.0,8.0,2.0,5.0,Cash Flow
Total Cash from Operations,,,,102.0,121.0,220.0,314.0,Cash Flow
Capital Expenditures,,,,-124.0,-55.0,-123.0,-214.0,Cash Flow
Sale of Fixed Assets,,,,0.0,0.0,0.0,0.0,Cash Flow
Sale/Maturity of Investment,,,,,,,526.0,Cash Flow
Purchase of Investments,,,,,,-599.0,-1358.0,Cash Flow
Other Investing Cash Flow,,,,4.0,5.0,5.0,5.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,,5.0,5.0,-594.0,-827.0,Cash Flow
Total Cash from Investing,,,,-119.0,-50.0,-717.0,-1042.0,Cash Flow
Financing Cash Flow Items,,,,-21.0,-14.0,-14.0,-14.0,Cash Flow
"Short Term Debt, Net",,,,0.0,,,,Cash Flow
Long Term Debt Issued,,,,690.0,0.0,0.0,0.0,Cash Flow
Long Term Debt Reduction,,,,-2.0,-4.0,-4.0,-5.0,Cash Flow
"Long Term Debt, Net",,,,688.0,-4.0,-4.0,-5.0,Cash Flow
"Iss (Retirmnt) of Debt, Net",,,,688.0,-4.0,-4.0,-5.0,Cash Flow
Total Cash From Financing,,,,666.0,-18.0,-19.0,-19.0,Cash Flow
Net Change in Cash,,,,649.0,53.0,-516.0,-747.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,,532.0,1181.0,1181.0,1181.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,,1181.0,1234.0,666.0,434.0,Cash Flow
"Depreciation, Supplemental",,,,24.0,5.0,11.0,13.0,Cash Flow
Free Cash Flow,,,,-22.0,66.0,97.0,100.0,
FCF Growth,,,,,-4.0,0.4696969696969697,0.030927835051546282,
