,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,96.6,118.45,166.98,225.25,239.35,262.21,,,,,
low,86.1,85.54,106.03,125.0,173.5,183.25,,,,,
change,0.07440000000000001,0.1552,0.4647,0.33990000000000004,0.1217,0.0978,,,,,
Date,,,,,,,2021-10-29 00:00:00,2022-01-28 00:00:00,2022-04-29 00:00:00,2022-07-29 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,489.0,345.0,336.0,326.0,Balance Sheet
"Total Receivables, Net",,,,,,,120.0,97.0,34.0,93.0,Balance Sheet
Total Inventory,,,,,,,5299.0,5614.0,6087.0,6936.0,Balance Sheet
Prepaid Expenses,,,,,,,274.0,247.0,280.0,327.0,Balance Sheet
Total Current Assets,,,,,,,6182.0,6304.0,6737.0,7683.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,14161.0,14439.0,14634.0,14967.0,Balance Sheet
"Goodwill, Net",,,,,,,4339.0,4339.0,4339.0,4339.0,Balance Sheet
Intangibles - Net,,,,,,,1200.0,1200.0,1200.0,1200.0,Balance Sheet
Other Long Term Assets,,,,,,,45.0,46.0,47.0,51.0,Balance Sheet
Total Assets,,,,,,,25925.0,26327.0,26956.0,28239.0,Balance Sheet
Accounts Payable,,,,,,,3533.0,3739.0,3907.0,4358.0,Balance Sheet
Accrued Expenses,,,,,,,2196.0,2233.0,2135.0,2301.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,,,901.0,901.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,11.0,8.0,9.0,7.0,Balance Sheet
Total Current Liabilities,,,,,,,5740.0,5979.0,6952.0,7567.0,Balance Sheet
Total Long Term Debt,,,,,,,4127.0,4172.0,3947.0,4291.0,Balance Sheet
Total Debt,,,,,,,4127.0,4172.0,4848.0,5191.0,Balance Sheet
Deferred Income Tax,,,,,,,781.0,825.0,907.0,907.0,Balance Sheet
"Other Liabilities, Total",,,,,,,9086.0,9089.0,9188.0,9286.0,Balance Sheet
Total Liabilities,,,,,,,19736.0,20065.0,20995.0,22051.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,203.0,201.0,199.0,197.0,Balance Sheet
Additional Paid-In Capital,,,,,,,3527.0,3588.0,3606.0,3628.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,2461.0,2474.0,2158.0,2364.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,-1.0,-1.0,-1.0,Balance Sheet
Total Equity,,,,,,,6190.0,6262.0,5962.0,6188.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,25925.0,26327.0,26956.0,28239.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,232.0,230.0,227.0,226.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-10-29 00:00:00,2022-01-28 00:00:00,2022-04-29 00:00:00,2022-07-29 00:00:00,Income Statement
Total Revenue,,,,,,,8518.0,8651.0,8751.0,9426.0,Income Statement
"Cost of Revenue, Total",,,,,,,5898.0,5951.0,6013.0,6377.0,Income Statement
