,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,4.1,22.39,73.72,86.75,93.66,70.09,,,,,
low,3.01,3.57,11.67,19.51,57.92,26.81,,,,,
change,-0.0684,2.3659,4.2163,0.2061,-0.12840000000000001,-0.5547,,,,,
Date,,,,,,,2021-09-30 00:00:00,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,184.0,92.0,86.0,139.0,Balance Sheet
Short Term Investments,,,,,,,183.0,239.0,315.0,277.0,Balance Sheet
Cash and Short Term Invs,,,,,,,368.0,330.0,402.0,416.0,Balance Sheet
"Total Receivables, Net",,,,,,,10.0,0.0,1.0,0.0,Balance Sheet
Prepaid Expenses,,,,,,,4.0,5.0,7.0,7.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2.0,3.0,8.0,9.0,Balance Sheet
Total Current Assets,,,,,,,385.0,338.0,418.0,432.0,Balance Sheet
Buildings,,,,,,,42.0,42.0,42.0,42.0,Balance Sheet
Land/Improvements,,,,,,,,3.0,3.0,3.0,Balance Sheet
Machinery/Equipment,,,,,,,30.0,30.0,31.0,34.0,Balance Sheet
Construction in Progress,,,,,,,,2.0,6.0,22.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,17.0,17.0,16.0,69.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,89.0,94.0,98.0,170.0,Balance Sheet
Accumulated Depreciation,,,,,,,-23.0,-25.0,-27.0,-29.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,66.0,69.0,71.0,141.0,Balance Sheet
Intangibles - Gross,,,,,,,15.0,25.0,25.0,25.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-2.0,-12.0,-12.0,-13.0,Balance Sheet
Intangibles - Net,,,,,,,14.0,13.0,13.0,12.0,Balance Sheet
Long Term Investments,,,,,,,246.0,218.0,202.0,166.0,Balance Sheet
Other Long Term Assets,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Assets,,,,,,,710.0,639.0,704.0,752.0,Balance Sheet
Accounts Payable,,,,,,,9.0,4.0,11.0,6.0,Balance Sheet
Accrued Expenses,,,,,,,26.0,24.0,30.0,38.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,111.0,109.0,98.0,84.0,Balance Sheet
Other Current Liabilities,,,,,,,0.0,,,,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,111.0,109.0,98.0,84.0,Balance Sheet
Total Current Liabilities,,,,,,,147.0,137.0,139.0,128.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
