,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,41.35,53.63,49.82,46.22,69.74,62.82,,,,,
low,37.33,32.76,33.5,21.27,40.84,40.37,,,,,
change,-0.0907,-0.0617,0.20140000000000002,0.0347,0.2223,-0.0417,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,106.0,155.0,83.0,100.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,521.0,430.0,482.0,525.0,Balance Sheet
Other Receivables,,,,,,,139.0,110.0,123.0,109.0,Balance Sheet
"Total Receivables, Net",,,,,,,660.0,541.0,605.0,634.0,Balance Sheet
Total Inventory,,,,,,,148.0,155.0,247.0,275.0,Balance Sheet
Prepaid Expenses,,,,,,,12.0,,,,Balance Sheet
"Other Curr. Assets, Total",,,,,,,36.0,46.0,50.0,61.0,Balance Sheet
Total Current Assets,,,,,,,961.0,897.0,985.0,1070.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,43.0,,14.0,14.0,Balance Sheet
Accumulated Depreciation,,,,,,,-13.0,,-9.0,-10.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,38.0,15.0,51.0,4.0,Balance Sheet
"Goodwill, Net",,,,,,,127.0,127.0,126.0,136.0,Balance Sheet
Intangibles - Gross,,,,,,,88.0,88.0,88.0,96.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-58.0,-60.0,-63.0,-65.0,Balance Sheet
Intangibles - Net,,,,,,,30.0,27.0,25.0,30.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,68.0,64.0,63.0,71.0,Balance Sheet
Deferred Charges,,,,,,,20.0,,,,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,2.0,5.0,5.0,5.0,Balance Sheet
Other Long Term Assets,,,,,,,11.0,31.0,,55.0,Balance Sheet
Total Assets,,,,,,,1255.0,1166.0,1256.0,1371.0,Balance Sheet
Accounts Payable,,,,,,,320.0,281.0,304.0,329.0,Balance Sheet
Accrued Expenses,,,,,,,57.0,43.0,32.0,34.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,51.0,7.0,48.0,93.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,37.0,17.0,20.0,10.0,Balance Sheet
Customer Advances,,,,,,,93.0,86.0,101.0,108.0,Balance Sheet
Income Taxes Payable,,,,,,,1.0,,,,Balance Sheet
Other Current Liabilities,,,,,,,8.0,24.0,30.0,33.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,102.0,111.0,130.0,141.0,Balance Sheet
