,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,14.85,9.99,,,,,
low,8.64,4.47,,,,,
change,-0.126,-0.5067,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,513.0,450.0,302.0,98.0,Balance Sheet
Short Term Investments,,,76.0,103.0,183.0,271.0,Balance Sheet
Cash and Short Term Invs,,,589.0,553.0,484.0,369.0,Balance Sheet
"Total Receivables, Net",,,1.0,2.0,2.0,3.0,Balance Sheet
Prepaid Expenses,,,4.0,3.0,3.0,2.0,Balance Sheet
Total Current Assets,,,594.0,558.0,489.0,374.0,Balance Sheet
Buildings,,,5.0,5.0,10.0,12.0,Balance Sheet
Machinery/Equipment,,,2.0,2.0,2.0,2.0,Balance Sheet
Construction in Progress,,,13.0,25.0,38.0,50.0,Balance Sheet
Other Prop./Plant/Equip.,,,9.0,18.0,25.0,28.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,29.0,50.0,75.0,92.0,Balance Sheet
Accumulated Depreciation,,,-6.0,-7.0,-8.0,-10.0,Balance Sheet
Prop./Plant/Equip. - Net,,,22.0,43.0,67.0,82.0,Balance Sheet
Intangibles - Gross,,,1.0,1.0,1.0,1.0,Balance Sheet
Accum. Intangible Amort.,,,0.0,0.0,0.0,0.0,Balance Sheet
Intangibles - Net,,,1.0,1.0,1.0,1.0,Balance Sheet
Long Term Investments,,,,11.0,50.0,139.0,Balance Sheet
Other Long Term Assets,,,1.0,1.0,1.0,1.0,Balance Sheet
Total Assets,,,618.0,613.0,608.0,598.0,Balance Sheet
Accounts Payable,,,4.0,4.0,10.0,10.0,Balance Sheet
Accrued Expenses,,,3.0,2.0,4.0,5.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,1.0,0.0,0.0,0.0,Balance Sheet
Total Current Liabilities,,,8.0,6.0,14.0,15.0,Balance Sheet
Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Capital Lease Obligations,,,,0.0,0.0,1.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,1.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,1.0,Balance Sheet
Deferred Income Tax,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,50.0,57.0,29.0,29.0,Balance Sheet
Total Liabilities,,,59.0,64.0,43.0,45.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,568.0,570.0,572.0,575.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-10.0,-20.0,-6.0,-19.0,Balance Sheet
"Other Equity, Total",,,,0.0,-1.0,-4.0,Balance Sheet
Total Equity,,,559.0,550.0,565.0,553.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,618.0,613.0,608.0,598.0,Balance Sheet
Ttl Comm. Shares Outs.,,,168.0,174.0,174.0,176.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,1043.0,2196.0,2582.0,2813.0,Income Statement
"Cost of Revenue, Total",,,1309.0,2030.0,2987.0,3544.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,7264.0,4817.0,5851.0,5158.0,Income Statement
Research & Development,,,6393.0,6661.0,8440.0,9710.0,Income Statement
Unusual Expense (Income),,,0.0,,,,Income Statement
"Other Operat Expse, Total",,,-6200.0,,,,Income Statement
Total Operating Expense,,,8766.0,13508.0,17278.0,18412.0,Income Statement
Total Operating Income,,,-7723.0,-11312.0,-14696.0,-15599.0,Income Statement
"Inter Expse,Net Non-Operat",,,-20.0,-5.0,-5.0,-12.0,Income Statement
"Inter Income, Non-Operating",,,29.0,201.0,735.0,1777.0,Income Statement
"Invest Income, Non-Operat",,,51233.0,710.0,27473.0,0.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,51262.0,911.0,28208.0,1777.0,Income Statement
OtherNon-OperatInc (Expnse),,,-500.0,39.0,196.0,1351.0,Income Statement
"Other, Net",,,-500.0,39.0,196.0,1351.0,Income Statement
Income Before Tax,,,43019.0,-10367.0,13703.0,-12483.0,Income Statement
Income Tax - Total,,,63.0,-23.0,36.0,-84.0,Income Statement
Income After Tax,,,42956.0,-10344.0,13667.0,-12399.0,Income Statement
Net Inc Before Extra Items,,,42956.0,-10344.0,13667.0,-12399.0,Income Statement
Total Net Income,,,42956.0,-10344.0,13667.0,-12399.0,Income Statement
Total Adjust to Net Income,,,261336.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,304292.0,-10344.0,13667.0,-12399.0,Income Statement
Income Available to Common Incl. Extra. Items,,,304292.0,-10344.0,13667.0,-12399.0,Income Statement
Basic/Primary Weighted Average Shares,,,172649.0,172396.0,174128.0,175026.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,1.76,-0.06,0.08,-0.07,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,1.76,-0.06,0.08,-0.07,Income Statement
Diluted Weighted Average Shares,,,172649.0,172396.0,174704.0,175026.0,Income Statement
Diluted EPS Excl. Extra. Items,,,1.76,-0.06,0.08,-0.07,Income Statement
Diluted EPS Incl. Extra. Items,,,1.76,-0.06,0.08,-0.07,Income Statement
Div/Share-ComStockPrimIssue,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Interest Expense, Suppl",,,20.0,5.0,5.0,12.0,Income Statement
"Depreciat/Amort, Suppl",,,685.0,760.0,1032.0,1689.0,Income Statement
Total Special Items,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,43019.0,-10367.0,13703.0,-12483.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,63.0,-23.0,36.0,-84.0,Income Statement
Normalized Income After Tax,,,42956.0,-10344.0,13667.0,-12399.0,Income Statement
Normalzd Inc Avail to Common,,,304292.0,-10344.0,13667.0,-12399.0,Income Statement
Basic Normalized EPS,,,1.76,-0.06,0.08,-0.07,Income Statement
Diluted Normalized EPS,,,1.76,-0.06,0.08,-0.07,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,18.0,-10.0,3.0,-9.0,Cash Flow
Depreciation/Depletion,,,2.0,1.0,2.0,3.0,Cash Flow
Deferred Taxes,,,0.0,0.0,0.0,0.0,Cash Flow
Unusual Items,,,0.0,0.0,,0.0,Cash Flow
Other Non-Cash Items,,,-46.0,1.0,-24.0,-23.0,Cash Flow
Non-Cash Items,,,-46.0,1.0,-24.0,-23.0,Cash Flow
"Cash Interest Pd, Suppl",,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-1.0,-1.0,-1.0,-2.0,Cash Flow
Prepaid Expenses,,,-4.0,1.0,1.0,2.0,Cash Flow
Accounts Payable,,,1.0,-3.0,-3.0,-2.0,Cash Flow
Accrued Expenses,,,3.0,-2.0,0.0,1.0,Cash Flow
Changes in Working Capital,,,0.0,-6.0,-4.0,-2.0,Cash Flow
Total Cash from Operations,,,-25.0,-14.0,-23.0,-30.0,Cash Flow
Purchase of Fixed Assets,,,-13.0,-11.0,-31.0,-48.0,Cash Flow
Purchase/Acq of Intangibles,,,0.0,0.0,0.0,0.0,Cash Flow
Capital Expenditures,,,-13.0,-11.0,-31.0,-48.0,Cash Flow
Sale/Maturity of Investment,,,,23.0,55.0,111.0,Cash Flow
Purchase of Investments,,,-76.0,-62.0,-213.0,-449.0,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-76.0,-38.0,-158.0,-338.0,Cash Flow
Total Cash from Investing,,,-89.0,-49.0,-189.0,-386.0,Cash Flow
Financing Cash Flow Items,,,491.0,0.0,0.0,0.0,Cash Flow
Sale/Issuance of Preferred,,,136.0,,,0.0,Cash Flow
Repurch/Retirement Preferd,,,-6.0,,,0.0,Cash Flow
"Preferred Stock, Net",,,130.0,,,0.0,Cash Flow
