,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,117.45,91.52,22.4,,,,,
low,28.01,20.31,5.82,,,,,
change,1.3616,-0.751,-0.5136999999999999,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,363667.0,159086.0,66378.0,49054.0,Balance Sheet
Short Term Investments,,,,,157510.0,246988.0,235855.0,Balance Sheet
Cash and Short Term Invs,,,,363667.0,316596.0,313366.0,284909.0,Balance Sheet
Prepaid Expenses,,,,3352.0,4929.0,3481.0,5899.0,Balance Sheet
Total Current Assets,,,,367019.0,321525.0,316847.0,290808.0,Balance Sheet
Buildings,,,,229.0,229.0,229.0,246.0,Balance Sheet
Machinery/Equipment,,,,565.0,275.0,303.0,312.0,Balance Sheet
Construction in Progress,,,,,,158.0,591.0,Balance Sheet
Other Prop./Plant/Equip.,,,,2666.0,6584.0,7750.0,7790.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,3460.0,7088.0,8440.0,8939.0,Balance Sheet
Accumulated Depreciation,,,,-63.0,-121.0,-205.0,-300.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,3397.0,6967.0,8235.0,8639.0,Balance Sheet
Long Term Investments,,,,,25109.0,10860.0,8217.0,Balance Sheet
Other Long Term Assets,,,,9767.0,10075.0,10076.0,10025.0,Balance Sheet
Total Assets,,,,380183.0,363676.0,346018.0,317689.0,Balance Sheet
Accounts Payable,,,,3764.0,5133.0,8680.0,5880.0,Balance Sheet
Accrued Expenses,,,,11102.0,9746.0,14843.0,18970.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,429.0,429.0,429.0,393.0,Balance Sheet
Total Current Liabilities,,,,15295.0,15308.0,23952.0,25243.0,Balance Sheet
Total Long Term Debt,,,,280.0,175.0,70.0,0.0,Balance Sheet
Total Debt,,,,709.0,604.0,499.0,393.0,Balance Sheet
"Other Liabilities, Total",,,,1559.0,4597.0,5677.0,5483.0,Balance Sheet
Total Liabilities,,,,17134.0,20080.0,29699.0,30726.0,Balance Sheet
Common Stock,,,,41.0,41.0,41.0,41.0,Balance Sheet
Additional Paid-In Capital,,,,564993.0,570679.0,576972.0,583184.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-201985.0,-226518.0,-259438.0,-294758.0,Balance Sheet
"Other Equity, Total",,,,,-606.0,-1256.0,-1504.0,Balance Sheet
Total Equity,,,,363049.0,343596.0,316319.0,286963.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,380183.0,363676.0,346018.0,317689.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,40587.0,40657.0,40745.0,40748.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,0.0,0.0,0.0,0.0,Income Statement
Selling/Gen/Admin Expense,,,,2782.0,2778.0,2387.0,2642.0,Income Statement
Labor & Related Expense,,,,4796.0,4896.0,4654.0,4657.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,7578.0,7674.0,7041.0,7299.0,Income Statement
Research & Development,,,,20894.0,17073.0,26748.0,29382.0,Income Statement
Unusual Expense (Income),,,,0.0,,,,Income Statement
Total Operating Expense,,,,28472.0,24747.0,33789.0,36681.0,Income Statement
Total Operating Income,,,,-28472.0,-24747.0,-33789.0,-36681.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-3.0,-3.0,-2.0,-2.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,228.0,878.0,1372.0,Income Statement
OtherNon-OperatInc (Expnse),,,,16.0,-11.0,-7.0,-9.0,Income Statement
"Other, Net",,,,16.0,-11.0,-7.0,-9.0,Income Statement
Income Before Tax,,,,-28459.0,-24533.0,-32920.0,-35320.0,Income Statement
Income Tax - Total,,,,-21.0,,,,Income Statement
Income After Tax,,,,-28438.0,-24533.0,-32920.0,-35320.0,Income Statement
Net Inc Before Extra Items,,,,-28438.0,-24533.0,-32920.0,-35320.0,Income Statement
Total Net Income,,,,-28438.0,-24533.0,-32920.0,-35320.0,Income Statement
Total Adjust to Net Income,,,,0.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,-28438.0,-24533.0,-32920.0,-35320.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,-28438.0,-24533.0,-32920.0,-35320.0,Income Statement
Basic/Primary Weighted Average Shares,,,,40530.0,40616.0,40688.0,40747.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,-0.7,-0.6,-0.81,-0.87,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,-0.7,-0.6,-0.81,-0.87,Income Statement
Diluted Weighted Average Shares,,,,40530.0,40616.0,40688.0,40747.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,-0.7,-0.6,-0.81,-0.87,Income Statement
Diluted EPS Incl. Extra. Items,,,,-0.7,-0.6,-0.81,-0.87,Income Statement
Div/Share-ComStockPrimIssue,,,,,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,3.0,3.0,2.0,2.0,Income Statement
"Depreciat/Amort, Suppl",,,,146.0,170.0,196.0,207.0,Income Statement
Total Special Items,,,,0.0,,,,Income Statement
Normalzd Income Before Tax,,,,-28459.0,-24533.0,-32920.0,-35320.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,0.0,,,,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,-21.0,,,,Income Statement
Normalized Income After Tax,,,,-28438.0,-24533.0,-32920.0,-35320.0,Income Statement
Normalzd Inc Avail to Common,,,,-28438.0,-24533.0,-32920.0,-35320.0,Income Statement
Basic Normalized EPS,,,,-0.7,-0.6,-0.81,-0.87,Income Statement
Diluted Normalized EPS,,,,-0.7,-0.6,-0.81,-0.87,Income Statement
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,,-83463.0,-24533.0,-57453.0,-92773.0,Cash Flow
Depreciation/Depletion,,,,51.0,58.0,142.0,237.0,Cash Flow
Purchased R&D,,,,4739.0,,,,Cash Flow
Other Non-Cash Items,,,,14599.0,5926.0,11954.0,18104.0,Cash Flow
Non-Cash Items,,,,19338.0,5926.0,11954.0,18104.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,,274.0,0.0,0.0,0.0,Cash Flow
"Cash Interest Pd, Suppl",,,,11.0,0.0,0.0,0.0,Cash Flow
Prepaid Expenses,,,,-1662.0,-1577.0,-196.0,-2613.0,Cash Flow
Other Assets,,,,-9682.0,-317.0,-318.0,-267.0,Cash Flow
Accounts Payable,,,,3290.0,1553.0,5116.0,2052.0,Cash Flow
Accrued Expenses,,,,4725.0,-1488.0,3655.0,7541.0,Cash Flow
Changes in Working Capital,,,,-4027.0,-2125.0,7685.0,5877.0,Cash Flow
Total Cash from Operations,,,,-68101.0,-20674.0,-37672.0,-68555.0,Cash Flow
Purchase of Fixed Assets,,,,-666.0,-589.0,-846.0,-1038.0,Cash Flow
