,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,50.4,58.95,56.71,48.39,40.62,41.23,,,,,
low,43.85,26.62,29.24,22.25,18.17,19.1,,,,,
change,0.0495,-0.3724,0.5918,-0.3754,-0.34490000000000004,0.19390000000000002,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,355.0,338.0,321.0,290.0,Balance Sheet
Short Term Investments,,,,,,,,,,25.0,Balance Sheet
Cash and Short Term Invs,,,,,,,355.0,338.0,321.0,316.0,Balance Sheet
"Total Receivables, Net",,,,,,,204.0,196.0,216.0,220.0,Balance Sheet
Invent. - Finished Goods,,,,,,,219.0,211.0,191.0,173.0,Balance Sheet
Invent. - Work In Progress,,,,,,,28.0,27.0,28.0,31.0,Balance Sheet
Invent. - Raw Materials,,,,,,,27.0,29.0,27.0,26.0,Balance Sheet
Inventories - Other,,,,,,,-129.0,-126.0,-106.0,-89.0,Balance Sheet
Total Inventory,,,,,,,146.0,141.0,140.0,141.0,Balance Sheet
Prepaid Expenses,,,,,,,41.0,42.0,50.0,49.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,,,21.0,20.0,Balance Sheet
Total Current Assets,,,,,,,746.0,717.0,748.0,746.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,221.0,218.0,185.0,186.0,Balance Sheet
Intangibles - Gross,,,,,,,41.0,41.0,41.0,40.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-14.0,-15.0,-16.0,-17.0,Balance Sheet
Intangibles - Net,,,,,,,26.0,26.0,25.0,24.0,Balance Sheet
Other Long Term Assets,,,,,,,6.0,6.0,6.0,6.0,Balance Sheet
Total Assets,,,,,,,1010.0,978.0,974.0,971.0,Balance Sheet
Accounts Payable,,,,,,,35.0,37.0,46.0,46.0,Balance Sheet
Accrued Expenses,,,,,,,45.0,24.0,29.0,32.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,10.0,7.0,7.0,9.0,Balance Sheet
Income Taxes Payable,,,,,,,4.0,4.0,2.0,2.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,14.0,10.0,10.0,11.0,Balance Sheet
Total Current Liabilities,,,,,,,94.0,70.0,85.0,89.0,Balance Sheet
Total Long Term Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Deferred Income Tax,,,,,,,4.0,4.0,4.0,4.0,Balance Sheet
"Other Liabilities, Total",,,,,,,16.0,16.0,16.0,12.0,Balance Sheet
Total Liabilities,,,,,,,113.0,90.0,105.0,106.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,80.0,83.0,85.0,88.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,973.0,958.0,949.0,953.0,Balance Sheet
"Other Equity, Total",,,,,,,-157.0,-154.0,-166.0,-176.0,Balance Sheet
Total Equity,,,,,,,897.0,888.0,869.0,865.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1010.0,978.0,974.0,971.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,35.0,35.0,34.0,34.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,77912.0,83137.0,93978.0,88141.0,Income Statement
"Cost of Revenue, Total",,,,,,,61197.0,63995.0,69663.0,65710.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,25225.0,19893.0,19898.0,19831.0,Income Statement
Labor & Related Expense,,,,,,,5395.0,2500.0,2600.0,2600.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,30620.0,22393.0,22498.0,22431.0,Income Statement
Research & Development,,,,,,,3834.0,3676.0,2720.0,2645.0,Income Statement
"Inter/Invest Inc, Operating",,,,,,,1600.0,-1254.0,-2419.0,-1901.0,Income Statement
Restructuring Charge,,,,,,,52913.0,32.0,5765.0,2180.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Unusual Expense (Income),,,,,,,52317.0,-82.0,5385.0,-15096.0,Income Statement
Loss(Gain)/Sale Asts (Oper),,,,,,,-596.0,-114.0,-380.0,-17276.0,Income Statement
Total Operating Expense,,,,,,,149568.0,88728.0,97847.0,73789.0,Income Statement
Total Operating Income,,,,,,,-71656.0,-5591.0,-3869.0,14352.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-195.0,-54.0,-99.0,-131.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,275.0,203.0,573.0,379.0,Income Statement
Income Before Tax,,,,,,,-71576.0,-5442.0,-3395.0,14600.0,Income Statement
Income Tax - Total,,,,,,,-8148.0,3496.0,2175.0,-610.0,Income Statement
Income After Tax,,,,,,,-63428.0,-8938.0,-5570.0,15210.0,Income Statement
Net Inc Before Extra Items,,,,,,,-63428.0,-8938.0,-5570.0,15210.0,Income Statement
Total Net Income,,,,,,,-63428.0,-8938.0,-5570.0,15210.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-63428.0,-8938.0,-5570.0,15210.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-63428.0,-8938.0,-5570.0,15210.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,35166.0,34494.0,34476.0,33948.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-1.8,-0.26,-0.16,0.45,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-1.8,-0.26,-0.16,0.45,Income Statement
Diluted Weighted Average Shares,,,,,,,35166.0,34494.0,34476.0,34232.0,Income Statement
