,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,87.98,53.73,,,,,
low,47.7,13.15,,,,,
change,0.0588,-0.7358,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,307445.0,300422.0,310024.0,247248.0,Balance Sheet
"Trade Accts Recvble, Gross",,,20529.0,23531.0,28423.0,31850.0,Balance Sheet
Prov. for Doubtful Accts,,,-85.0,-258.0,-572.0,-466.0,Balance Sheet
"Total Receivables, Net",,,20444.0,23273.0,27851.0,31384.0,Balance Sheet
Prepaid Expenses,,,19116.0,21577.0,18778.0,19909.0,Balance Sheet
Restricted Cash - Current,,,0.0,,,,Balance Sheet
Other Current Assets,,,8112.0,8876.0,9703.0,10526.0,Balance Sheet
"Other Curr. Assets, Total",,,8112.0,8876.0,9703.0,10526.0,Balance Sheet
Total Current Assets,,,355117.0,354148.0,366356.0,309067.0,Balance Sheet
Buildings,,,521.0,,,,Balance Sheet
Machinery/Equipment,,,3308.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,3670.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,7499.0,,,,Balance Sheet
Accumulated Depreciation,,,-2667.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,4832.0,17633.0,19479.0,18826.0,Balance Sheet
"Goodwill, Net",,,4073.0,4073.0,4073.0,4073.0,Balance Sheet
Intangibles - Net,,,3554.0,3065.0,2571.0,2595.0,Balance Sheet
Long Term Investments,,,,,,59348.0,Balance Sheet
Deferred Charges,,,20573.0,22199.0,23877.0,25747.0,Balance Sheet
Restricted Cash - LT,,,850.0,850.0,851.0,852.0,Balance Sheet
Other Long Term Assets,,,11389.0,12225.0,9449.0,7753.0,Balance Sheet
Total Assets,,,400388.0,414193.0,426656.0,428261.0,Balance Sheet
Accounts Payable,,,3363.0,2035.0,548.0,2493.0,Balance Sheet
Accrued Expenses,,,17936.0,22697.0,19028.0,25571.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,69294.0,75137.0,98368.0,95460.0,Balance Sheet
Total Current Liabilities,,,90593.0,99869.0,117944.0,123524.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,3247.0,11475.0,10658.0,9701.0,Balance Sheet
Total Liabilities,,,93840.0,111344.0,128602.0,133225.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,486354.0,504859.0,524632.0,544738.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-179807.0,-202011.0,-226579.0,-249123.0,Balance Sheet
"Other Equity, Total",,,,,,-580.0,Balance Sheet
Total Equity,,,306548.0,302849.0,298054.0,295036.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,400388.0,414193.0,426656.0,428261.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,58725.0,59712.0,66224.0,68497.0,Balance Sheet
