,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,44.7,60.2,71.5,104.75,108.67,85.37,,,,,
low,35.8,33.39,41.06,32.0,73.61,47.16,,,,,
change,-0.1555,0.374,-0.1593,1.3847,-0.18530000000000002,-0.4252,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,711.0,672.0,643.0,621.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,109.0,106.0,112.0,124.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-3.0,-3.0,-4.0,-5.0,Balance Sheet
"Total Receivables, Net",,,,,,,106.0,103.0,108.0,119.0,Balance Sheet
Invent. - Finished Goods,,,,,,,59.0,69.0,78.0,80.0,Balance Sheet
Invent. - Raw Materials,,,,,,,16.0,17.0,30.0,33.0,Balance Sheet
Total Inventory,,,,,,,75.0,86.0,108.0,112.0,Balance Sheet
Prepaid Expenses,,,,,,,18.0,21.0,18.0,17.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,8.0,7.0,8.0,10.0,Balance Sheet
Total Current Assets,,,,,,,918.0,889.0,886.0,880.0,Balance Sheet
Buildings,,,,,,,30.0,,,,Balance Sheet
Land/Improvements,,,,,,,1.0,,,,Balance Sheet
Machinery/Equipment,,,,,,,38.0,,,,Balance Sheet
Construction in Progress,,,,,,,2.0,,,,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,48.0,,,,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,120.0,,,,Balance Sheet
Accumulated Depreciation,,,,,,,-48.0,,,,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,72.0,70.0,93.0,90.0,Balance Sheet
"Goodwill, Net",,,,,,,113.0,113.0,113.0,151.0,Balance Sheet
Intangibles - Gross,,,,,,,179.0,179.0,179.0,188.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-88.0,-92.0,-97.0,-101.0,Balance Sheet
Intangibles - Net,,,,,,,91.0,87.0,82.0,87.0,Balance Sheet
Other Long Term Assets,,,,,,,24.0,27.0,30.0,32.0,Balance Sheet
Total Assets,,,,,,,1232.0,1225.0,1256.0,1310.0,Balance Sheet
Accounts Payable,,,,,,,65.0,48.0,64.0,49.0,Balance Sheet
Accrued Expenses,,,,,,,54.0,41.0,48.0,54.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Customer Advances,,,,,,,6.0,6.0,7.0,8.0,Balance Sheet
Other Current Liabilities,,,,,,,5.0,13.0,22.0,40.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,11.0,19.0,29.0,48.0,Balance Sheet
Total Current Liabilities,,,,,,,129.0,107.0,141.0,151.0,Balance Sheet
Total Long Term Debt,,,,,,,425.0,488.0,489.0,490.0,Balance Sheet
Total Debt,,,,,,,425.0,488.0,489.0,490.0,Balance Sheet
Minority Interest,,,,,,,13.0,15.0,16.0,23.0,Balance Sheet
"Other Liabilities, Total",,,,,,,51.0,51.0,48.0,52.0,Balance Sheet
Total Liabilities,,,,,,,619.0,662.0,694.0,716.0,Balance Sheet
Redeemable Preferred Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,499.0,453.0,469.0,483.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,119.0,138.0,149.0,167.0,Balance Sheet
Treasury Stock - Common,,,,,,,-5.0,-28.0,-57.0,-57.0,Balance Sheet
Total Equity,,,,,,,613.0,563.0,561.0,594.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1232.0,1225.0,1256.0,1310.0,Balance Sheet
