,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,5.6,18.87,21.01,32.0,68.94,43.97,,,,,
low,3.9,5.33,13.4,6.78,30.03,17.3,,,,,
change,0.3457,2.1351,0.0217,0.7646,0.2785,-0.46890000000000004,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,68330.0,55659.0,56054.0,65216.0,Balance Sheet
Short Term Investments,,,,,,,35068.0,44888.0,44638.0,45724.0,Balance Sheet
Cash and Short Term Invs,,,,,,,103398.0,100547.0,100692.0,110940.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,37477.0,31895.0,33704.0,34411.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-40.0,-40.0,-40.0,-115.0,Balance Sheet
"Total Receivables, Net",,,,,,,37437.0,31855.0,33664.0,34296.0,Balance Sheet
Invent. - Finished Goods,,,,,,,61.0,64.0,71.0,49.0,Balance Sheet
Invent. - Work In Progress,,,,,,,644.0,1057.0,683.0,883.0,Balance Sheet
Invent. - Raw Materials,,,,,,,12676.0,13264.0,15175.0,15797.0,Balance Sheet
Total Inventory,,,,,,,13381.0,14385.0,15929.0,16729.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,4246.0,5093.0,4809.0,4410.0,Balance Sheet
Total Current Assets,,,,,,,158462.0,151880.0,155094.0,166375.0,Balance Sheet
Buildings,,,,,,,10617.0,10616.0,13134.0,13674.0,Balance Sheet
Machinery/Equipment,,,,,,,12291.0,12448.0,12727.0,12809.0,Balance Sheet
Construction in Progress,,,,,,,3097.0,4966.0,4543.0,4943.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,47345.0,46269.0,45348.0,44384.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,73350.0,74299.0,75752.0,75810.0,Balance Sheet
Accumulated Depreciation,,,,,,,-14322.0,-15195.0,-16250.0,-17264.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,59028.0,59104.0,59502.0,58546.0,Balance Sheet
Long Term Investments,,,,,,,25687.0,22803.0,23718.0,21739.0,Balance Sheet
Other Long Term Assets,,,,,,,317.0,317.0,317.0,1357.0,Balance Sheet
Total Assets,,,,,,,243705.0,240288.0,244815.0,248017.0,Balance Sheet
Accounts Payable,,,,,,,9016.0,7750.0,9684.0,8113.0,Balance Sheet
Accrued Expenses,,,,,,,16995.0,13940.0,15289.0,18850.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,41.0,,41.0,41.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,,41.0,,,Balance Sheet
Total Current Liabilities,,,,,,,26052.0,21731.0,25014.0,27004.0,Balance Sheet
Total Long Term Debt,,,,,,,44.0,19.0,21.0,0.0,Balance Sheet
Total Debt,,,,,,,85.0,19.0,62.0,41.0,Balance Sheet
"Other Liabilities, Total",,,,,,,47147.0,46053.0,44964.0,43176.0,Balance Sheet
Total Liabilities,,,,,,,73243.0,67803.0,69999.0,70180.0,Balance Sheet
Common Stock,,,,,,,553902.0,563475.0,575011.0,584900.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-383286.0,-390377.0,-399340.0,-405917.0,Balance Sheet
"Other Equity, Total",,,,,,,-154.0,-613.0,-855.0,-1146.0,Balance Sheet
Total Equity,,,,,,,170462.0,172485.0,174816.0,177837.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,243705.0,240288.0,244815.0,248017.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,46880.0,47081.0,47141.0,47201.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,47591.0,36074.0,37046.0,38551.0,Income Statement
"Cost of Revenue, Total",,,,,,,13559.0,12622.0,14192.0,13318.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,19392.0,18802.0,18891.0,19984.0,Income Statement
Labor & Related Expense,,,,,,,6575.0,7063.0,8253.0,6991.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,25967.0,25865.0,27144.0,26975.0,Income Statement
Research & Development,,,,,,,3924.0,4860.0,4792.0,5046.0,Income Statement
Total Operating Expense,,,,,,,43450.0,43347.0,46128.0,45339.0,Income Statement
Total Operating Income,,,,,,,4141.0,-7273.0,-9082.0,-6788.0,Income Statement
"Inter Expse,Net Non-Operat",,,,,,,-1.0,-18.0,-20.0,-105.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,,,,61.0,88.0,148.0,342.0,Income Statement
OtherNon-OperatInc (Expnse),,,,,,,7.0,112.0,-9.0,-5.0,Income Statement
"Other, Net",,,,,,,7.0,112.0,-9.0,-5.0,Income Statement
Income Before Tax,,,,,,,4208.0,-7091.0,-8963.0,-6556.0,Income Statement
Income Tax - Total,,,,,,,-326.0,0.0,0.0,21.0,Income Statement
Income After Tax,,,,,,,4534.0,-7091.0,-8963.0,-6577.0,Income Statement
Net Inc Before Extra Items,,,,,,,4534.0,-7091.0,-8963.0,-6577.0,Income Statement
Total Net Income,,,,,,,4534.0,-7091.0,-8963.0,-6577.0,Income Statement
Total Adjust to Net Income,,,,,,,1.0,,,,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,4535.0,-7091.0,-8963.0,-6577.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,4535.0,-7091.0,-8963.0,-6577.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,46823.0,46985.0,47117.0,47182.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,0.1,-0.15,-0.19,-0.14,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,0.1,-0.15,-0.19,-0.14,Income Statement
Diluted Weighted Average Shares,,,,,,,46823.0,46985.0,47117.0,47182.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,0.1,-0.15,-0.19,-0.14,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,0.1,-0.15,-0.19,-0.14,Income Statement
