,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,33.1,33.3,39.84,40.45,24.67,54.24,,,,,
low,29.9,14.75,15.0,8.28,11.09,11.02,,,,,
change,-0.028700000000000003,-0.4286,1.3006,-0.7156,0.1336,2.8680000000000003,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,230.0,243.0,360.0,468.0,Balance Sheet
"Total Receivables, Net",,,,,,,38.0,70.0,206.0,247.0,Balance Sheet
Total Inventory,,,,,,,9.0,15.0,13.0,15.0,Balance Sheet
Prepaid Expenses,,,,,,,8.0,11.0,13.0,21.0,Balance Sheet
Restricted Cash - Current,,,,,,,4.0,2.0,0.0,0.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,,,343.0,65.0,,Balance Sheet
"Other Curr. Assets, Total",,,,,,,4.0,345.0,65.0,0.0,Balance Sheet
Total Current Assets,,,,,,,289.0,684.0,657.0,751.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4606.0,3936.0,3854.0,3807.0,Balance Sheet
"Goodwill, Net",,,,,,,9.0,9.0,8.0,8.0,Balance Sheet
Other Long Term Assets,,,,,,,109.0,93.0,90.0,85.0,Balance Sheet
Total Assets,,,,,,,5014.0,4723.0,4610.0,4652.0,Balance Sheet
Accounts Payable,,,,,,,35.0,17.0,13.0,19.0,Balance Sheet
Accrued Expenses,,,,,,,25.0,31.0,43.0,70.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,468.0,542.0,373.0,399.0,Balance Sheet
Total Current Liabilities,,,,,,,528.0,590.0,429.0,489.0,Balance Sheet
Long Term Debt,,,,,,,666.0,509.0,474.0,471.0,Balance Sheet
Capital Lease Obligations,,,,,,,1983.0,1874.0,1766.0,1571.0,Balance Sheet
Total Long Term Debt,,,,,,,2649.0,2382.0,2240.0,2042.0,Balance Sheet
Total Debt,,,,,,,3117.0,2924.0,2613.0,2441.0,Balance Sheet
Total Liabilities,,,,,,,3177.0,2972.0,2669.0,2530.0,Balance Sheet
Common Stock,,,,,,,1.0,1.0,1.0,1.0,Balance Sheet
Additional Paid-In Capital,,,,,,,2856.0,2854.0,2853.0,2852.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-539.0,-624.0,-433.0,-167.0,Balance Sheet
Treasury Stock - Common,,,,,,,-480.0,-480.0,-480.0,-565.0,Balance Sheet
Total Equity,,,,,,,1837.0,1751.0,1941.0,2121.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,5014.0,4723.0,4610.0,4652.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,58.0,59.0,59.0,56.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,8.0,8.0,8.0,8.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,147908.0,174047.0,405073.0,489996.0,Income Statement
"Cost of Revenue, Total",,,,,,,85059.0,84832.0,76923.0,75801.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,12808.0,12454.0,22803.0,26490.0,Income Statement
Depreciation/Amortization,,,,,,,60091.0,53828.0,50819.0,50989.0,Income Statement
Impair-Assets Held for Use,,,,,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,,,,,0.0,0.0,0.0,0.0,Income Statement
Unusual Expense (Income),,,,,,,0.0,67738.0,1480.0,-2732.0,Income Statement
