,2017,2018,2019,2020,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,45.4,51.0,23.88,22.45,32.48,15.62,,,,,
low,34.2,12.0,5.04,8.86,11.5,3.84,,,,,
change,-0.0101,-0.6441,0.1058,-0.0876,-0.07490000000000001,-0.6485,,,,,
Date,,,,,,,2021-11-27 00:00:00,2022-02-26 00:00:00,2022-05-28 00:00:00,2022-08-27 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,155.0,40.0,56.0,47.0,Balance Sheet
"Total Receivables, Net",,,,,,,1844.0,1343.0,1450.0,1564.0,Balance Sheet
Inventories - Other,,,,,,,2437.0,2447.0,1488.0,1529.0,Balance Sheet
LIFO Reserve,,,,,,,-487.0,-487.0,487.0,497.0,Balance Sheet
Total Inventory,,,,,,,1950.0,1959.0,1975.0,2026.0,Balance Sheet
Prepaid Expenses,,,,,,,107.0,107.0,89.0,103.0,Balance Sheet
Total Current Assets,,,,,,,4056.0,3449.0,3569.0,3741.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,3930.0,3803.0,3709.0,3630.0,Balance Sheet
"Goodwill, Net",,,,,,,1108.0,879.0,879.0,627.0,Balance Sheet
Intangibles - Gross,,,,,,,1767.0,1758.0,1756.0,1758.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-1459.0,-1467.0,-1473.0,-1490.0,Balance Sheet
Intangibles - Net,,,,,,,307.0,291.0,283.0,268.0,Balance Sheet
Other Long Term Assets,,,,,,,82.0,87.0,90.0,87.0,Balance Sheet
Total Assets,,,,,,,9499.0,8529.0,8550.0,8367.0,Balance Sheet
Accounts Payable,,,,,,,1548.0,1571.0,1461.0,1512.0,Balance Sheet
Accrued Expenses,,,,,,,1395.0,1356.0,1362.0,1302.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,6.0,6.0,5.0,6.0,Balance Sheet
Total Current Liabilities,,,,,,,2949.0,2933.0,2828.0,2819.0,Balance Sheet
Long Term Debt,,,,,,,3167.0,2733.0,3026.0,3223.0,Balance Sheet
Capital Lease Obligations,,,,,,,15.0,15.0,14.0,14.0,Balance Sheet
Total Long Term Debt,,,,,,,3182.0,2748.0,3041.0,3237.0,Balance Sheet
Total Debt,,,,,,,3188.0,2753.0,3046.0,3242.0,Balance Sheet
"Other Liabilities, Total",,,,,,,2895.0,2749.0,2689.0,2648.0,Balance Sheet
Total Liabilities,,,,,,,9027.0,8430.0,8558.0,8704.0,Balance Sheet
Common Stock,,,,,,,56.0,56.0,56.0,57.0,Balance Sheet
Additional Paid-In Capital,,,,,,,5902.0,5910.0,5913.0,5916.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-5463.0,-5852.0,-5962.0,-6293.0,Balance Sheet
"Other Equity, Total",,,,,,,-24.0,-15.0,-15.0,-15.0,Balance Sheet
Total Equity,,,,,,,472.0,99.0,-8.0,-336.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,9499.0,8529.0,8550.0,8367.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,56.0,56.0,56.0,57.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-11-27 00:00:00,2022-02-26 00:00:00,2022-05-28 00:00:00,2022-08-27 00:00:00,Income Statement
Total Revenue,,,,,,,6229.0,6065.0,6015.0,5901.0,Income Statement
"Cost of Revenue, Total",,,,,,,4894.0,4824.0,4818.0,4747.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,1267.0,1234.0,1195.0,1181.0,Income Statement
Restructuring Charge,,,,,,,10.0,10.0,23.0,13.0,Income Statement
Impair-Assets Held for Use,,,,,,,40.0,328.0,35.0,287.0,Income Statement
Other Unusual Expnse (In),,,,,,,12.0,13.0,32.0,-30.0,Income Statement
Unusual Expense (Income),,,,,,,62.0,351.0,89.0,270.0,Income Statement
Total Operating Expense,,,,,,,6224.0,6409.0,6102.0,6197.0,Income Statement
Total Operating Income,,,,,,,5.0,-344.0,-88.0,-296.0,Income Statement
Gain(Loss)on Sale of Assets,,,,,,,6.0,-6.0,29.0,29.0,Income Statement
Income Before Tax,,,,,,,-37.0,-396.0,-107.0,-319.0,Income Statement
Income Tax - Total,,,,,,,-1.0,-7.0,3.0,12.0,Income Statement
Income After Tax,,,,,,,-36.0,-389.0,-110.0,-331.0,Income Statement
Net Inc Before Extra Items,,,,,,,-36.0,-389.0,-110.0,-331.0,Income Statement
Total Extraordinary Items,,,,,,,0.0,0.0,,,Income Statement
Total Net Income,,,,,,,-36.0,-389.0,-110.0,-331.0,Income Statement
Income Available to Common Excl. Extra. Items,,,,,,,-36.0,-389.0,-110.0,-331.0,Income Statement
Income Available to Common Incl. Extra. Items,,,,,,,-36.0,-389.0,-110.0,-331.0,Income Statement
Basic/Primary Weighted Average Shares,,,,,,,54.0,54.0,54.0,55.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,,,,,-0.67,-7.18,-2.03,-6.07,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,,,,,-0.67,-7.18,-2.03,-6.07,Income Statement
Diluted Weighted Average Shares,,,,,,,54.0,54.0,54.0,55.0,Income Statement
Diluted EPS Excl. Extra. Items,,,,,,,-0.67,-7.18,-2.03,-6.07,Income Statement
Diluted EPS Incl. Extra. Items,,,,,,,-0.67,-7.18,-2.03,-6.07,Income Statement
Div/Share-ComStockPrimIssue,,,,,,,0.0,0.0,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,,,,,,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,,,,,Income Statement
"Interest Expense, Suppl",,,,,,,48.0,46.0,48.0,53.0,Income Statement
"Depreciat/Amort, Suppl",,,,,,,54.0,54.0,49.0,50.0,Income Statement
Total Special Items,,,,,,,62.0,362.0,86.0,262.0,Income Statement
Normalzd Income Before Tax,,,,,,,25.0,-34.0,-20.0,-58.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,,,,22.0,127.0,30.0,92.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,,,,,21.0,120.0,34.0,104.0,Income Statement
Normalized Income After Tax,,,,,,,4.0,-154.0,-54.0,-161.0,Income Statement
Normalzd Inc Avail to Common,,,,,,,4.0,-154.0,-54.0,-161.0,Income Statement
Basic Normalized EPS,,,,,,,0.08,-2.84,-1.0,-2.95,Income Statement
Diluted Normalized EPS,,,,,,,0.08,-2.84,-1.0,-2.95,Income Statement
Date,,,,,,,2021-11-27 00:00:00,2022-02-26 00:00:00,2022-05-28 00:00:00,2022-08-27 00:00:00,Cash Flow
Net Income,,,,,,,-149.0,-538.0,-110.0,-441.0,Cash Flow
Depreciation/Depletion,,,,,,,223.0,296.0,70.0,139.0,Cash Flow
Deferred Taxes,,,,,,,-2.0,-7.0,,6.0,Cash Flow
Discontinued Operations,,,,,,,0.0,0.0,,,Cash Flow
Unusual Items,,,,,,,76.0,423.0,37.0,265.0,Cash Flow
Other Non-Cash Items,,,,,,,10.0,36.0,7.0,17.0,Cash Flow
