,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,66.96,61.0,48.71,,,,,
low,42.5,36.03,11.41,,,,,
change,0.0931,-0.19390000000000002,-0.5634,,,,,
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,,182348.0,114346.0,75497.0,63877.0,Balance Sheet
Short Term Investments,,,,157140.0,187921.0,186565.0,163640.0,Balance Sheet
Cash and Short Term Invs,,,,339488.0,302267.0,262062.0,227517.0,Balance Sheet
"Total Receivables, Net",,,,25600.0,26899.0,24627.0,22512.0,Balance Sheet
Invent. - Finished Goods,,,,15017.0,17402.0,23524.0,23589.0,Balance Sheet
Invent. - Work In Progress,,,,6054.0,9501.0,9434.0,12068.0,Balance Sheet
Invent. - Raw Materials,,,,18114.0,15970.0,20731.0,19603.0,Balance Sheet
Total Inventory,,,,39185.0,42873.0,53689.0,55260.0,Balance Sheet
Prepaid Expenses,,,,5529.0,5387.0,5399.0,4714.0,Balance Sheet
Total Current Assets,,,,409802.0,377426.0,345777.0,310003.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,20195.0,20844.0,21932.0,22022.0,Balance Sheet
Other Long Term Assets,,,,156.0,161.0,216.0,386.0,Balance Sheet
Total Assets,,,,463464.0,431742.0,401236.0,365722.0,Balance Sheet
Accounts Payable,,,,1763.0,5149.0,2753.0,1444.0,Balance Sheet
Accrued Expenses,,,,39575.0,30789.0,36973.0,34041.0,Balance Sheet
Notes Payable/ST Debt,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,1000.0,,Balance Sheet
Customer Advances,,,,6340.0,6833.0,7752.0,7825.0,Balance Sheet
Other Current Liabilities,,,,4017.0,6119.0,6762.0,6334.0,Balance Sheet
"Other Curr. Lblts, Total",,,,10357.0,12952.0,14514.0,14159.0,Balance Sheet
Total Current Liabilities,,,,51695.0,48890.0,55240.0,49644.0,Balance Sheet
Total Long Term Debt,,,,29762.0,29784.0,28806.0,29828.0,Balance Sheet
Total Debt,,,,29762.0,29784.0,29806.0,29828.0,Balance Sheet
"Other Liabilities, Total",,,,7926.0,7615.0,7426.0,7147.0,Balance Sheet
Total Liabilities,,,,89383.0,86289.0,91472.0,86619.0,Balance Sheet
Redeemable Preferred Stock,,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,,47.0,48.0,48.0,48.0,Balance Sheet
Additional Paid-In Capital,,,,1000212.0,1008940.0,1017396.0,1027495.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,-625994.0,-662886.0,-706725.0,-747506.0,Balance Sheet
Unrealized Gain (Loss),,,,-184.0,-649.0,-955.0,-934.0,Balance Sheet
Total Equity,,,,374081.0,345453.0,309764.0,279103.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,463464.0,431742.0,401236.0,365722.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,47241.0,47712.0,47997.0,48295.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,28152.0,30550.0,25057.0,27761.0,Income Statement
"Cost of Revenue, Total",,,,24831.0,26108.0,21275.0,23425.0,Income Statement
Selling/Gen/Admin Expense,,,,29227.0,26331.0,28566.0,26975.0,Income Statement
Labor & Related Expense,,,,3483.0,3755.0,5416.0,5301.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,32710.0,30086.0,33982.0,32276.0,Income Statement
Research & Development,,,,11410.0,10831.0,13521.0,13059.0,Income Statement
Unusual Expense (Income),,,,0.0,,,,Income Statement
Total Operating Expense,,,,68951.0,67025.0,68778.0,68760.0,Income Statement
Total Operating Income,,,,-40799.0,-36475.0,-43721.0,-40999.0,Income Statement
"Inter Expse,Net Non-Operat",,,,-431.0,-422.0,-481.0,-567.0,Income Statement
"Inter/Invest Inc, Non-Oper",,,,123.0,120.0,459.0,805.0,Income Statement
OtherNon-OperatInc (Expnse),,,,0.0,,,,Income Statement
"Other, Net",,,,0.0,,,,Income Statement
Income Before Tax,,,,-41107.0,-36777.0,-43743.0,-40761.0,Income Statement
Income Tax - Total,,,,125.0,115.0,96.0,20.0,Income Statement
Income After Tax,,,,-41232.0,-36892.0,-43839.0,-40781.0,Income Statement
Net Inc Before Extra Items,,,,-41232.0,-36892.0,-43839.0,-40781.0,Income Statement
