,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,40.94,17.36,,,,,
low,15.01,7.53,,,,,
change,-0.5627000000000001,-0.4482,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,239297.0,247504.0,215537.0,211812.0,Balance Sheet
"Trade Accts Recvble, Net",,,10635.0,12784.0,12993.0,13578.0,Balance Sheet
Other Receivables,,,,,869.0,,Balance Sheet
"Total Receivables, Net",,,10635.0,12784.0,13862.0,13578.0,Balance Sheet
Prepaid Expenses,,,12655.0,16489.0,9292.0,12393.0,Balance Sheet
Discont. Ops.-Curr. Assets,,,,,,22722.0,Balance Sheet
Other Current Assets,,,3934.0,6683.0,3699.0,4231.0,Balance Sheet
"Other Curr. Assets, Total",,,3934.0,6683.0,3699.0,26953.0,Balance Sheet
Total Current Assets,,,266521.0,283460.0,242390.0,264736.0,Balance Sheet
Prop./Plant/Equip. - Net,,,47013.0,53061.0,56303.0,40808.0,Balance Sheet
"Goodwill, Net",,,59910.0,59994.0,59933.0,63184.0,Balance Sheet
Intangibles - Net,,,16031.0,15361.0,14570.0,13552.0,Balance Sheet
Long Term Investments,,,1122.0,1182.0,1182.0,1183.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,27653.0,24849.0,25685.0,27473.0,Balance Sheet
Restricted Cash - LT,,,0.0,,,,Balance Sheet
Other Long Term Assets,,,12765.0,13157.0,13319.0,12877.0,Balance Sheet
Total Assets,,,431015.0,451064.0,413382.0,423813.0,Balance Sheet
Accounts Payable,,,31788.0,31747.0,18404.0,25805.0,Balance Sheet
Accrued Expenses,,,42775.0,50534.0,50287.0,52473.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,0.0,,,,Balance Sheet
Customer Advances,,,146364.0,163729.0,163140.0,168705.0,Balance Sheet
Other Current Liabilities,,,8042.0,7582.0,7075.0,9497.0,Balance Sheet
"Other Curr. Lblts, Total",,,154406.0,171311.0,170215.0,178202.0,Balance Sheet
Total Current Liabilities,,,228969.0,253592.0,238906.0,256480.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,4495.0,7621.0,8820.0,13507.0,Balance Sheet
Total Liabilities,,,233464.0,261213.0,247726.0,269987.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,198.0,198.0,196.0,193.0,Balance Sheet
Additional Paid-In Capital,,,947160.0,969731.0,994558.0,1015068.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,-748012.0,-779723.0,-830952.0,-865933.0,Balance Sheet
"Other Equity, Total",,,-1795.0,-355.0,1854.0,4498.0,Balance Sheet
Total Equity,,,197551.0,189851.0,165656.0,153826.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,431015.0,451064.0,413382.0,423813.0,Balance Sheet
Ttl Comm. Shares Outs.,,,198084.0,198599.0,196079.0,193848.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,142137.0,154209.0,163867.0,154416.0,Income Statement
"Cost of Revenue, Total",,,48278.0,55940.0,57393.0,50050.0,Income Statement
Selling/Gen/Admin Expense,,,79302.0,87923.0,80892.0,77526.0,Income Statement
Labor & Related Expense,,,19518.0,17290.0,17368.0,15324.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,98820.0,105213.0,98260.0,92850.0,Income Statement
Research & Development,,,17561.0,13793.0,15505.0,16763.0,Income Statement
Depreciation/Amortization,,,3131.0,5315.0,3355.0,3288.0,Income Statement
Restructuring Charge,,,,,991.0,804.0,Income Statement
Impair-Assets Held for Use,,,52.0,,0.0,237.0,Income Statement
Impair-Assets Held for Sale,,,0.0,,,,Income Statement
Other Unusual Expnse (In),,,0.0,,,0.0,Income Statement
Unusual Expense (Income),,,52.0,,991.0,1041.0,Income Statement
Total Operating Expense,,,167842.0,180261.0,175504.0,163992.0,Income Statement
Total Operating Income,,,-25705.0,-26052.0,-11637.0,-9576.0,Income Statement
"Inter Inc(Exp),Net Non-Oper",,,,,29.0,535.0,Income Statement
"Other, Net",,,893.0,-1544.0,-2022.0,-2536.0,Income Statement
Income Before Tax,,,-24873.0,-27649.0,-13630.0,-11577.0,Income Statement
Income Tax - Total,,,-4102.0,2960.0,-451.0,-1469.0,Income Statement
Income After Tax,,,-20771.0,-30609.0,-13179.0,-10108.0,Income Statement
