,2021,2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Report
high,107.79,64.95,,,,,
low,41.17,22.91,,,,,
change,0.21760000000000002,-0.37520000000000003,,,,,
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash & Equivalents,,,85.0,113.0,110.0,74.0,Balance Sheet
Short Term Investments,,,680.0,685.0,666.0,676.0,Balance Sheet
Cash and Short Term Invs,,,766.0,798.0,776.0,750.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,76.0,80.0,Balance Sheet
Prov. for Doubtful Accts,,,,,0.0,0.0,Balance Sheet
"Trade Accts Recvble, Net",,,70.0,81.0,78.0,81.0,Balance Sheet
Other Receivables,,,,,2.0,2.0,Balance Sheet
"Total Receivables, Net",,,70.0,81.0,80.0,83.0,Balance Sheet
Prepaid Expenses,,,18.0,19.0,14.0,12.0,Balance Sheet
"Other Curr. Assets, Total",,,5.0,6.0,4.0,3.0,Balance Sheet
Total Current Assets,,,858.0,904.0,874.0,848.0,Balance Sheet
Buildings,,,1.0,1.0,1.0,1.0,Balance Sheet
Machinery/Equipment,,,15.0,16.0,17.0,19.0,Balance Sheet
Other Prop./Plant/Equip.,,,2.0,1.0,14.0,18.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,17.0,18.0,32.0,37.0,Balance Sheet
Accumulated Depreciation,,,-8.0,-8.0,-9.0,-11.0,Balance Sheet
Prop./Plant/Equip. - Net,,,10.0,10.0,23.0,27.0,Balance Sheet
"Goodwill, Net",,,19.0,19.0,68.0,68.0,Balance Sheet
Intangibles - Gross,,,11.0,10.0,39.0,39.0,Balance Sheet
Accum. Intangible Amort.,,,-2.0,-2.0,-3.0,-4.0,Balance Sheet
Intangibles - Net,,,9.0,8.0,35.0,34.0,Balance Sheet
Other Long Term Assets,,,1.0,2.0,1.0,1.0,Balance Sheet
Total Assets,,,932.0,991.0,1051.0,1028.0,Balance Sheet
Accounts Payable,,,1.0,0.0,1.0,1.0,Balance Sheet
Accrued Expenses,,,25.0,26.0,26.0,27.0,Balance Sheet
Notes Payable/ST Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Curr. Lblts, Total",,,66.0,85.0,94.0,90.0,Balance Sheet
Total Current Liabilities,,,92.0,111.0,121.0,118.0,Balance Sheet
Total Long Term Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
Total Debt,,,0.0,0.0,0.0,0.0,Balance Sheet
"Other Liabilities, Total",,,2.0,1.0,28.0,31.0,Balance Sheet
Total Liabilities,,,93.0,113.0,149.0,149.0,Balance Sheet
Redeemable Preferred Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Common Stock,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,688.0,703.0,715.0,731.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,154.0,191.0,205.0,170.0,Balance Sheet
"Other Equity, Total",,,-4.0,-15.0,-18.0,-22.0,Balance Sheet
Total Equity,,,839.0,879.0,902.0,879.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,932.0,991.0,1051.0,1028.0,Balance Sheet
Shr Outs.-Com. Primary Iss.,,,104.0,109.0,110.0,111.0,Balance Sheet
Shr Outs.-Com. Stk. Iss. 2,,,86.0,83.0,83.0,81.0,Balance Sheet
Ttl Comm. Shares Outs.,,,190.0,192.0,193.0,192.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,0.0,0.0,0.0,0.0,Balance Sheet
Trsy. Shrs-Comm. Iss. 2,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,97876.0,93653.0,90639.0,102185.0,Income Statement
"Cost of Revenue, Total",,,11085.0,11765.0,13077.0,13210.0,Income Statement
Selling/Gen/Admin Expense,,,28890.0,30941.0,31996.0,31671.0,Income Statement
Labor & Related Expense,,,5887.0,5602.0,4832.0,6099.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,34777.0,36543.0,36828.0,37770.0,Income Statement
Research & Development,,,16225.0,17424.0,19022.0,19104.0,Income Statement
Unusual Expense (Income),,,,,30.0,0.0,Income Statement
Total Operating Expense,,,62087.0,65732.0,68957.0,70084.0,Income Statement
Total Operating Income,,,35789.0,27921.0,21682.0,32101.0,Income Statement
"Other, Net",,,20.0,-16.0,804.0,908.0,Income Statement
Income Before Tax,,,35809.0,27905.0,22486.0,33009.0,Income Statement
Income Tax - Total,,,-19838.0,-8821.0,103.0,6710.0,Income Statement
Income After Tax,,,55647.0,36726.0,22383.0,26299.0,Income Statement
Net Inc Before Extra Items,,,55647.0,36726.0,22383.0,26299.0,Income Statement
Total Net Income,,,55647.0,36726.0,22383.0,26299.0,Income Statement
Preferred Dividends,,,0.0,,0.0,0.0,Income Statement
Misc Earnings Adjustment,,,,340.0,,,Income Statement
Total Adjust to Net Income,,,0.0,340.0,0.0,0.0,Income Statement
Income Available to Common Excl. Extra. Items,,,55647.0,37066.0,22383.0,26299.0,Income Statement
Income Available to Common Incl. Extra. Items,,,55647.0,37066.0,22383.0,26299.0,Income Statement
Basic/Primary Weighted Average Shares,,,188372.0,191069.0,192947.0,193137.0,Income Statement
Basic/Primary EPS Excl. Extra. Items,,,0.3,0.19,0.12,0.14,Income Statement
Basic/Primary EPS Incl. Extra. Items,,,0.3,0.19,0.12,0.14,Income Statement
Diluted Weighted Average Shares,,,216396.0,215353.0,214954.0,213949.0,Income Statement
Diluted EPS Excl. Extra. Items,,,0.26,0.17,0.1,0.12,Income Statement
Diluted EPS Incl. Extra. Items,,,0.26,0.17,0.1,0.12,Income Statement
Div/Share-ComStockPrimIssue,,,0.0,,0.0,0.0,Income Statement
Gross Divid - Common Stock,,,0.0,0.0,0.0,0.0,Income Statement
Pro Forma Net Income,,,,,,,Income Statement
"Depreciat/Amort, Suppl",,,1100.0,1268.0,1200.0,1400.0,Income Statement
Total Special Items,,,,254.0,30.0,0.0,Income Statement
Normalzd Income Before Tax,,,35809.0,28159.0,22516.0,33009.0,Income Statement
Efct/SpecItemsIncTxs (STEC),,,,89.0,0.0,0.0,Income Statement
IncTxsExcl ImpctofSpec Itms,,,-19838.0,-8732.0,103.0,6710.0,Income Statement
Normalized Income After Tax,,,55647.0,36891.0,22413.0,26299.0,Income Statement
Normalzd Inc Avail to Common,,,55647.0,37231.0,22413.0,26299.0,Income Statement
Basic Normalized EPS,,,0.3,0.19,0.12,0.14,Income Statement
Diluted Normalized EPS,,,0.26,0.17,0.1,0.12,Income Statement
Date,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Cash Flow
Net Income,,,118.0,155.0,22.0,49.0,Cash Flow
Depreciation/Depletion,,,4.0,5.0,2.0,5.0,Cash Flow
Deferred Taxes,,,-32.0,-41.0,0.0,0.0,Cash Flow
Unusual Items,,,,1.0,0.0,,Cash Flow
Other Non-Cash Items,,,33.0,47.0,14.0,29.0,Cash Flow
Non-Cash Items,,,33.0,48.0,14.0,29.0,Cash Flow
"Cash Taxes Pd, Supplemental",,,0.0,0.0,0.0,0.0,Cash Flow
Accounts Receivable,,,-20.0,-31.0,6.0,2.0,Cash Flow
Prepaid Expenses,,,-7.0,-9.0,1.0,4.0,Cash Flow
Other Assets,,,-7.0,-10.0,-1.0,-2.0,Cash Flow
Accounts Payable,,,0.0,,,,Cash Flow
Accrued Expenses,,,7.0,-1.0,0.0,0.0,Cash Flow
Payable/Accrued,,,,9.0,-6.0,-4.0,Cash Flow
Changes in Working Capital,,,-43.0,-40.0,6.0,1.0,Cash Flow
Total Cash from Operations,,,80.0,127.0,45.0,84.0,Cash Flow
Capital Expenditures,,,-4.0,-6.0,-2.0,-4.0,Cash Flow
Acquisition of Business,,,0.0,0.0,-54.0,-54.0,Cash Flow
Sale of Business,,,0.0,0.0,,,Cash Flow
Sale/Maturity of Investment,,,659.0,682.0,23.0,89.0,Cash Flow
Purchase of Investments,,,-1272.0,-1317.0,-9.0,-91.0,Cash Flow
Other Investing Cash Flow,,,,1.0,,,Cash Flow
"OtherInvestCashFlowItms,Tot",,,-613.0,-635.0,-39.0,-56.0,Cash Flow
Total Cash from Investing,,,-617.0,-641.0,-42.0,-60.0,Cash Flow
Financing Cash Flow Items,,,-4.0,-5.0,0.0,-1.0,Cash Flow
Sale/Issuance of Common,,,563.0,567.0,3.0,6.0,Cash Flow
Repurch/Retirement Common,,,-3.0,-3.0,-9.0,-70.0,Cash Flow
"Common Stock, Net",,,560.0,564.0,-6.0,-64.0,Cash Flow
"Preferred Stock, Net",,,,0.0,,,Cash Flow
Options Exercised,,,,1.0,,2.0,Cash Flow
"Iss (Retirmnt) of Stock,Net",,,560.0,565.0,-6.0,-62.0,Cash Flow
Total Cash From Financing,,,556.0,560.0,-6.0,-63.0,Cash Flow
Net Change in Cash,,,19.0,46.0,-3.0,-39.0,Cash Flow
NetCash-BeginBal/RsvdforFutUse,,,66.0,66.0,113.0,113.0,Cash Flow
NetCash-EndBal/RsrvforFutUse,,,85.0,113.0,110.0,74.0,Cash Flow
"Depreciation, Supplemental",,,4.0,5.0,2.0,5.0,Cash Flow
Free Cash Flow,,,76.0,121.0,43.0,80.0,
FCF Growth,,,,0.5921052631578947,-0.6446280991735538,0.8604651162790697,
