,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,158.65,173.24,148.93,183.81,246.69,239.85,,,,,
low,137.11,112.06,111.75,87.5,179.34,160.6,,,,,
change,0.146,-0.1973,0.1907,0.22160000000000002,0.1297,0.1368,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,9254.0,6526.0,6014.0,6346.0,Balance Sheet
"Trade Accts Recvble, Net",,,,,,,8477.0,9135.0,8393.0,8158.0,Balance Sheet
Notes Recvble - Short Term,,,,,,,8898.0,9003.0,8922.0,8918.0,Balance Sheet
"Total Receivables, Net",,,,,,,17375.0,18138.0,17315.0,17076.0,Balance Sheet
Invent. - Finished Goods,,,,,,,6907.0,7390.0,7850.0,8387.0,Balance Sheet
Invent. - Work In Progress,,,,,,,1318.0,1438.0,1604.0,1836.0,Balance Sheet
Invent. - Raw Materials,,,,,,,5813.0,6210.0,6427.0,6637.0,Balance Sheet
Total Inventory,,,,,,,14038.0,15038.0,15881.0,16860.0,Balance Sheet
Prepaid Expenses,,,,,,,2788.0,2868.0,2772.0,2295.0,Balance Sheet
Total Current Assets,,,,,,,43455.0,42570.0,41982.0,42577.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,12090.0,11932.0,11744.0,11643.0,Balance Sheet
"Goodwill, Net",,,,,,,6324.0,6293.0,6195.0,6092.0,Balance Sheet
Intangibles - Gross,,,,,,,4049.0,3877.0,3824.0,3781.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-3007.0,-2910.0,-2935.0,-2975.0,Balance Sheet
Intangibles - Net,,,,,,,1042.0,967.0,889.0,806.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,13911.0,13869.0,13569.0,13137.0,Balance Sheet
Other Long Term Assets,,,,,,,4131.0,4672.0,4607.0,4434.0,Balance Sheet
Total Assets,,,,,,,82793.0,82276.0,81107.0,80907.0,Balance Sheet
Accounts Payable,,,,,,,8154.0,8361.0,8092.0,8260.0,Balance Sheet
Accrued Expenses,,,,,,,5999.0,5121.0,5554.0,6217.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,5404.0,4501.0,5002.0,4202.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,6352.0,7806.0,5741.0,6814.0,Balance Sheet
Dividends Payable,,,,,,,595.0,0.0,633.0,0.0,Balance Sheet
Customer Advances,,,,,,,1087.0,1388.0,1608.0,1831.0,Balance Sheet
Other Current Liabilities,,,,,,,2256.0,2355.0,2333.0,2878.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,3938.0,3743.0,4574.0,4709.0,Balance Sheet
Total Current Liabilities,,,,,,,29847.0,29532.0,28963.0,30202.0,Balance Sheet
Total Long Term Debt,,,,,,,26033.0,25277.0,26219.0,25509.0,Balance Sheet
Total Debt,,,,,,,37789.0,37584.0,36962.0,36525.0,Balance Sheet
Minority Interest,,,,,,,32.0,32.0,32.0,31.0,Balance Sheet
Pension Benefits - Underfunded,,,,,,,5592.0,5363.0,5160.0,5038.0,Balance Sheet
Other LT Liabilities,,,,,,,4805.0,5007.0,5006.0,4536.0,Balance Sheet
"Other Liabilities, Total",,,,,,,10397.0,10370.0,10166.0,9574.0,Balance Sheet
Total Liabilities,,,,,,,66309.0,65211.0,65380.0,65316.0,Balance Sheet
Common Stock,,,,,,,6398.0,6281.0,6464.0,6523.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,39282.0,40820.0,41263.0,43304.0,Balance Sheet
Treasury Stock - Common,,,,,,,-27643.0,-28326.0,-29501.0,-30883.0,Balance Sheet
Unrealized Gain (Loss),,,,,,,20.0,-44.0,-87.0,-131.0,Balance Sheet
Cum. Trans. Adjustment,,,,,,,-1508.0,-1623.0,-2282.0,-2900.0,Balance Sheet
Min. Pension Lblty Adj.,,,,,,,-62.0,-63.0,-64.0,-65.0,Balance Sheet
Other Comprehensive Income,,,,,,,-3.0,20.0,-66.0,-257.0,Balance Sheet
"Other Equity, Total",,,,,,,-1573.0,-1666.0,-2412.0,-3222.0,Balance Sheet
Total Equity,,,,,,,16484.0,17065.0,15727.0,15591.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,82793.0,82276.0,81107.0,80907.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,536.0,533.0,528.0,520.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,279.0,282.0,287.0,294.0,Balance Sheet
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Income Statement
Total Revenue,,,,,,,13798.0,13589.0,14247.0,14994.0,Income Statement
"Cost of Revenue, Total",,,,,,,9976.0,9551.0,9970.0,10189.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,1422.0,1346.0,1425.0,1401.0,Income Statement
Research & Development,,,,,,,439.0,457.0,480.0,476.0,Income Statement
"Inter Expense,Net Operatng",,,,,,,103.0,106.0,120.0,151.0,Income Statement
Restructuring Charge,,,,,,,41.0,13.0,23.0,53.0,Income Statement
Impair-Assets Held for Use,,,,,,,-75.0,0.0,5.0,-4.0,Income Statement
Unusual Expense (Income),,,,,,,-34.0,13.0,28.0,49.0,Income Statement
"Other Operat Expse, Total",,,,,,,281.0,261.0,280.0,303.0,Income Statement
Total Operating Expense,,,,,,,12187.0,11734.0,12303.0,12569.0,Income Statement
Total Operating Income,,,,,,,1611.0,1855.0,1944.0,2425.0,Income Statement
