,2017,2018,2019,2020,2021,2022,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Report
high,16.88,17.15,26.3,45.92,52.39,47.48,,,,,
low,14.75,11.1,12.87,16.35,32.69,18.15,,,,,
change,-0.0601,-0.1054,0.8805,0.642,0.053899999999999997,-0.5039,,,,,
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Balance Sheet
Cash & Equivalents,,,,,,,151.0,167.0,136.0,121.0,Balance Sheet
Short Term Investments,,,,,,,125.0,129.0,130.0,131.0,Balance Sheet
Cash and Short Term Invs,,,,,,,276.0,296.0,266.0,252.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,116.0,114.0,108.0,111.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
"Total Receivables, Net",,,,,,,116.0,114.0,110.0,113.0,Balance Sheet
Invent. - Finished Goods,,,,,,,18.0,23.0,23.0,22.0,Balance Sheet
Invent. - Work In Progress,,,,,,,36.0,42.0,53.0,48.0,Balance Sheet
Invent. - Raw Materials,,,,,,,58.0,61.0,68.0,61.0,Balance Sheet
Total Inventory,,,,,,,112.0,126.0,143.0,132.0,Balance Sheet
Prepaid Expenses,,,,,,,18.0,18.0,15.0,18.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,2.0,2.0,2.0,1.0,Balance Sheet
Total Current Assets,,,,,,,524.0,556.0,537.0,516.0,Balance Sheet
Buildings,,,,,,,124.0,128.0,128.0,128.0,Balance Sheet
Land/Improvements,,,,,,,5.0,5.0,5.0,5.0,Balance Sheet
Machinery/Equipment,,,,,,,297.0,304.0,310.0,313.0,Balance Sheet
Construction in Progress,,,,,,,26.0,27.0,32.0,38.0,Balance Sheet
Other Prop./Plant/Equip.,,,,,,,43.0,43.0,41.0,39.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,494.0,507.0,515.0,523.0,Balance Sheet
Accumulated Depreciation,,,,,,,-313.0,-319.0,-324.0,-328.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,182.0,188.0,191.0,195.0,Balance Sheet
"Goodwill, Net",,,,,,,212.0,212.0,212.0,209.0,Balance Sheet
Intangibles - Gross,,,,,,,234.0,231.0,230.0,228.0,Balance Sheet
Accum. Intangible Amort.,,,,,,,-198.0,-197.0,-199.0,-200.0,Balance Sheet
Intangibles - Net,,,,,,,36.0,34.0,31.0,28.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,62.0,63.0,65.0,68.0,Balance Sheet
Restricted Cash - LT,,,,,,,2.0,2.0,2.0,2.0,Balance Sheet
Other Long Term Assets,,,,,,,2.0,3.0,4.0,4.0,Balance Sheet
Total Assets,,,,,,,1021.0,1057.0,1042.0,1022.0,Balance Sheet
Accounts Payable,,,,,,,58.0,65.0,61.0,75.0,Balance Sheet
Accrued Expenses,,,,,,,59.0,55.0,63.0,54.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,9.0,7.0,5.0,3.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,23.0,27.0,31.0,32.0,Balance Sheet
Total Current Liabilities,,,,,,,149.0,155.0,160.0,164.0,Balance Sheet
Total Long Term Debt,,,,,,,15.0,15.0,15.0,15.0,Balance Sheet
Total Debt,,,,,,,24.0,22.0,20.0,17.0,Balance Sheet
Deferred Income Tax,,,,,,,4.0,3.0,3.0,2.0,Balance Sheet
"Other Liabilities, Total",,,,,,,37.0,37.0,35.0,33.0,Balance Sheet
Total Liabilities,,,,,,,205.0,210.0,212.0,214.0,Balance Sheet
"Pref. Stock-Non Rdmbl, Net",,,,,,,0.0,,,,Balance Sheet
Common Stock,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Additional Paid-In Capital,,,,,,,899.0,903.0,861.0,843.0,Balance Sheet
Ret. Earn.(Accum. Deficit),,,,,,,-82.0,-52.0,-22.0,-17.0,Balance Sheet
"Other Equity, Total",,,,,,,-1.0,-4.0,-9.0,-18.0,Balance Sheet
Total Equity,,,,,,,816.0,847.0,830.0,808.0,Balance Sheet
Total Liabilities & Shareholders’ Equity,,,,,,,1021.0,1057.0,1042.0,1022.0,Balance Sheet
Ttl Comm. Shares Outs.,,,,,,,78.0,78.0,77.0,77.0,Balance Sheet
Trsy. Shrs-Comm. Primary Iss.,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Date,,,,,,,2021-12-25 00:00:00,2022-03-26 00:00:00,2022-06-25 00:00:00,2022-09-24 00:00:00,Income Statement
Total Revenue,,,,,,,204998.0,197174.0,203907.0,180869.0,Income Statement
"Cost of Revenue, Total",,,,,,,115439.0,102811.0,109084.0,112596.0,Income Statement
Selling/Gen/Admin Expense,,,,,,,26605.0,26861.0,27858.0,25114.0,Income Statement
Labor & Related Expense,,,,,,,4184.0,4456.0,3929.0,4946.0,Income Statement
"Sell/Gen/AdminExpenses,Tot",,,,,,,30789.0,31317.0,31787.0,30060.0,Income Statement
Research & Development,,,,,,,25411.0,26988.0,28264.0,26482.0,Income Statement
