,2017,2018,2019,2020,2021,2022,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Report
high,70.21,79.7,77.24,83.14,105.99,100.0,,,,,
low,62.58,55.39,55.98,37.75,77.76,72.41,,,,,
change,0.1129,-0.1472,0.2969,0.0496,0.15380000000000002,0.0302,,,,,
Date,,,,,,,2021-12-31 00:00:00,2022-03-31 00:00:00,2022-06-30 00:00:00,2022-09-30 00:00:00,Balance Sheet
Cash and Short Term Invs,,,,,,,4726.0,6929.0,2529.0,1804.0,Balance Sheet
"Trade Accts Recvble, Gross",,,,,,,2857.0,3072.0,3069.0,3116.0,Balance Sheet
Prov. for Doubtful Accts,,,,,,,-112.0,-114.0,-112.0,-108.0,Balance Sheet
"Total Receivables, Net",,,,,,,3272.0,3482.0,4280.0,4407.0,Balance Sheet
Invent. - Finished Goods,,,,,,,744.0,764.0,681.0,628.0,Balance Sheet
Invent. - Raw Materials,,,,,,,1591.0,1635.0,1638.0,1563.0,Balance Sheet
Total Inventory,,,,,,,2335.0,2399.0,2319.0,2191.0,Balance Sheet
"Other Curr. Assets, Total",,,,,,,527.0,729.0,247.0,104.0,Balance Sheet
Total Current Assets,,,,,,,10860.0,13539.0,9375.0,8506.0,Balance Sheet
Prop./Plant/Equip. - Gross,,,,,,,9442.0,9198.0,8824.0,8818.0,Balance Sheet
Accumulated Depreciation,,,,,,,-5757.0,-5631.0,-5465.0,-5457.0,Balance Sheet
Prop./Plant/Equip. - Net,,,,,,,4221.0,4090.0,3890.0,3850.0,Balance Sheet
"Goodwill, Net",,,,,,,7695.0,7631.0,14748.0,14662.0,Balance Sheet
Intangibles - Gross,,,,,,,5910.0,5897.0,10215.0,,Balance Sheet
Accum. Intangible Amort.,,,,,,,-3119.0,-3198.0,-3285.0,,Balance Sheet
Intangibles - Net,,,,,,,2791.0,2699.0,6930.0,6724.0,Balance Sheet
Note Rcvble - Long Term,,,,,,,91.0,88.0,562.0,85.0,Balance Sheet
Pension Bene. - Overfunded,,,,,,,1042.0,1076.0,1083.0,881.0,Balance Sheet
Def. Inc. Tax - LT Asset,,,,,,,101.0,103.0,98.0,99.0,Balance Sheet
Other Long Term Assets,,,,,,,158.0,271.0,356.0,865.0,Balance Sheet
Total Assets,,,,,,,26959.0,29497.0,37042.0,35672.0,Balance Sheet
Accounts Payable,,,,,,,2100.0,2049.0,2040.0,2028.0,Balance Sheet
Accrued Expenses,,,,,,,2343.0,2393.0,2659.0,2781.0,Balance Sheet
Notes Payable/ST Debt,,,,,,,0.0,0.0,0.0,0.0,Balance Sheet
Curr. Port. LT Dbt/Cap Ls.,,,,,,,37.0,2762.0,3227.0,2115.0,Balance Sheet
"Other Curr. Lblts, Total",,,,,,,851.0,868.0,886.0,853.0,Balance Sheet
